0	Index      	 *	Score 	Summary	Detail	
332	63233 12416	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2VULN|3AME|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aFEWX
333	65213 12233	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2BEXP|3AME|4VULN|5AART|6RCR|7DMG|8DUR|9ASPD|aCDMG
334	65613 12233	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2BEXP|3CGEN|4VULN|5AART|6RCR|7DMG|8DUR|9ASPD|aCDMG
335	23137 82471	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	19VULN|2TLV|3MBVNT|4DUR|5LHND|6AART|7DMG|8RCR|aASPD
336	22441 36122	   	191.78	DCR|3VULN|2CDMG|1ASPD|1DUR	13aVULN|235LHND|3BPWR|49CDMG|6ASPD|7RCR|8DUR
337	21533 12411	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LWND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aBEXP
338	21533 12413	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LWND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aAME
339	21533 12414	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LWND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aLHND
340	21533 12416	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LWND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aFEWX
341	22533 12411	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LHND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aBEXP
342	22533 12413	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LHND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aAME
343	22533 12414	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2aLHND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD
344	22533 12415	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LHND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aRMIN
345	51213 12233	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2LWND|3AME|4VULN|5AART|6RCR|7DMG|8DUR|9ASPD|aCDMG
346	51613 12233	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2LWND|3CGEN|4VULN|5AART|6RCR|7DMG|8DUR|9ASPD|aCDMG
347	62213 12233	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2TLV|3BEXP|4VULN|5AART|6RCR|7DMG|8DUR|9ASPD|aCDMG
348	62333 12133	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2TLV|3VULN|4DUR|5AART|6RCR|7DMG|8LHND|9ASPD|aCDMG
349	62333 12411	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2TLV|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aBEXP
350	62333 12413	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2TLV|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aAME
351	62333 12414	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2TLV|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aLHND
352	62333 12416	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2TLV|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aFEWX
353	63533 12411	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2VULN|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aBEXP
354	63533 12413	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2VULN|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aAME
355	66333 12411	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ERES|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aBEXP
356	66333 12413	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ERES|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aAME
357	21233 12412	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LWND|3AME|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
358	22233 12412	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LHND|3AME|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
359	22233 12416	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1VULN|2LHND|3AME|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aMSE
360	63233 12412	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2VULN|3AME|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
361	62151 17343	 * 	191.69	DCR|3VULN|2ASPD|2CDMG	189LWND|258TLV|3MBVNT|45CDMG|589BPWR|69ASPD|789VULN|aRCR
362	21143 32321	 * 	191.69	DCR|4VULN|1DMG|1CDMG|1AAC	148aVULN|2LWND|3BEXP|5AAC|6DMG|7RCR|9CDMG
363	22143 62321	   	191.69	DCR|4VULN|1DMG|1CDMG|1AAC	148aVULN|2LHND|3BEXP|5AAC|6DMG|7RCR|9CDMG
364	63143 32321	   	191.69	DCR|4VULN|1DMG|1CDMG|1AAC	1LWND|248aVULN|3BEXP|5AAC|6DMG|7RCR|9CDMG
365	24114 32338	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	149VULN|2RMIN|3MBVNT|5ASPD|6DUR|7RCR|8BEXP|aAART
366	21533 12412	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LWND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
367	22533 12412	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LHND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
368	22533 12416	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1VULN|2LHND|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aMSE
369	62333 12412	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2TLV|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
370	63533 12412	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2VULN|3ERES|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
371	66333 12412	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ERES|3VULN|4DUR|5AART|6RCR|7DMG|8CDMG|9ASPD|aDUST
372	23111 46455	 * 	191.53	DCR|3VULN|2AART|1CDMG	146VULN|2TLV|3MBVNT|5RMIN|7aAART|8CDMG|9RCR
373	24117 32318	   	191.43	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2RMIN|3MBVNT|5DUR|69DMG|7RCR|8BEXP|aAART
374	24147 34723	 * 	191.40	DCR|4VULN|1AART|1CDMG	1568VULN|2RMIN|3MBVNT|4AART|7RPLT|9RCR|aCDMG
375	23116 32818	   	191.33	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2TLV|3MBVNT|5BEXP|69DMG|7RCR|8DUR|aAART
376	26116 32814	   	191.33	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2ERES|3MBVNT|5BEXP|69DMG|7RCR|8DUR|aAART
377	23313 24246	 * 	191.33	DCR|3VULN|2DMG|1NUKE|1CDMG	136VULN|2TLV|4NUKE|5CGEN|7CDMG|8RCR|9aDMG
378	21433 35234	   	191.23	DCR|4VULN|2DMG	137aVULN|235LWND|37BPWR|47DMG|6RPLT|8RCR|9TLV
379	21332 62626	   	191.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1VULN|258LWND|3ASPD|4DUR|69DMG|7RCR|aAART
380	21426 14222	   	191.07	DCR|3VULN|2ASPD|1CDMG	13aVULN|23LWND|3BPWR|46ASPD|5RCVC|7CDMG|8RCR|9MLV
381	22426 14222	   	191.07	DCR|3VULN|2ASPD|1CDMG	13aVULN|23LHND|3BPWR|46ASPD|5RCVC|7CDMG|8RCR|9MLV
382	21433 35236	   	191.03	DCR|3VULN|3DMG	137VULN|235LWND|37BPWR|47aDMG|6RPLT|8RCR|9TLV
383	21142 32363	   	191.03	DCR|3VULN|2DMG|2ZMB	149VULN|29LWND|38BEXP|5aZMB|69DMG|7RCR|9BPWR
384	22142 62363	   	191.03	DCR|3VULN|2DMG|2ZMB	149VULN|29LHND|38BEXP|5aZMB|69DMG|7RCR|9BPWR
385	63142 32363	   	191.03	DCR|3VULN|2DMG|2ZMB	19LWND|249VULN|38BEXP|5aZMB|69DMG|7RCR|9BPWR
386	21316 36152	   	191.03	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	14VULN|2LWND|3ASPD|5RCVC|6ZMB|7CDMG|8RPLT|9RCR|aAART
387	22316 36152	   	191.03	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	14VULN|2LHND|3ASPD|5RCVC|6ZMB|7CDMG|8RPLT|9RCR|aAART
388	21133 12413	 * 	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1VULN|2LWND|3BEXP|4MLV|5AART|6RCR|7DMG|8aCDMG|9ASPD
389	22133 12413	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1VULN|2LHND|3BEXP|4MLV|5AART|6RCR|7DMG|8aCDMG|9ASPD
390	63133 12413	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1LWND|2VULN|3BEXP|4MLV|5AART|6RCR|7DMG|8aCDMG|9ASPD
391	65213 12413	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1LWND|2BEXP|3AME|4VULN|5AART|6RCR|7DMG|8aCDMG|9ASPD
392	21316 14222	   	190.97	DCR|3VULN|2ASPD|1CDMG	14aVULN|2LWND|36ASPD|5RCVC|7CDMG|8RCR|9MLV
393	22316 14222	   	190.97	DCR|3VULN|2ASPD|1CDMG	14aVULN|2LHND|36ASPD|5RCVC|7CDMG|8RCR|9MLV
394	63316 14222	   	190.97	DCR|3VULN|2ASPD|1CDMG	1LWND|24aVULN|36ASPD|5RCVC|7CDMG|8RCR|9MLV
395	51213 12413	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1DUST|2LWND|3AME|4VULN|5AART|6RCR|7DMG|8aCDMG|9ASPD
396	51613 12413	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1DUST|2LWND|3CGEN|4VULN|5AART|6RCR|7DMG|8aCDMG|9ASPD
397	62213 12413	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1LWND|2TLV|3BEXP|4VULN|5AART|6RCR|7DMG|8aCDMG|9ASPD
398	66213 12413	   	190.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1LWND|2ERES|3BEXP|4VULN|5AART|6RCR|7DMG|8aCDMG|9ASPD
399	22342 16122	   	190.87	DCR|2VULN|2ASPD|2CDMG|1DUR	1aVULN|2LHND|36ASPD|49CDMG|5RCVC|7RCR|8DUR
400	31123 46132	   	190.85	DCR|2ASPD|1VULN|2CDMG|1DMG|1AAC|1DUR	1CGEN|2AAC|36ASPD|4RCVC|56CDMG|6BPWR|7RCR|8DMG|9DUR|aVULN
401	26117 16341	   	190.80	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	14VULN|2ERES|3MBVNT|5RCVC|6ASPD|7AART|8RCR|9CDMG|aDUR
402	11123 46132	   	190.75	DCR|2ASPD|1VULN|2CDMG|1DMG|1AAC|1DUR	1TLV|2AAC|36ASPD|4RCVC|56CDMG|6BPWR|7RCR|8DMG|9DUR|aVULN
403	22342 16125	   	190.55	DCR|2ASPD|1VULN|2CDMG|1DMG|1DUR	1VULN|2LHND|36ASPD|49CDMG|5RCVC|7RCR|8DUR|aDMG
404	25314 23152	   	190.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	14VULN|2BEXP|3ASPD|5ZMB|6CDMG|7RCVC|8RPLT|9RCR|aAART
405	21313 14226	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	14VULN|25LWND|36ASPD|7CDMG|8RCR|9MLV|aDMG
406	21313 14253	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	14VULN|25LWND|36ASPD|7CDMG|8RCR|9DMG|aAME
407	21313 14255	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	14VULN|25LWND|36ASPD|7CDMG|8RCR|9DMG|aRMIN
408	21313 14263	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	14VULN|25LWND|36ASPD|7CDMG|8RCR|9RPLT|aDMG
409	63313 14226	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	15LWND|24VULN|36ASPD|7CDMG|8RCR|9MLV|aDMG
410	63313 14253	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	15LWND|24VULN|36ASPD|7CDMG|8RCR|9DMG|aAME
411	63313 14263	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	15LWND|24VULN|36ASPD|7CDMG|8RCR|9RPLT|aDMG
412	21313 14241	   	190.29	DCR|2VULN|2ASPD|1NUKE|1CDMG|1SELL	14VULN|25LWND|36ASPD|7CDMG|8RCR|9NUKE|aSELL
413	21313 14242	   	190.29	DCR|3VULN|2ASPD|1NUKE|1CDMG	14aVULN|25LWND|36ASPD|7CDMG|8RCR|9NUKE
414	21313 14243	   	190.29	DCR|2VULN|2ASPD|1NUKE|1CDMG	14VULN|25LWND|36ASPD|7CDMG|8RCR|9NUKE|aAME
415	21313 14244	 * 	190.29	DCR|2VULN|2ASPD|2CDMG|1NUKE	14VULN|25LWND|36ASPD|7aCDMG|8RCR|9NUKE
416	21313 14245	   	190.29	DCR|2VULN|2ASPD|1NUKE|1CDMG	14VULN|25LWND|36ASPD|7CDMG|8RCR|9NUKE|aRMIN
417	21313 14246	   	190.29	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	14VULN|25LWND|36ASPD|7CDMG|8RCR|9NUKE|aDMG
418	21313 14251	   	190.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	14VULN|25LWND|36ASPD|7CDMG|8RCR|9DMG|aSELL
419	63313 14241	   	190.29	DCR|2VULN|2ASPD|1NUKE|1CDMG|1SELL	15LWND|24VULN|36ASPD|7CDMG|8RCR|9NUKE|aSELL
420	63313 14242	   	190.29	DCR|3VULN|2ASPD|1NUKE|1CDMG	15LWND|24aVULN|36ASPD|7CDMG|8RCR|9NUKE
421	63313 14243	   	190.29	DCR|2VULN|2ASPD|1NUKE|1CDMG	15LWND|24VULN|36ASPD|7CDMG|8RCR|9NUKE|aAME
422	63313 14251	   	190.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1SELL	15LWND|24VULN|36ASPD|7CDMG|8RCR|9DMG|aSELL
423	24114 32353	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	14VULN|2RMIN|3MBVNT|5ASPD|6DUR|7RCR|8BEXP|9CDMG|aAART
424	24117 32353	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2RMIN|3MBVNT|5DUR|6DMG|7RCR|8BEXP|9CDMG|aAART
425	22116 62363	   	190.04	DCR|2VULN|2DMG|1ASPD|1ZMB	19VULN|259LHND|38BEXP|4ASPD|69DMG|7RCR|9BPWR|aZMB
426	24114 82323	   	189.97	DCR|3VULN|2ASPD|1DMG	147VULN|2RMIN|3MBVNT|57ASPD|67AME|7BPWR|8ERES|9RCR|aDMG
427	21341 31523	   	189.96	DCR|2VULN|2DMG|1ASPD|1CDMG	18VULN|258LWND|3ASPD|4CDMG|68DMG|7RPLT|8BPWR|9LHND|aRCR
428	21341 31563	   	189.96	DCR|2VULN|2DMG|1ASPD|1CDMG	18VULN|258LWND|3ASPD|4CDMG|68DMG|7RPLT|8BPWR|9FEWX|aRCR
429	63341 31523	   	189.96	DCR|2VULN|2DMG|1ASPD|1CDMG	158LWND|28VULN|3ASPD|4CDMG|68DMG|7RPLT|8BPWR|9LHND|aRCR
430	21434 52313	   	189.94	DCR|2VULN|2DMG|1ASPD|1ZMB	13VULN|23LWND|3BPWR|49DMG|5ZMB|6FEWX|7RCR|8BEXP|aASPD
431	22434 22613	   	189.94	DCR|2VULN|2DMG|1ASPD|1ZMB	13VULN|23LHND|3BPWR|49DMG|5ZMB|6BEXP|7RCR|8LWND|aASPD
432	22434 52313	   	189.94	DCR|2VULN|2DMG|1ASPD|1ZMB	13VULN|23LHND|3BPWR|49DMG|5ZMB|6FEWX|7RCR|8BEXP|aASPD
433	21315 32364	 * 	189.86	DCR|4VULN|2ASPD|1NUKE	149aVULN|2LWND|39ASPD|589BEXP|6NUKE|7RCR|9BPWR
434	22142 62613	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	14VULN|2LHND|3BEXP|5ZMB|69DMG|7RCR|8LWND|aASPD
435	15221 32363	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	19TLV|29DMG|38BEXP|4ASPD|5RMIN|69VULN|7RCR|9BPWR|aZMB
436	21434 12313	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	13VULN|23LWND|3BPWR|49DMG|5ZMB|6LEGI|7RCR|8BEXP|aASPD
437	22434 12313	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	13VULN|23LHND|3BPWR|49DMG|5ZMB|6LEGI|7RCR|8BEXP|aASPD
438	22434 12613	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	13VULN|23LHND|3BPWR|49DMG|5ZMB|6LEGI|7RCR|8LWND|aASPD
439	63434 12313	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	13LWND|23VULN|3BPWR|49DMG|5ZMB|6LEGI|7RCR|8BEXP|aASPD
440	24114 52323	   	189.77	DCR|3VULN|2ASPD|1DMG	147VULN|2RMIN|3MBVNT|57ASPD|67TLV|7BPWR|8ERES|9RCR|aDMG
441	22362 62163	   	189.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	19VULN|29LHND|3ASPD|48ERES|5AAC|69DMG|7RCR|9BPWR|aZMB
442	21431 13365	 * 	189.73	DCR|4VULN|2DMG|1MDPS|1AAC	1389VULN|239LWND|39BPWR|49DMG|5MDPS|6RCVC|7AAC|aRCR
