0	Index      	 *	Score 	Summary	Detail	
322	35513 32411	   	172.38	ACR|2DMG|1AART|2FLTHEA|2DUR|1ZMB	1DUST|26DMG|3RCR|4AART|56FLTHEA|6BPWR|7ZMB|89DUR|aLIT
323	35513 32412	   	172.38	ACR|2DMG|1AART|2FLTHEA|2DUR|1ZMB	1DUST|26DMG|3RCR|4AART|56FLTHEA|6BPWR|7ZMB|89DUR|aRMIN
324	65513 31111	   	172.36	ACR|1AART|1VULN|1DMG|3DUR|1FLTHEA|1ZMB	189DUR|2DMG|3RCR|4AART|5FLTHEA|6ZMB|7VULN|aFEWX
325	65513 31113	   	172.36	ACR|1AART|1DMG|1VULN|3DUR|1FLTHEA|1ZMB	189DUR|2DMG|3RCR|4AART|5FLTHEA|6ZMB|7VULN|aLHND
326	12421 31522	   	172.32	DCR|2AART|2VULN|1DMG|1ASPD	1RCVC|2aAART|3DMG|4BEXP|57VULN|6RCR|8TLV|9ASPD
327	35513 32423	   	172.28	ACR|2DMG|1AART|2FLTHEA|2DUR|1ZMB	1DUST|26DMG|3RCR|4AART|56FLTHEA|6BPWR|7ZMB|8aDUR|9ERES
328	64243 31133	   	172.20	DCR|4VULN|2DMG|2DUR	17DUR|2348VULN|57DMG|67BEXP|7BPWR|9CGEN|aRCR
329	65332 13115	 * 	172.13	ACR|2DMG|1AART|2CDMG|2ASPD|2DUR	1aDUR|27DMG|3aASPD|4RCR|5AART|6BEXP|8LHND|9aCDMG|aBPWR
330	65332 13315	   	172.13	ACR|2DMG|1AART|2CDMG|2ASPD|2DUR	1aDUR|27DMG|3aASPD|4RCR|5AART|6BEXP|8LWND|9aCDMG|aBPWR
331	65332 23115	   	172.13	ACR|2DMG|1AART|2CDMG|2ASPD|2DUR	1aDUR|27DMG|3aASPD|4RCR|5AART|6FEWX|8LHND|9aCDMG|aBPWR
332	65332 23315	   	172.13	ACR|2DMG|1AART|2CDMG|2ASPD|2DUR	1aDUR|27DMG|3aASPD|4RCR|5AART|6FEWX|8LWND|9aCDMG|aBPWR
333	12221 31322	   	172.07	DCR|3VULN|2AART|1ZMB	1RCVC|2aAART|3ZMB|4BEXP|579VULN|6RCR|8LHND
334	12651 31322	   	172.07	DCR|3VULN|2AART|1ZMB	1RCVC|2aAART|3BEXP|4ZMB|579VULN|6RCR|8LHND
335	64422 31222	   	172.06	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	1aDUR|2VULN|36aDMG|4CDMG|5ZMB|7RCR|89aTLV|aBPWR
336	24423 41111	 * 	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|269VULN|3DMG|4TLV|5CDMG|7RCR|8BELT|aAART
337	14214 43122	   	172.01	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|278VULN|3NUKE|4ZMB|5RCR|6DMG|9AART|aLHND
338	14214 43123	   	172.01	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|278VULN|3NUKE|4ZMB|5RCR|6DMG|9AART|aCGEN
339	12321 31262	   	171.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCVC|2AART|3ASPD|48BEXP|57VULN|6RCR|9DMG|aZMB
340	12221 34223	   	171.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3ZMB|4BEXP|59VULN|6RCR|7CGEN|8DMG|aDUR
341	12651 34223	   	171.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3BEXP|4ZMB|59VULN|6RCR|7CGEN|8DMG|aDUR
342	12221 31422	   	171.97	DCR|3VULN|2AART|1ZMB	1RCVC|2aAART|3ZMB|4BEXP|579VULN|6RCR|8MBVNT
343	12551 31222	   	171.97	DCR|3VULN|2AART|1ZMB	1RCVC|2aAART|3DUST|4ZMB|579VULN|6RCR|8BEXP
344	12651 31422	   	171.97	DCR|3VULN|2AART|1ZMB	1RCVC|2aAART|3BEXP|4ZMB|579VULN|6RCR|8MBVNT
345	34423 41111	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|269VULN|3DMG|4TLV|5CDMG|7RCR|8BELT|aAART
346	12551 34222	   	171.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DUST|4ZMB|59VULN|6RCR|7CGEN|8DMG|aDUR
347	35524 21112	   	171.74	ACR|2DMG|2AART|1VULN|1CDMG	156DUST|26DMG|3RCR|4BELT|6BPWR|7VULN|8aAART|9CDMG
348	35513 35232	   	171.74	ACR|3DMG|1AART|2FLTHEA|1DUR	1DUST|269DMG|3RCR|4AART|56FLTHEA|6BPWR|7MLV|8LIT|aDUR
349	35513 36233	   	171.74	ACR|3DMG|1AART|2FLTHEA|1ASPD	1DUST|269DMG|3RCR|4AART|56FLTHEA|6BPWR|7CGEN|8LIT|aASPD
350	65512 13231	   	171.74	ACR|3DMG|1AART|1VULN|1DUR	1DUR|278DMG|3RCR|4AART|5ERES|6BEXP|9VULN|aLWND
351	65512 13232	   	171.74	ACR|3DMG|1AART|1VULN|1DUR	1DUR|278DMG|3RCR|4AART|5ERES|6BEXP|9VULN|aRPLT
352	65512 13233	   	171.74	ACR|3DMG|1AART|1VULN|1DUR	1DUR|278DMG|3RCR|4AART|5ERES|6BEXP|9VULN|aLIT
353	65512 23231	   	171.74	ACR|3DMG|1AART|1VULN|1DUR	1DUR|278DMG|3RCR|4AART|5ERES|6FEWX|9VULN|aLWND
354	65512 23232	   	171.74	ACR|3DMG|1AART|1VULN|1DUR	1DUR|278DMG|3RCR|4AART|5ERES|6FEWX|9VULN|aRPLT
355	65512 23233	   	171.74	ACR|3DMG|1AART|1VULN|1DUR	1DUR|278DMG|3RCR|4AART|5ERES|6FEWX|9VULN|aLIT
356	35512 13234	   	171.64	ACR|3DMG|1AART|1VULN|1DUR	1DUST|278DMG|3RCR|4AART|5ERES|6BEXP|9VULN|aDUR
357	35512 13235	   	171.64	ACR|3DMG|1AART|1VULN|1ASPD	1DUST|278DMG|3RCR|4AART|5ERES|6BEXP|9VULN|aASPD
358	35512 23234	   	171.64	ACR|3DMG|1AART|1VULN|1DUR	1DUST|278DMG|3RCR|4AART|5ERES|6FEWX|9VULN|aDUR
359	35512 23235	   	171.64	ACR|3DMG|1AART|1VULN|1ASPD	1DUST|278DMG|3RCR|4AART|5ERES|6FEWX|9VULN|aASPD
360	35513 31253	   	171.64	ACR|3DMG|1AART|2FLTHEA|1DUR	18DUST|269DMG|3RCR|4AART|56FLTHEA|6BPWR|7LWND|aDUR
361	35512 13326	   	171.64	ACR|3DMG|1AART|1VULN|1DUR	1DUST|279DMG|3RCR|4AART|5ERES|6BEXP|8DUR|aVULN
362	35512 23326	   	171.64	ACR|3DMG|1AART|1VULN|1DUR	1DUST|279DMG|3RCR|4AART|5ERES|6FEWX|8DUR|aVULN
363	12421 31255	   	171.62	DCR|2VULN|2DMG|1AART	1RCVC|2AART|3aDMG|489BEXP|57VULN|6RCR
364	12421 31262	   	171.62	DCR|2VULN|2DMG|1AART	1RCVC|2AART|39DMG|48BEXP|57VULN|6RCR|aLHND
365	12421 31263	   	171.62	DCR|2VULN|2DMG|1AART	1RCVC|2AART|39DMG|48BEXP|57VULN|6RCR|aCGEN
366	12421 31264	   	171.62	DCR|2VULN|2DMG|1AART	1RCVC|2AART|39DMG|48BEXP|57VULN|6RCR|aLWND
367	12421 31265	   	171.62	DCR|2VULN|2DMG|1AART	1RCVC|2AART|39DMG|48BEXP|57VULN|6RCR|aFEWX
368	12421 31452	   	171.62	DCR|2VULN|2DMG|1AART	1RCVC|2AART|3aDMG|4BEXP|57VULN|6RCR|8RPLT|9LWND
369	26332 61132	   	171.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2ZMB|3ASPD|4RCR|5aAART|6TLV|7VULN|8CDMG|9DMG
370	61416 21131	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DUST|3DMG|4AART|5RCR|79VULN|8CDMG|aRCVC
371	65116 21131	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DMG|3DUST|4AART|5RCR|79VULN|8CDMG|aRCVC
372	64262 13213	   	171.53	ACR|2VULN|2AART|1DMG|2DUR	1aDUR|23VULN|4RCR|58AART|6BEXP|7DMG|9RCVC
373	26116 63313	   	171.53	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|3DUST|4AART|5RCR|67aDMG|8DUR|9CDMG
374	12421 31422	   	171.52	DCR|2VULN|2DMG|1AART	1RCVC|2AART|3aDMG|4BEXP|57VULN|6RCR|8RPLT|9DUST
375	25421 35222	   	171.48	DCR|3AART|2VULN|1DMG|1DUR	13BEXP|2DMG|48aAART|59VULN|6RCR|7DUR
376	65332 61321	   	171.47	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|2DMG|3ASPD|4RCR|58AART|6TLV|79VULN|aBEXP
377	65332 61323	   	171.47	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|2DMG|3ASPD|4RCR|58AART|6TLV|79VULN|aLHND
378	25333 33164	   	171.43	ACR|3DMG|2VULN|1ZMB|1ASPD	158BEXP|28aDMG|3ASPD|4RCR|6MLV|78VULN|8BPWR|9ZMB
379	25421 31121	   	171.42	DCR|3VULN|1AART|1DMG|1DUR	13aBEXP|2DMG|4AART|579VULN|6RCR|8DUR
380	25421 31125	   	171.42	DCR|3VULN|1AART|1DMG|1DUR	13BEXP|2DMG|4AART|579VULN|6RCR|8DUR|aCGEN
381	25421 31323	   	171.42	DCR|3VULN|1AART|1DMG|1DUR	13BEXP|2DMG|4AART|579VULN|6RCR|8LHND|aDUR
382	64263 22322	 * 	171.37	ACR|3VULN|2AART|1CDMG|1DUR	1DUR|238VULN|4RCR|5BEXP|6CDMG|7DUST|9aAART
383	25332 53233	   	171.24	ACR|2AART|2DMG|1VULN|2ASPD	1BEXP|27DMG|39ASPD|4RCR|5aAART|6LHND|8VULN
384	35114 12423	   	171.23	ACR|2DMG|2AART|1VULN|1ZMB|1DUR	13DUST|29DMG|4ZMB|5RCR|6DUR|7VULN|8aAART
385	35214 12423	   	171.23	ACR|2DMG|2AART|1VULN|1ZMB|1DUR	14DUST|29DMG|3ZMB|5RCR|6DUR|7VULN|8aAART
386	64262 12221	   	171.23	ACR|3VULN|2AART|1ZMB|1DUR	1DUR|239VULN|4RCR|58AART|6aBEXP|7ZMB
387	64262 22221	   	171.23	ACR|3VULN|2AART|1ZMB|1DUR	1DUR|239VULN|4RCR|58AART|6FEWX|7ZMB|aBEXP
388	64262 22223	   	171.23	ACR|3VULN|2AART|1ZMB|1DUR	1DUR|239VULN|4RCR|58AART|6FEWX|7ZMB|aLHND
389	35121 31121	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	13DUST|2DMG|4AART|579VULN|6RCR|8DUR|aBEXP
390	35121 31123	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	13DUST|2DMG|4AART|579VULN|6RCR|8DUR|aLHND
391	35121 31125	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	13DUST|2DMG|4AART|579VULN|6RCR|8DUR|aCGEN
392	35121 31441	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	13DUST|2DMG|4AART|57aVULN|6RCR|8RPLT|9DUR
393	35121 31223	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	13DUST|2DMG|4AART|579VULN|6RCR|8BEXP|aDUR
394	15621 31432	   	171.22	DCR|2AART|2VULN|1DMG|1ASPD	1RCVC|2FEWX|3ASPD|4aAART|57VULN|6RCR|8RPLT|9DMG
395	12421 31236	   	171.16	DCR|3VULN|1AART|1DMG	19RCVC|2AART|3DMG|48BEXP|57aVULN|6RCR
396	25332 43533	   	171.14	ACR|2AART|2DMG|1VULN|2ASPD	1BEXP|27DMG|39ASPD|4RCR|5aAART|6DUST|8VULN
397	62416 21132	   	171.13	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2FEWX|3DMG|4aAART|5RCR|7VULN|8CDMG|9ASPD
398	62616 21132	   	171.13	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2FEWX|3ASPD|4aAART|5RCR|7VULN|8CDMG|9DMG
399	26332 12223	   	171.13	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	16BEXP|2ZMB|3ASPD|4RCR|5AART|79VULN|8DMG|aDUR
400	26332 22223	   	171.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2ZMB|3ASPD|4RCR|5AART|6DMSP|79VULN|8DMG|aDUR
401	61231 12551	   	171.11	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2DUST|39aVULN|4ZMB|5FEWX|6CDMG|7RCR|8AART
402	65511 33112	   	171.09	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	18DUR|2DMG|3RCR|4AART|5LHND|6VULN|7aASPD|9CDMG
403	65511 21132	   	171.09	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|2DUR	16DUR|2DMG|3RCR|4AART|5LHND|7VULN|8CDMG|9aASPD
404	61416 33112	   	171.03	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	18DUR|2DUST|3DMG|4aAART|5RCR|6VULN|7ASPD|9CDMG
405	65116 33112	   	171.03	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	18DUR|2DMG|3DUST|4aAART|5RCR|6VULN|7ASPD|9CDMG
406	35263 21432	 * 	170.99	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG|1SELL	1DUST|28DMG|34ZMB|5VULN|6CDMG|7RCR|9SELL|aAART
407	25332 33612	   	170.97	ACR|2VULN|2DMG|1AART|1ASPD	179BEXP|2aDMG|3ASPD|4RCR|5AART|6aLIT|8aVULN|aBPWR
408	36513 33151	   	170.94	ACR|2VULN|1AART|2FLTHEA|2ZMB|1DUR	1DUST|26ZMB|3RCR|4AART|56FLTHEA|6BPWR|7DUR|8RPLT|9aVULN
409	12421 31324	   	170.86	DCR|3VULN|1AART|1DMG	1aRCVC|2AART|3DMG|4BEXP|579VULN|6RCR|8LHND
410	25332 12522	   	170.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16BEXP|2DMG|39ASPD|4RCR|5AART|78VULN|aZMB
411	25332 22522	   	170.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1BEXP|2DMG|39ASPD|4RCR|5AART|6DMSP|78VULN|aZMB
412	25336 53122	   	170.78	ACR|2VULN|2DMG|1AART|1ASPD	18BEXP|28DMG|3ASPD|4RCR|5RCVC|69CGEN|78VULN|8BPWR|aAART
413	25332 12411	   	170.77	ACR|2VULN|2DMG|1AART|1ASPD	168BEXP|2aDMG|3ASPD|4RCR|5AART|79VULN
414	14214 51121	 * 	170.72	ACR|3VULN|1AART|2ZMB|2ASPD	1aRCVC|278VULN|3NUKE|47ZMB|5RCR|67ASPD|7BPWR|9AART
415	25421 31151	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13BEXP|2DMG|4AART|57VULN|6RCR|8DUR|9CDMG|aRCVC
416	12221 31662	 * 	170.66	DCR|2VULN|1AART|1DMG|2ZMB	18RCVC|2AART|3aZMB|4BEXP|57VULN|6RCR|9DMG
417	66312 22216	   	170.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ZMB|3ASPD|4DUST|5AART|6FEWX|7RCR|8DMG|9aVULN
418	35511 11513	   	170.53	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DMG|3RCR|4aAART|5LHND|6CDMG|7VULN|8DUR|9ASPD
419	35121 31151	   	170.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13DUST|2DMG|4AART|57VULN|6RCR|8DUR|9CDMG|aRCVC
420	35121 35131	   	170.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13DUST|2DMG|4AART|59VULN|6RCR|7DUR|8CDMG|aRCVC
421	64262 13212	   	170.51	ACR|3AART|2VULN|1DMG|1DUR	1DUR|23VULN|4RCR|58aAART|6BEXP|7DMG|9RCVC
422	35513 31632	   	170.41	ACR|2DMG|1AART|1VULN|2FLTHEA	1DUST|26DMG|3RCR|4AART|56FLTHEA|6BPWR|7LWND|8BASICY|9VULN|aRCVC
423	25331 15622	 * 	170.39	ACR|4VULN|1DMG|1CDMG|1ASPD	1BEXP|2DMG|3ASPD|4RCR|5LHND|679aVULN|8CDMG
424	35242 12236	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2DMG|3ZMB|49VULN|5AART|6BEXP|7RCR|8LWND|aCDMG
425	66332 13226	   	170.28	ACR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1aDUR|2ZMB|3ASPD|4RCR|58AART|6BEXP|7DMG|9VULN
426	61416 21133	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DUST|3DMG|4AART|5RCR|79VULN|8CDMG|aBEXP
427	62416 21121	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2FEWX|3DMG|4AART|5RCR|7aVULN|8CDMG|9DUST
428	62416 21122	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2FEWX|3aDMG|4AART|5RCR|7VULN|8CDMG|9DUST
429	65116 21133	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DMG|3DUST|4AART|5RCR|79VULN|8CDMG|aBEXP
430	21416 24131	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|2DUST|3DMG|4AART|5RCR|67DUR|8CDMG|9aVULN
431	21416 24132	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1BEXP|2DUST|3aDMG|4AART|5RCR|67DUR|8CDMG|9VULN
432	25116 24131	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|2DMG|3DUST|4AART|5RCR|67DUR|8CDMG|9aVULN
433	25116 24132	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1BEXP|2aDMG|3DUST|4AART|5RCR|67DUR|8CDMG|9VULN
434	61416 22131	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DUST|3DMG|4AART|5RCR|7BEXP|8CDMG|9aVULN
435	61416 22132	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2DUST|3aDMG|4AART|5RCR|7BEXP|8CDMG|9VULN
436	61416 23131	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DUST|3DMG|4AART|5RCR|7LHND|8CDMG|9aVULN
437	61416 23132	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2DUST|3aDMG|4AART|5RCR|7LHND|8CDMG|9VULN
438	65116 22131	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DMG|3DUST|4AART|5RCR|7BEXP|8CDMG|9aVULN
439	65116 22132	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2aDMG|3DUST|4AART|5RCR|7BEXP|8CDMG|9VULN
440	65116 23131	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2DMG|3DUST|4AART|5RCR|7LHND|8CDMG|9aVULN
441	65116 23132	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2aDMG|3DUST|4AART|5RCR|7LHND|8CDMG|9VULN
442	25421 35132	   	170.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	13BEXP|2DMG|4aAART|5VULN|6RCR|7DUR|8CDMG|9ASPD
443	65513 31213	   	170.19	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCR|4AART|5FLTHEA|6ZMB|7VULN|8LIT|9BEXP|aASPD
444	65513 31323	   	170.19	ACR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1DUR	1DUR|2DMG|3RCR|4AART|5FLTHEA|6ZMB|7VULN|8LWND|9LIT|aASPD
445	25336 33143	   	170.17	ACR|3VULN|2DMG|1DUR|1ASPD	18BEXP|28DMG|3ASPD|4RCR|5RCVC|6MLV|789VULN|8BPWR|aDUR
446	14214 51322	 * 	170.12	ACR|2VULN|3ASPD|1DMG|2ZMB|1CDMG	1RCVC|27VULN|3NUKE|47ZMB|5RCR|679ASPD|7BPWR|8DMG|aCDMG
447	35513 42123	   	170.09	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1DUST|2DMG|3RCR|4AART|5FLTHEA|6VULN|7ZMB|8DUR|9LIT|aASPD
448	65513 31233	   	170.09	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1DUR|2DMG|3RCR|4AART|5FLTHEA|6ZMB|7VULN|8LIT|9DUST|aASPD
449	35242 12523	   	170.08	DCR|2AART|2DMG|1VULN|1ZMB	1DUST|29DMG|3ZMB|4VULN|5aAART|6BEXP|7RCR|8RCVC
450	12421 35523	 * 	170.08	DCR|2VULN|1AART|1DMG|3DUR	1RCVC|2AART|3DMG|4BEXP|59VULN|6RCR|78aDUR
451	35121 35512	   	170.01	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	13DUST|2DMG|4aAART|5VULN|6RCR|7DUR|8ASPD|9CDMG
452	66332 13131	   	170.01	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB|1ASPD	1aDUR|2ZMB|3ASPD|4RCR|5AART|6BEXP|79DMG|8CDMG
453	66332 23131	   	170.01	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB|1ASPD	1aDUR|2ZMB|3ASPD|4RCR|5AART|6FEWX|79DMG|8CDMG
