0	Index      	 *	Score 	Summary	Detail	
309	22121 31444	   	180.05	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4VULN|5DUST|6ZMB|7RCR|8DUR|9MULFIG|aAART
310	34313 65333	   	180.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2TLV|3DUR|4DMG|5SPLJET|6AART|7RCR|8CDMG|9VULN|aZMB
311	51113 65333	   	180.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CGEN|3DUST|4DMG|5SPLJET|6AART|7RCR|8CDMG|9VULN|aZMB
312	22145 12521	   	180.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DMSP|24ASPD|3CDMG|5AART|6BEXP|7DUR|8VULN|9RCR|aFEWX
313	22145 12623	   	180.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DMSP|24ASPD|3CDMG|5AART|6BEXP|7DUR|8FEWX|9RCR|aVULN
314	13312 11326	   	179.99	DCR|2VULN|2DMG|1ZMB|1DUR	1LEGI|25LHND|3ZMB|49DMG|6RCR|78VULN|aDUR
315	22121 31423	   	179.95	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4VULN|5DUST|6ZMB|7RCR|8DUR|9AART|aBASARM
316	22121 31426	   	179.95	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DMSP|2ASPD|3CDMG|4VULN|5aDUST|6ZMB|7RCR|8DUR|9AART
317	22145 12522	   	179.93	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR|1MSE	1DMSP|24ASPD|3CDMG|5AART|6BEXP|7DUR|8VULN|9RCR|aMSE
318	22121 31623	   	179.87	DCR|2VULN|1ASPD|1CDMG|2ZMB|1DUR	1DMSP|2ASPD|3CDMG|48VULN|5DUST|69ZMB|7RCR|aDUR
319	14663 11322	   	179.83	DCR|2VULN|1ASPD|1DMG|1CDMG|1SELL	1LEGI|2SELL|3aBEXP|4ASPD|5CDMG|6RCR|78VULN|9DMG
320	52111 63313	   	179.79	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB|1DUR	1DUR|2NUKE|3DUST|4DMG|5ASPD|6RCVC|7AART|8ZMB|9VULN|aRCR
321	33166 23345	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2FEWX|3MBVNT|4CDMG|5RMIN|6aVULN|7ASPD|8RCR|9AART
322	55212 36112	   	179.67	DCR|2DMG|1AART|1ASPD|1AAC|1ZMB|1DUR	1DUR|2LIT|3AAC|45DMG|6RCR|7ASPD|8AELBLL|9AART|aZMB
323	23333 13574	 * 	179.66	DCR|3VULN|1ASPD|1DMG	1DMSP|2LIT|3MBVNT|4ASPD|5DMG|6CGEN|7RCR|89aVULN
324	23433 25631	   	179.65	DCR|2DMG|2ASPD|1AART|1DUR	1DMSP|2LIT|3DUR|47ASPD|59DMG|6RMIN|8RCR|aAART
325	22136 32311	   	179.57	DCR|3DMG|2ASPD|1CDMG	1DMSP|29ASPD|3CDMG|479DMG|5MBVNT|69aLWND|8RCR|9BPWR
326	22136 32317	   	179.57	DCR|3DMG|2ASPD|1CDMG	1DMSP|29ASPD|3CDMG|479DMG|5MBVNT|69LWND|8RCR|9BPWR|aCGEN
327	22136 32318	   	179.57	DCR|3DMG|2ASPD|1CDMG	1DMSP|29ASPD|3CDMG|479DMG|5MBVNT|69LWND|8RCR|9BPWR|aRPLT
328	55212 36212	 * 	179.57	DCR|2DMG|2AAC|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|38AAC|45DMG|6RCR|7ASPD|9AART|aZMB
329	21125 26263	   	179.56	DCR|3VULN|1AART|1CDMG	1DMSP|2MLV|3CDMG|49aVULN|5CGEN|6TLV|7RCR|8AART
330	33516 11131	   	179.48	DCR|3VULN|2DMG	18BEXP|28FEWX|34DMG|5AME|6RCR|789VULN|8BPWR|aRMIN
331	33516 11132	   	179.48	DCR|3VULN|2DMG	18BEXP|28FEWX|34DMG|5AME|6RCR|789VULN|8BPWR|aCGEN
332	22136 32313	   	179.47	DCR|3DMG|2ASPD|1CDMG|1MSE	1DMSP|29ASPD|3CDMG|479DMG|5MBVNT|69LWND|8RCR|9BPWR|aMSE
333	22136 32315	   	179.47	DCR|3DMG|2ASPD|1CDMG	1DMSP|29ASPD|3CDMG|479DMG|5MBVNT|69LWND|8RCR|9BPWR|aLEGI
334	23232 32165	   	179.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMSP|2LIT|3TLV|4VULN|5CGEN|6CDMG|7ASPD|8RCR|9AART|aDMG
335	13643 24221	   	179.39	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2LHND|36VULN|4ASPD|5CDMG|7RCVC|8AART|9RCR|aFEWX
336	13512 11131	   	179.38	DCR|3VULN|2DMG	1LEGI|258LHND|3AME|48DMG|6RCR|789VULN|8BPWR|aRMIN
337	13512 11132	   	179.38	DCR|3VULN|2DMG	1LEGI|258LHND|3AME|48DMG|6RCR|789VULN|8BPWR|aCGEN
338	33516 11133	   	179.38	DCR|3VULN|2DMG|1SELL	18BEXP|28FEWX|34DMG|5AME|6RCR|789VULN|8BPWR|aSELL
339	33516 11134	   	179.38	DCR|3VULN|2DMG	18BEXP|28FEWX|34DMG|5AME|6RCR|789VULN|8BPWR|aDUST
340	22136 84311	   	179.37	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5MBVNT|6NUKE|7VULN|8RCR|9AART|aFEWX
341	22136 84318	   	179.37	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5MBVNT|6NUKE|7VULN|8RCR|9AART|aBELT
342	15312 23462	   	179.31	DCR|2VULN|2DMG|1NUKE|1ASPD	1LEGI|2aLIT|3ASPD|4NUKE|56DMG|7RCR|89VULN
343	15312 23463	   	179.31	DCR|2VULN|2DMG|1ASPD|1NUKE	1LEGI|2LIT|3ASPD|4NUKE|56DMG|7RCR|89VULN|aLWND
344	13643 24222	   	179.29	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	1LEGI|2LHND|36VULN|4ASPD|5CDMG|7RCVC|8AART|9RCR|aMSE
345	13512 11133	   	179.28	DCR|3VULN|2DMG|1SELL	1LEGI|258LHND|3AME|48DMG|6RCR|789VULN|8BPWR|aSELL
346	13512 11134	   	179.28	DCR|3VULN|2DMG	1LEGI|258LHND|3AME|48DMG|6RCR|789VULN|8BPWR|aDUST
347	22136 84312	   	179.27	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1MSE	1DMSP|2ASPD|3CDMG|4DMG|5MBVNT|6NUKE|7VULN|8RCR|9AART|aMSE
348	22136 84314	   	179.27	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5MBVNT|6NUKE|7VULN|8RCR|9AART|aERES
349	22136 84315	   	179.27	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5MBVNT|6NUKE|7VULN|8RCR|9AART|aDUST
350	15312 23461	   	179.21	DCR|2VULN|2DMG|1NUKE|1ASPD|1SELL	1LEGI|2LIT|3ASPD|4NUKE|56DMG|7RCR|89VULN|aSELL
351	16516 11131	   	179.18	DCR|3VULN|2DMG	1LEGI|28DUST|34DMG|58AME|6RCR|789VULN|8BPWR|aRMIN
352	16516 11132	   	179.18	DCR|3VULN|2DMG	1LEGI|28DUST|34DMG|58AME|6RCR|789VULN|8BPWR|aCGEN
353	22121 31525	   	179.17	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB	1DMSP|2ASPD|3aCDMG|4VULN|5DUST|6ZMB|7RCR|8LHND|9AART
354	33515 12411	 * 	179.12	DCR|3DMG|1AART|1ASPD|1ZMB	1BEXP|25FEWX|345DMG|5BPWR|6ZMB|7AART|8ASPD|9DUST|aRCR
355	53513 31513	   	179.10	DCR|2DMG|1AART|1CDMG|2DUR|1AAC|1ZMB	1aDUR|2BEXP|34DMG|5CDMG|6ZMB|7RCR|8AAC|9AART
356	16516 11133	   	179.08	DCR|3VULN|2DMG|1SELL	1LEGI|28DUST|34DMG|58AME|6RCR|789VULN|8BPWR|aSELL
357	24628 11122	   	179.08	DCR|3VULN|2DMG	1DMSP|2RMIN|37aVULN|4MBVNT|5ERES|6RCR|89DMG
358	32116 25115	   	179.08	DCR|3VULN|2DMG|1NUKE	1BEXP|2NUKE|3DUST|48DMG|59aVULN|6RCR|7LIT
359	15512 33315	   	179.08	DCR|3VULN|2DMG	1LEGI|2LIT|3ERES|45DMG|6RCR|7BEXP|89aVULN
360	22135 55113	   	179.08	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2ASPD|3CDMG|4DMG|5AART|6BEXP|7RCVC|8AAC|9RCR|aVULN
361	22121 31226	   	179.07	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB	1DMSP|2ASPD|3aCDMG|4VULN|5DUST|6ZMB|7RCR|8MBVNT|9AART
362	23433 36151	   	178.99	DCR|3ASPD|2CDMG|1DMG|1DUR	1DMSP|2aLIT|3DUR|47aASPD|5DMG|6RCR|8ERES|9aCDMG|aBPWR
363	35212 53422	   	178.89	DCR|2DMG|1VULN|1AART|1CDMG	1BEXP|2LIT|3TLV|45DMG|6DUST|7RCR|8AART|9VULN|aCDMG
364	22132 33557	   	178.84	DCR|3ASPD|1VULN|1DMG|1CDMG	1DMSP|268ASPD|3CDMG|4DMG|5VULN|7MBVNT|9MULFIG|aRCR
365	22136 42487	   	178.84	DCR|3ASPD|1VULN|1DMG|1CDMG	1DMSP|278ASPD|3CDMG|4DMG|5MBVNT|6MULARM|9VULN|aRCR
366	15213 25422	   	178.79	DCR|2DMG|1AART|1VULN|1CDMG|1AAC	1LEGI|2LIT|3AAC|46DMG|56DUST|6BPWR|7RCR|8AART|9VULN|aCDMG
367	21144 33313	   	178.71	DCR|3ASPD|1AART|2CDMG|1DUR	1DMSP|2MLV|36CDMG|456ASPD|6BPWR|7CGEN|8RCR|9AART|aDUR
368	21144 36313	   	178.61	DCR|3ASPD|1AART|2CDMG|1DUR	1DMSP|2MLV|36CDMG|456ASPD|6BPWR|7TLV|8RCR|9AART|aDUR
369	22132 32213	 * 	178.56	3ASPD|2VULN|2DMG|1AART|1CDMG|1DUR	1DMSP|268ASPD|3CDMG|48DMG|58VULN|7RMIN|8BPWR|9AART|aDUR
370	22134 42213	   	178.56	3ASPD|2VULN|2DMG|1AART|1CDMG|1DUR	1DMSP|258ASPD|3CDMG|48DMG|68VULN|7RMIN|8BPWR|9AART|aDUR
371	22232 11126	   	178.55	DCR|2VULN|2ASPD|1DMG|1DUR	1DMSP|28ASPD|3BEXP|48FEWX|5DUR|6ERES|78VULN|8BPWR|9DMG|aRCR
372	22264 11126	   	178.55	DCR|2VULN|2ASPD|1DMG|1DUR	1DMSP|28ASPD|3BEXP|48LHND|5DUR|6ERES|78VULN|8BPWR|9DMG|aRCR
373	53233 26413	 * 	178.53	DCR|2DMG|1AART|2CDMG|2DUR	19DUR|23BEXP|4RMIN|59CDMG|6RCVC|7RCR|89DMG|9BPWR|aAART
374	24131 43132	   	178.52	ACR|3ASPD|2VULN|1DMG|2DUR	1DMSP|2RMIN|3RCR|45aASPD|6aVULN|7BEXP|8DMG|9aDUR|aBPWR
375	24131 45132	   	178.52	ACR|3ASPD|2VULN|1DMG|2DUR	1DMSP|2RMIN|3RCR|45aASPD|6aVULN|7DMG|8BEXP|9aDUR|aBPWR
376	51211 63226	   	178.49	DCR|1AART|1VULN|2CDMG|1DMG|2DUR	18DUR|2CGEN|3RMIN|4DMG|5AART|6VULN|7aCDMG|9RCR
377	22632 11126	   	178.45	DCR|2VULN|2ASPD|1DMG|1DUR	1DMSP|28ASPD|3DUST|48FEWX|5DUR|6ERES|78VULN|8BPWR|9DMG|aRCR
378	33521 13216	   	178.45	DCR|2VULN|2ASPD|1DMG|1DUR	1BEXP|29FEWX|3DMG|46ERES|59ASPD|7DUR|89VULN|9BPWR|aRCR
379	24131 46132	   	178.42	ACR|3ASPD|2VULN|1DMG|2DUR	1DMSP|2RMIN|3RCR|45aASPD|6aVULN|7DUST|8DMG|9aDUR|aBPWR
380	14423 11321	   	178.41	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1LEGI|2SELL|3ZMB|4LHND|5CDMG|6RCR|78VULN|9DMG|aDUR
381	51415 11231	   	178.39	DCR|2DMG|1VULN|1AART|2DUR	15DUR|2CGEN|3LWND|4aDMG|6RCR|7VULN|8AART|9RMIN
382	11451 21223	   	178.39	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR	1LEGI|2AELBLL|37CDMG|4VULN|5aDUR|6ASPD|8AART|9RCR
383	11451 23226	   	178.39	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR	1LEGI|2AELBLL|3aCDMG|4VULN|57DUR|6ASPD|8AART|9RCR
384	11451 51223	   	178.39	DCR|1VULN|1AART|2CDMG|1DMG|2DUR	1LEGI|2AELBLL|37CDMG|4VULN|5aDUR|6DMG|8AART|9RCR
385	63451 21223	   	178.39	DCR|1VULN|1AART|2CDMG|1ASPD|2DUR	1MLV|2TLV|37CDMG|4VULN|5aDUR|6ASPD|8AART|9RCR
386	22236 11122	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38aBEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG
387	22236 11123	   	178.34	DCR|2VULN|2ASPD|1DMG	1aDMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG
388	22236 11124	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG|aMLV
389	22236 11126	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG|aRPLT
390	22266 11122	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38aBEXP|4LHND|5AME|6RCR|78VULN|8BPWR|9DMG
391	22266 11124	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4LHND|5AME|6RCR|78VULN|8BPWR|9DMG|aMLV
392	22266 11126	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4LHND|5AME|6RCR|78VULN|8BPWR|9DMG|aRPLT
393	22563 11122	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38FEWX|4LHND|5CGEN|6RCR|78VULN|8BPWR|9DMG|aBEXP
394	22563 11124	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38FEWX|4LHND|5CGEN|6RCR|78VULN|8BPWR|9DMG|aMLV
395	22563 11126	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38FEWX|4LHND|5CGEN|6RCR|78VULN|8BPWR|9DMG|aRPLT
396	22566 11122	   	178.34	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38FEWX|4LHND|5AME|6RCR|78VULN|8BPWR|9DMG|aBEXP
397	22236 11125	   	178.24	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG|aERES
398	22236 11141	   	178.24	DCR|2VULN|2ASPD|1NUKE|1DUR	1DMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE|aDUR
399	22236 11142	   	178.24	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38aBEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE
400	22236 11143	   	178.24	DCR|2VULN|2ASPD|1NUKE	1aDMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE
401	22236 11144	   	178.24	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE|aMLV
402	22236 11145	   	178.24	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE|aERES
403	22236 11146	   	178.24	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38BEXP|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE|aRPLT
404	22245 11122	   	178.24	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38aBEXP|4ERES|5FEWX|6RCR|78VULN|8BPWR|9DMG
405	22245 11123	   	178.24	DCR|2VULN|2ASPD|1DMG	1aDMSP|28ASPD|38BEXP|4ERES|5FEWX|6RCR|78VULN|8BPWR|9DMG
406	22245 11124	   	178.24	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4ERES|5FEWX|6RCR|78VULN|8BPWR|9DMG|aMLV
407	22246 11122	   	178.24	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38aBEXP|4ERES|5LWND|6RCR|78VULN|8BPWR|9DMG
408	22246 11124	   	178.24	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4ERES|5LWND|6RCR|78VULN|8BPWR|9DMG|aMLV
409	22266 11125	   	178.24	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4LHND|5AME|6RCR|78VULN|8BPWR|9DMG|aERES
410	22266 11141	   	178.24	DCR|2VULN|2ASPD|1NUKE|1DUR	1DMSP|28ASPD|38BEXP|4LHND|5AME|6RCR|78VULN|8BPWR|9NUKE|aDUR
411	22266 11142	   	178.24	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38aBEXP|4LHND|5AME|6RCR|78VULN|8BPWR|9NUKE
412	22563 11125	   	178.24	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38FEWX|4LHND|5CGEN|6RCR|78VULN|8BPWR|9DMG|aERES
413	22563 11141	   	178.24	DCR|2VULN|2ASPD|1NUKE|1DUR	1DMSP|28ASPD|38FEWX|4LHND|5CGEN|6RCR|78VULN|8BPWR|9NUKE|aDUR
414	22563 11142	   	178.24	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38FEWX|4LHND|5CGEN|6RCR|78VULN|8BPWR|9NUKE|aBEXP
415	22563 11143	   	178.24	DCR|2VULN|2ASPD|1NUKE|1CDMG	1DMSP|28ASPD|38FEWX|4LHND|5CGEN|6RCR|78VULN|8BPWR|9NUKE|aCDMG
416	22132 33381	   	178.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7MBVNT|8RCR|9DUR|aLIT
417	22132 33385	   	178.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7MBVNT|8RCR|9DUR|aBEXP
418	22132 33387	   	178.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7MBVNT|8RCR|9DUR|aFEWX
419	22132 33388	   	178.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7MBVNT|8RCR|9DUR|aAME
420	22134 43381	   	178.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|25ASPD|3CDMG|4DMG|6VULN|7MBVNT|8RCR|9DUR|aLIT
421	22136 42387	   	178.22	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|27ASPD|3CDMG|4DMG|5MBVNT|6MULARM|8RCR|9VULN|aDUR
422	22123 44433	 * 	178.15	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1DMSP|2ASPD|3CDMG|479VULN|5MDPS|6RMIN|8DUR|aRCR
423	22636 11122	   	178.14	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38DUST|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG|aBEXP
424	22636 11124	   	178.14	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38DUST|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG|aMLV
425	22636 11126	   	178.14	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38DUST|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG|aRPLT
426	22666 11122	   	178.14	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38DUST|4LHND|5AME|6RCR|78VULN|8BPWR|9DMG|aBEXP
427	22245 11125	   	178.14	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4aERES|5FEWX|6RCR|78VULN|8BPWR|9DMG
428	22245 11141	   	178.14	DCR|2VULN|2ASPD|1NUKE|1DUR	1DMSP|28ASPD|38BEXP|4ERES|5FEWX|6RCR|78VULN|8BPWR|9NUKE|aDUR
429	22245 11142	   	178.14	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38aBEXP|4ERES|5FEWX|6RCR|78VULN|8BPWR|9NUKE
430	22245 11143	   	178.14	DCR|2VULN|2ASPD|1NUKE	1aDMSP|28ASPD|38BEXP|4ERES|5FEWX|6RCR|78VULN|8BPWR|9NUKE
431	22246 11125	   	178.14	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38BEXP|4aERES|5LWND|6RCR|78VULN|8BPWR|9DMG
432	22246 11141	   	178.14	DCR|2VULN|2ASPD|1NUKE|1DUR	1DMSP|28ASPD|38BEXP|4ERES|5LWND|6RCR|78VULN|8BPWR|9NUKE|aDUR
433	22246 11142	   	178.14	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38aBEXP|4ERES|5LWND|6RCR|78VULN|8BPWR|9NUKE
434	22132 33382	   	178.12	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7MBVNT|8RCR|9DUR|aMSLFST
435	22132 33384	   	178.12	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7MBVNT|8RCR|9DUR|aERES
436	22132 33386	   	178.12	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR|1MSE	1DMSP|26ASPD|3CDMG|4DMG|5VULN|7MBVNT|8RCR|9DUR|aMSE
437	22134 43382	   	178.12	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|25ASPD|3CDMG|4DMG|6VULN|7MBVNT|8RCR|9DUR|aMSLFST
438	22134 43384	   	178.12	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DMSP|25ASPD|3CDMG|4DMG|6VULN|7MBVNT|8RCR|9DUR|aERES
439	22132 51611	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LWND|aLIT
440	22132 51614	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LWND|aBEXP
441	22132 51616	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LWND|aFEWX
442	22132 51631	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9AME|aLHND
443	22132 51632	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9AME|aCGEN
444	22132 51633	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9AME|aRMIN
445	22132 51634	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9AME|aLWND
446	22132 51635	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9AME|aFEWX
447	22132 51636	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9AME|aLIT
448	22132 51643	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LIT|aFEWX
449	22132 51661	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LHND|aLIT
450	22636 11125	   	178.04	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38DUST|4FEWX|5AME|6RCR|78VULN|8BPWR|9DMG|aERES
451	22636 11141	   	178.04	DCR|2VULN|2ASPD|1NUKE|1DUR	1DMSP|28ASPD|38DUST|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE|aDUR
452	22636 11142	   	178.04	DCR|2VULN|2ASPD|1NUKE	1DMSP|28ASPD|38DUST|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE|aBEXP
453	22636 11143	   	178.04	DCR|2VULN|2ASPD|1NUKE|1CDMG	1DMSP|28ASPD|38DUST|4FEWX|5AME|6RCR|78VULN|8BPWR|9NUKE|aCDMG
454	22645 11122	   	178.04	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38DUST|4ERES|5FEWX|6RCR|78VULN|8BPWR|9DMG|aBEXP
455	22646 11122	   	178.04	DCR|2VULN|2ASPD|1DMG	1DMSP|28ASPD|38DUST|4ERES|5LWND|6RCR|78VULN|8BPWR|9DMG|aBEXP
456	22132 51231	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|59VULN|6DUST|7RCR|8MBVNT|aLIT
457	22132 51235	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|59VULN|6DUST|7RCR|8MBVNT|aFEWX
458	22132 51237	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|59VULN|6DUST|7RCR|8MBVNT|aBELT
459	22132 51238	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|59VULN|6DUST|7RCR|8MBVNT|aRMIN
460	22132 51244	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|5aVULN|6DUST|7RCR|8MBVNT|9LIT
461	22132 51612	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LWND|aMSLFST
462	22132 51615	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1MSE	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9LWND|aMSE
463	22132 51641	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6aDUST|7RCR|9LIT
464	22132 51651	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9TLV|aLHND
465	22132 51652	   	177.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4DMG|58VULN|6DUST|7RCR|9TLV|aCGEN
