0	Index      	 *	Score 	Summary	Detail	
323	32131 44325	   	159.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aBEXP|2TLV|3ZMB|49VULN|5RCR|6DUR|7DMG|8AART
324	32131 44336	   	159.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2TLV|3ZMB|4VULN|5RCR|6DUR|7aDMG|8AART|9CGEN
325	52245 11424	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2MBVNT|3TLV|4AART|5DMG|6LIT|7RCR|8CDMG|9aVULN
326	62632 43326	 * 	159.88	DCR|2VULN|1AART|2CDMG|2ASPD	1aASPD|2MBVNT|3TLV|4aVULN|5LIT|6RCR|7LWND|8AART|9aCDMG|aBPWR
327	62123 34682	   	159.82	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	18ASPD|2MBVNT|3RCR|48LWND|5CDMG|6DUR|78VULN|8BPWR|9RMIN|aAART
328	62138 42341	   	159.79	ACR|2VULN|2DMG|3ASPD	146ASPD|2MBVNT|3RCR|4BPWR|58DMG|7aVULN|9MLV
329	62138 42613	   	159.79	ACR|2VULN|2DMG|3ASPD	146ASPD|2MBVNT|3RCR|48BPWR|58DMG|78VULN|9BEXP|aDUST
330	62138 42633	   	159.79	ACR|2VULN|2DMG|3ASPD	146ASPD|2MBVNT|3RCR|48BPWR|58DMG|78VULN|9NUKE|aMLV
331	32131 44326	   	159.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|49VULN|5RCR|6DUR|7DMG|8AART|aERES
332	32131 44341	   	159.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|4aVULN|5RCR|6DUR|7DMG|8AART|9DUST
333	32131 44351	   	159.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|4aVULN|5RCR|6DUR|7DMG|8AART|9LEGI
334	62422 13454	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3BELT|4DMG|5aVULN|6BEXP|7CDMG|8AART|9RCR
335	62423 43454	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3BELT|4DMG|5BEXP|6aVULN|7CDMG|8AART|9RCR
336	61421 22161	   	159.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|28CGEN|3BELT|49VULN|5AART|6DMG|7RCR|aDUR
337	62138 42331	   	159.69	ACR|2VULN|2DMG|3ASPD	146ASPD|2MBVNT|3RCR|4BPWR|58DMG|7aVULN|9NUKE
338	62138 42634	   	159.69	ACR|2VULN|2DMG|3ASPD	146ASPD|2MBVNT|3RCR|48BPWR|58DMG|78VULN|9NUKE|aERES
339	62128 13323	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4aLWND|568VULN|7ZMB|9AART
340	62128 13324	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|568VULN|7ZMB|9AART|aCGEN
341	62128 13325	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|568VULN|7ZMB|9AART|aLHND
342	62128 13326	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|568VULN|7ZMB|9AART|aBEXP
343	62128 13328	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|568VULN|7ZMB|9AART|aRPLT
344	62188 13323	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|458VULN|6aLWND|7ZMB|9AART
345	62188 13324	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|458VULN|6LWND|7ZMB|9AART|aCGEN
346	62128 12322	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|568VULN|7CGEN|9AART|aZMB
347	62128 42322	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|578VULN|6RMIN|9AART|aZMB
348	62128 82323	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4aLWND|578VULN|6ZMB|9AART
349	62128 82324	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|578VULN|6ZMB|9AART|aCGEN
350	62188 12322	   	159.68	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|458VULN|6LWND|7CGEN|9AART|aZMB
351	52132 41661	   	159.66	DCR|3VULN|1AART|1ZMB|1ASPD	178MLV|2MBVNT|3ZMB|478VULN|578LIT|6RCR|78BPWR|9AART|aASPD
352	62138 12623	   	159.59	ACR|2VULN|1AART|1DMG|2ASPD	14ASPD|2MBVNT|3RCR|4BPWR|5DMG|6ERES|7CGEN|8aVULN|9AART
353	62128 13321	   	159.58	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|568VULN|7ZMB|9AART|aERES
354	62188 13321	   	159.58	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|458VULN|6LWND|7ZMB|9AART|aERES
355	62128 82321	   	159.58	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|578VULN|6ZMB|9AART|aERES
356	62187 42322	   	159.58	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|478VULN|5MLV|6LEGI|9AART|aZMB
357	61421 22326	 * 	159.58	DCR|2VULN|1AART|1DMG|2ASPD	1aASPD|2aCGEN|3BELT|48VULN|5AART|6DMG|7RCR|9aLHND|aBPWR
358	62183 12333	   	159.56	ACR|4VULN|1CDMG|1DUR|1ASPD	1ASPD|2MBVNT|3RCR|4789VULN|5CDMG|6MLV|aDUR
359	62183 22333	   	159.56	ACR|4VULN|1CDMG|1ASPD|1DUR	1ASPD|2MBVNT|3RCR|4689VULN|5CDMG|7CGEN|aDUR
360	62183 25333	   	159.56	ACR|4VULN|1CDMG|1DUR|1ASPD	1ASPD|2MBVNT|3RCR|4689VULN|5CDMG|7MLV|aDUR
361	62183 72333	   	159.56	ACR|4VULN|1CDMG|1ASPD|1DUR	1ASPD|2MBVNT|3RCR|4789VULN|5CDMG|6CGEN|aDUR
362	62183 44243	 * 	159.49	ACR|2VULN|1AART|2CDMG|2ASPD	17ASPD|2MBVNT|3RCR|4aVULN|57CDMG|678DUST|7BPWR|9AART
363	66333 32744	   	159.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|379VULN|4CANHEL|5DMG|6MBVNT|8ZMB|aRCR
364	62128 12437	 * 	159.43	ACR|4VULN|2ASPD|1CDMG	18ASPD|2MBVNT|3RCR|4LWND|5689VULN|78CGEN|8BPWR|aCDMG
365	62128 12472	 * 	159.43	ACR|4VULN|2ASPD|1FLTHEA	18ASPD|2MBVNT|3RCR|4LWND|568aVULN|78CGEN|8BPWR|9FLTHEA
366	11225 12624	   	159.42	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2BEXP|3FEWX|4DUR|5DMG|679VULN|8AART|aRCR
367	62187 42433	   	159.33	ACR|4VULN|2ASPD|1CDMG	18ASPD|2MBVNT|3RCR|4789VULN|58MLV|6LEGI|8BPWR|aCDMG
368	62123 42347	 * 	159.32	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|6LHND|7aAART|89VULN
369	36313 16522	 * 	159.30	ACR|3DMG|3CDMG|1VULN	1BEXP|248CDMG|379DMG|5RCR|6RMIN|aVULN
370	62424 48236	 * 	159.25	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	1aASPD|2MBVNT|3BELT|4DMG|56CDMG|7RCR|8VULN|9AART
371	66342 12333	   	159.24	DCR|4VULN|1CDMG|1ASPD|1DUR	1ASPD|2CDMG|3489VULN|5LWND|6RCR|7CGEN|aDUR
372	62128 32437	   	159.23	ACR|4VULN|2ASPD|1CDMG	18ASPD|2MBVNT|3RCR|4LWND|5789VULN|68ERES|8BPWR|aCDMG
373	62128 32472	   	159.23	ACR|4VULN|2ASPD|1FLTHEA	18ASPD|2MBVNT|3RCR|4LWND|578aVULN|68ERES|8BPWR|9FLTHEA
374	62183 12381	   	159.23	ACR|4VULN|2ASPD|1CDMG	19ASPD|2MBVNT|3RCR|478aVULN|5CDMG|6MLV
375	62183 22381	   	159.23	ACR|4VULN|2ASPD|1CDMG	19ASPD|2MBVNT|3RCR|468aVULN|5CDMG|7CGEN
376	51211 12342	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|27CGEN|3DUR|4CDMG|5ZMB|6RCR|8VULN|9DMG|aAART
377	51211 13342	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CGEN|3DUR|4CDMG|5ZMB|6RCR|7RCVC|8VULN|9DMG|aAART
378	51211 14342	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	17MLV|2CGEN|3DUR|4CDMG|5ZMB|6RCR|8VULN|9DMG|aAART
379	51311 16362	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CGEN|3VULN|4CDMG|5ZMB|6RCR|7BEXP|8DMG|9DUR|aAART
380	36313 65221	   	159.20	ACR|3VULN|3CDMG|1DMG	1BEXP|247CDMG|3DMG|5RCR|69aVULN|8TLV
381	63331 42531	   	159.18	ACR|3VULN|1DMG|2ASPD|2DUR	18ASPD|2LEGI|3LWND|4RMIN|5RCR|68DUR|78aVULN|8BPWR|9DMG
382	62424 48318	 * 	159.18	DCR|2DMG|3CDMG|1VULN|2ASPD	19ASPD|2MBVNT|3BELT|49DMG|568CDMG|7RCR|9BPWR|aVULN
383	62133 15721	   	159.09	ACR|2VULN|1AART|1DMG|2ASPD	14ASPD|2MBVNT|3RCR|4BPWR|5LIT|67VULN|8DMG|9FEWX|aAART
384	62123 25542	   	159.07	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|6VULN|7ZMB|8aAART|9DUR
385	62128 12333	   	159.04	ACR|4VULN|1DMG|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5689VULN|7CGEN|aDMG
386	62188 12333	   	159.04	ACR|4VULN|1DMG|1ASPD	1ASPD|2MBVNT|3RCR|4589VULN|6LWND|7CGEN|aDMG
387	16311 15422	   	159.03	DCR|2VULN|3CDMG|1DMG|1ZMB	1LHND|247CDMG|3DMG|5BEXP|6RCR|8aVULN|9ZMB
388	62145 44446	   	158.98	ACR|2VULN|1AART|3ASPD|2DUR	15aASPD|2MBVNT|3RCR|4BELT|6CGEN|7aDUR|8AART|9aVULN|aBPWR
389	62188 22321	   	158.94	ACR|4VULN|1DMG|1ASPD	1ASPD|2MBVNT|3RCR|4578VULN|6CANSTR|9LHND|aDMG
390	62128 32333	   	158.94	ACR|4VULN|1DMG|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5789VULN|6ERES|aDMG
391	62183 12351	 * 	158.94	ACR|4VULN|2CDMG|1ASPD	1ASPD|2MBVNT|3RCR|478aVULN|59CDMG|6MLV
392	62183 22351	   	158.94	ACR|4VULN|2CDMG|1ASPD	1ASPD|2MBVNT|3RCR|468aVULN|59CDMG|7CGEN
393	66341 12331	 * 	158.92	DCR|4VULN|2ASPD|1CDMG	18ASPD|2CDMG|349aVULN|5BEXP|6RCR|7CGEN
394	62138 41428	   	158.82	ACR|1AART|3ASPD|1DMG|1VULN|1ZMB	146ASPD|2MBVNT|3RCR|4BPWR|5DMG|7LHND|8VULN|9ZMB|aAART
395	62138 44428	   	158.82	ACR|1AART|1VULN|3ASPD|1DMG|1ZMB	146ASPD|2MBVNT|3RCR|4BPWR|5DMG|7BEXP|8VULN|9ZMB|aAART
396	36313 33634	   	158.80	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1BEXP|24CDMG|3DMG|5RCR|6ASPD|7AART|8ERES|9DUR|aVULN
397	31261 13336	   	158.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	128BEXP|3DUR|4VULN|5RCR|69DMG|7ZMB|aAART
398	16323 16362	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	15LHND|2CDMG|39DMG|4VULN|6RCR|7BEXP|8NUKE|aAART
399	62123 21185	   	158.72	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|6aVULN|7RCVC|89AART
400	62183 24137	   	158.72	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LWND|8aAART|9LHND
401	62183 24182	   	158.72	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7aLWND|89AART
402	62183 24184	   	158.72	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LWND|89AART|aRCVC
403	62183 14183	   	158.72	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4aVULN|5CDMG|6MLV|7CGEN|89AART
404	13343 16326	   	158.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	15LHND|2SELL|3DMG|47VULN|6RCR|8CDMG|9MLV|aAART
405	13343 13662	   	158.63	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	15LHND|2SELL|39DMG|4VULN|6RCR|7RPLT|8CDMG|aAART
406	62183 24181	   	158.62	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LWND|89AART|aNUKE
407	62183 24183	   	158.62	ACR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LWND|89AART|aDLOT
408	15315 42321	   	158.62	DCR|4VULN|1DMG|1DUR	1LHND|279aVULN|3BEXP|4LEGI|5DMG|6RCR|8DUR
409	66312 12331	 * 	158.62	DCR|4VULN|2CDMG|1ASPD	1ASPD|24CDMG|389aVULN|5LWND|6RCR|7CGEN
410	66312 13332	   	158.62	DCR|4VULN|2CDMG|1ASPD	1ASPD|24CDMG|389aVULN|5LWND|6RCR|7RPLT
411	66312 14331	   	158.62	DCR|4VULN|2CDMG|1ASPD	1ASPD|24CDMG|389aVULN|5LWND|6RCR|7MLV
412	66342 13333	   	158.62	DCR|4VULN|2CDMG|1ASPD	1ASPD|2aCDMG|3489VULN|5LWND|6RCR|7RPLT
413	11311 15142	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|23BEXP|47CDMG|5ZMB|6RCR|8VULN|9DMG|aAART
414	11311 15352	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|23BEXP|47CDMG|5ZMB|6RCR|8DMG|9VULN|aAART
415	16111 15142	   	158.60	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	14LHND|27CDMG|3LWND|5ZMB|6RCR|8VULN|9DMG|aAART
416	31111 15142	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	12BEXP|3LHND|47CDMG|5ZMB|6RCR|8VULN|9DMG|aAART
417	31111 15352	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	12BEXP|3LHND|47CDMG|5ZMB|6RCR|8DMG|9VULN|aAART
418	34311 15142	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	13BEXP|2LWND|47CDMG|5ZMB|6RCR|8VULN|9DMG|aAART
419	36314 23413	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1BEXP|24CDMG|3DMG|5LSRICY|6RCR|7ZMB|8FEWX|9VULN|aAART
420	16312 14623	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|24CDMG|3DMG|5LWND|6RCR|7MLV|8ZMB|9VULN|aAART
421	31311 15442	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	12BEXP|3VULN|47CDMG|5ZMB|6RCR|8LHND|9DMG|aAART
422	33311 15442	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	13BEXP|2VULN|47CDMG|5ZMB|6RCR|8LHND|9DMG|aAART
423	62123 24431	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|68aVULN|7RPLT|9DMG
424	62123 62227	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|6LIT|789DMG|aVULN
425	62123 62231	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|6LIT|78aDMG|9VULN
426	62183 11335	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|489VULN|5CDMG|6MLV|7RCVC|aDMG
427	62183 12314	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|478VULN|5CDMG|6MLV|9LHND|aDMG
428	62183 12435	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|479VULN|5CDMG|6MLV|8RCVC|aDMG
429	62183 22314	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|468VULN|5CDMG|7CGEN|9LHND|aDMG
430	62183 22435	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|469VULN|5CDMG|7CGEN|8RCVC|aDMG
431	62183 23531	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|46aVULN|5CDMG|7RPLT|8FEWX|9DMG
432	62183 24631	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|46aVULN|5CDMG|7LWND|8RPLT|9DMG
433	62183 25314	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|468VULN|5CDMG|7MLV|9LHND|aDMG
434	62183 62221	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4VULN|5CDMG|6LIT|789DMG|aLWND
435	62183 72314	   	158.58	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|478VULN|5CDMG|6CGEN|9LHND|aDMG
436	62184 34384	   	158.58	ACR|3VULN|1DMG|2ASPD|1DUR	17ASPD|2MBVNT|3RCR|479VULN|5RPLT|6RCVC|7BPWR|8DUR|aDMG
437	33115 42623	 * 	158.57	DCR|3VULN|3DMG|1ZMB|1MSE	18BEXP|278VULN|3MSE|4LHND|589DMG|6RCR|8BPWR|aZMB
438	62184 32543	   	158.55	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4VULN|5RPLT|6RCVC|7ZMB|8aAART|9DMG
439	62187 42432	   	158.51	ACR|5VULN|2ASPD	18ASPD|2MBVNT|3RCR|4789aVULN|58MLV|6LEGI|8BPWR
440	36314 23313	   	158.50	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1BEXP|24CDMG|3DMG|5LSRICY|6RCR|7ZMB|8DUST|9VULN|aAART
441	36315 23413	   	158.50	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1BEXP|24CDMG|3DMG|5LSRREG|6RCR|7ZMB|8FEWX|9VULN|aAART
442	52234 83322	 * 	158.50	ACR|2VULN|1AART|1DMG|2ZMB	1MLV|2MBVNT|3TLV|4RCR|5DMG|68VULN|7aZMB|9AART
443	62141 33115	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4BELT|5ERES|68aVULN|7CDMG|9DMG
444	62188 24334	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|45aVULN|6CANSTR|7CDMG|8CGEN|9DMG
445	62138 33222	 * 	158.48	ACR|3DMG|1VULN|2ASPD|1DUR	14ASPD|2MBVNT|3RCR|4BPWR|589DMG|6MGNSTR|7DUR|aVULN
446	62183 12324	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|478VULN|5CDMG|6MLV|9TLV|aDMG
447	62183 12344	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|478VULN|5CDMG|6MLV|9ERES|aDMG
448	62183 21284	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|469VULN|5CDMG|7BEXP|8DUST|aDMG
449	62183 22324	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|468VULN|5CDMG|7CGEN|9TLV|aDMG
450	62183 22344	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|468VULN|5CDMG|7CGEN|9ERES|aDMG
451	62183 25324	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|468VULN|5CDMG|7MLV|9TLV|aDMG
452	62183 25344	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|468VULN|5CDMG|7MLV|9ERES|aDMG
453	62183 42431	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|48aVULN|5CDMG|6DUST|7RPLT|9DMG
454	62183 43631	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|47aVULN|5CDMG|6DUST|8RPLT|9DMG
455	62183 62224	   	158.48	ACR|3DMG|1VULN|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|4VULN|5CDMG|6LIT|789DMG|aTLV
456	62183 72324	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|478VULN|5CDMG|6CGEN|9TLV|aDMG
457	62183 72344	   	158.48	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2MBVNT|3RCR|478VULN|5CDMG|6CGEN|9ERES|aDMG
458	62164 24384	   	158.44	ACR|3VULN|1DMG|2ASPD|1DUR|1SELL	17ASPD|2MBVNT|3RCR|4SELL|57BEXP|679VULN|7BPWR|8DUR|aDMG
459	62188 22332	   	158.41	ACR|5VULN|2ASPD	19ASPD|2MBVNT|3RCR|45789VULN|69CANSTR|9BPWR|aCGEN
460	62188 22333	   	158.41	ACR|5VULN|2ASPD	19ASPD|2MBVNT|3RCR|45789VULN|69CANSTR|9BPWR|aBEXP
461	62185 22334	   	158.41	ACR|5VULN|2ASPD	19ASPD|2MBVNT|3RCR|4789aVULN|5RCVC|69CANSTR|9BPWR
462	36315 23313	   	158.40	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1BEXP|24CDMG|3DMG|5LSRREG|6RCR|7ZMB|8DUST|9VULN|aAART
463	34361 13332	   	158.40	ACR|4VULN|1DMG|1ZMB	13BEXP|2LWND|489aVULN|5RCR|6DMG|7ZMB
464	62138 83222	   	158.38	ACR|3DMG|1VULN|2ASPD|1DUR	14ASPD|2MBVNT|3RCR|4BPWR|589DMG|6LSRREG|7DUR|aVULN
465	63133 25431	   	158.38	ACR|3DMG|1AART|1ZMB|1ASPD	1ASPD|2LEGI|3ZMB|4RCR|5LWND|6DUST|7AART|89aDMG
466	63132 64123	   	158.35	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1ASPD|2LEGI|3ZMB|4RCR|5LIT|6DMG|7VULN|8AART|9FLTHEA|aFEWX
467	63132 61112	   	158.34	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|2LEGI|3ZMB|4RCR|59LIT|6DMG|7MLV|89VULN|9BPWR|aCDMG
468	31321 14642	 * 	158.33	ACR|2VULN|2DMG|1AART	12BEXP|38VULN|4FEWX|5RCR|69DMG|7DUST|aAART
469	33221 14642	   	158.33	ACR|2VULN|2DMG|1AART	1BEXP|28VULN|3FEWX|4RCVC|5RCR|69DMG|7DUST|aAART
470	33321 14642	   	158.33	ACR|2VULN|2DMG|1AART	13BEXP|28VULN|4FEWX|5RCR|69DMG|7DUST|aAART
471	62188 22331	   	158.31	ACR|5VULN|2ASPD	19ASPD|2MBVNT|3RCR|45789VULN|69CANSTR|9BPWR|aERES
472	62188 22334	   	158.31	ACR|5VULN|2ASPD	19ASPD|2MBVNT|3RCR|45789VULN|69CANSTR|9BPWR|aBASHEA
473	52112 47338	 * 	158.30	DCR|2DMG|3ZMB|1AART|1CDMG	18MLV|2MBVNT|368ZMB|4CDMG|5BEXP|78DMG|8BPWR|9AART|aRCR
474	32261 13332	   	158.30	ACR|4VULN|1DMG|1ZMB	1BEXP|2TLV|3MLV|489aVULN|5RCR|6DMG|7ZMB
475	62123 25521	   	158.27	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|6aVULN|7ZMB|8AART|9RPLT
476	62183 24112	   	158.27	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LWND|8AART|9MLV|aZMB
477	62183 24172	   	158.27	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LWND|8AART|9RMIN|aZMB
478	63132 62112	   	158.24	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|2LEGI|3ZMB|4RCR|59LIT|6DMG|7ERES|89VULN|9BPWR|aCDMG
479	53261 13332	   	158.20	ACR|4VULN|1DMG|1ZMB	1MLV|2LEGI|3TLV|489aVULN|5RCR|6DMG|7ZMB
480	53631 13332	   	158.20	ACR|4VULN|1DMG|1ZMB	1MLV|2LEGI|389aVULN|4TLV|5RCR|6DMG|7ZMB
481	62123 25534	   	158.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|4LWND|5CDMG|6aVULN|7ZMB|8AART|9DUST
482	62134 34822	   	158.17	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	14ASPD|2MBVNT|3RCR|4BPWR|5FEWX|6aVULN|7ZMB|8AART|9DUR
483	62183 28112	   	158.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LEGI|8AART|9MLV|aZMB
484	62133 15136	   	158.17	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	14ASPD|2MBVNT|3RCR|4BPWR|5LIT|67VULN|8AART|9DUR|aZMB
485	62183 24122	   	158.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LWND|8AART|9TLV|aZMB
486	62632 41244	 * 	158.09	DCR|5VULN|2ASPD	17ASPD|2MBVNT|3TLV|4789aVULN|57LIT|6RCR|7BPWR
487	62183 28122	   	158.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2MBVNT|3RCR|46VULN|5CDMG|7LEGI|8AART|9TLV|aZMB
488	62137 22432	   	158.06	ACR|3VULN|3ASPD|1DMG	148ASPD|2MBVNT|3RCR|48BPWR|5LWND|68aVULN|78CGEN|9DMG
