0	Index      	 *	Score 	Summary	Detail	
337	35331 25433	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2MLV|3DUR|4CDMG|6ZMB|7AART|8RCR|9DMG|aDMSP
338	12342 35131	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3CDMG|4FEWX|5DMSP|7AART|8RCR|9DMG|aZMB
339	12343 35131	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3CDMG|4FEWX|5RCVC|7AART|8RCR|9DMG|aZMB
340	32211 53626	 * 	173.77	ACR|3VULN|2DMG|1CDMG|1DUR	127VULN|3DUST|4RCR|5DUR|6LWND|89DMG|aCDMG
341	33442 32342	   	173.77	DCR|3VULN|2DMG|1AART	137VULN|2LIT|47LWND|5LEGI|67DMG|7BPWR|8RCR|9FEWX|aAART
342	33442 32352	   	173.77	DCR|3VULN|2DMG|1AART	137VULN|2LIT|47LWND|5LEGI|67DMG|7BPWR|8RCR|9BEXP|aAART
343	33446 32312	   	173.77	DCR|3VULN|2DMG|1AART	137VULN|27LIT|4LWND|5DUST|67DMG|7BPWR|8RCR|9LHND|aAART
344	32631 16123	   	173.77	DCR|3VULN|2AART|1DMG|1DUR	125VULN|34AART|6DUR|7BASHEA|8MLV|9DMG|aRCR
345	33311 11554	   	173.76	DCR|2AART|2VULN|2DMG	19VULN|2LIT|3aAART|49BEXP|5MLV|6TLV|79DMG|8RCR|9BPWR
346	32646 22133	   	173.73	DCR|3VULN|1AART|1DMG|1CDMG	127VULN|3AART|4FEWX|5CDMG|6DUST|8RCR|9DMG|aMBVNT
347	32662 41132	   	173.73	DCR|3VULN|1AART|1DMG|1CDMG	12aVULN|3AART|4RMIN|5DUST|6ERES|7CDMG|8RCR|9DMG
348	12231 25433	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3TLV|4CDMG|6ZMB|7AART|8RCR|9DMG|aDMSP
349	12231 25436	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3TLV|4CDMG|6ZMB|7AART|8RCR|9DMG|aMLV
350	12321 25434	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3CDMG|4CGEN|6ZMB|7AART|8RCR|9DMG|aDUST
351	12321 25435	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3CDMG|4CGEN|6ZMB|7AART|8RCR|9DMG|aMBVNT
352	12321 65131	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3CDMG|4CGEN|6ERES|7AART|8RCR|9DMG|aZMB
353	12364 35131	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3CDMG|4LEGI|5RCVC|7AART|8RCR|9DMG|aZMB
354	12431 65131	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3CGEN|4CDMG|6ERES|7AART|8RCR|9DMG|aZMB
355	35331 65131	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2MLV|3DUR|4CDMG|6ERES|7AART|8RCR|9DMG|aZMB
356	36231 25433	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2LWND|3TLV|4CDMG|6ZMB|7AART|8RCR|9DMG|aDUR
357	36321 25433	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2LWND|3CDMG|4ERES|6ZMB|7AART|8RCR|9DMG|aDUR
358	62231 25433	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LWND|25VULN|3TLV|4CDMG|6ZMB|7AART|8RCR|9DMG|aDUR
359	62321 25433	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LWND|25VULN|3CDMG|4ERES|6ZMB|7AART|8RCR|9DMG|aDUR
360	32212 53635	   	173.67	ACR|3VULN|2DMG|1CDMG|1DUR	128VULN|3DUST|4RCR|5DLOT|6CDMG|7DUR|9aDMG
361	32442 22611	   	173.65	DCR|3VULN|3DMG|2DUR	127VULN|358DMG|45DUR|5BPWR|6LHND|9LWND|aRCR
362	32442 22621	   	173.65	DCR|3VULN|3DMG|2DUR	127VULN|358DMG|45DUR|5BPWR|6LHND|9FEWX|aRCR
363	12231 25434	   	173.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3TLV|4CDMG|6ZMB|7AART|8RCR|9DMG|aDUST
364	12231 25435	   	173.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3TLV|4CDMG|6ZMB|7AART|8RCR|9DMG|aMBVNT
365	26231 25433	   	173.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LEGI|25VULN|3TLV|4CDMG|6ZMB|7AART|8RCR|9DMG|aDUR
366	26321 25433	   	173.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LEGI|25VULN|3CDMG|4ERES|6ZMB|7AART|8RCR|9DMG|aDUR
367	12231 65131	   	173.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|3TLV|4CDMG|6ERES|7AART|8RCR|9DMG|aZMB
368	36115 33623	   	173.60	ACR|4VULN|1AART|1DMG	1378VULN|2LWND|4RCR|5CGEN|6MLV|9AART|aDMG
369	62115 33623	   	173.60	ACR|4VULN|1AART|1DMG	1LWND|2378VULN|4RCR|5CGEN|6MLV|9AART|aDMG
370	26115 33623	   	173.50	ACR|4VULN|1AART|1DMG	1LEGI|2378VULN|4RCR|5CGEN|6MLV|9AART|aDMG
371	32631 53161	   	173.50	DCR|3VULN|3AART|1DMG	125VULN|34aAART|6ERES|7RPLT|8DMG|9RCR
372	32633 53161	   	173.50	DCR|3VULN|3AART|1DMG	126VULN|34aAART|5ERES|7RPLT|8DMG|9RCR
373	12128 21263	   	173.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|23aVULN|4MBVNT|5ASPD|6LHND|7RCR|8AART|9DMG
374	31336 61253	   	173.43	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2BEXP|3CDMG|46LHND|5RPLT|6BPWR|7RCR|8AART|9DMG
375	12111 56116	 * 	173.43	ACR|4VULN|1AART|1CDMG|1DUR	1DUR|2368VULN|4RCR|5RCVC|7CDMG|9ERES|aAART
376	32626 33421	   	173.42	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	129VULN|3AART|4DMG|5DUR|6RPLT|7ZMB|8CGEN|aRCR
377	26128 11263	   	173.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|23aVULN|4MBVNT|5ASPD|6DUR|7RCR|8AART|9DMG
378	33151 12232	 * 	173.34	ACR|4VULN|3DMG|1CDMG|2MSE	167aVULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8CDMG|9FEWX
379	33151 12254	 * 	173.34	ACR|4VULN|3DMG|1CDMG|2MSE	167aVULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8CDMG|9RPLT
380	33151 12366	 * 	173.34	ACR|4VULN|3DMG|1CDMG|2MSE	1679VULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8BELT|aCDMG
381	31125 45471	 * 	173.34	DCR|3VULN|1AART|2CDMG|2ZMB	138VULN|2BEXP|4MBVNT|58ZMB|68CDMG|7RCR|8BPWR|9LIT|aAART
382	34361 32132	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|25FEWX|3CDMG|4AART|6LWND|8RCR|9DMG
383	34362 35132	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2FEWX|3CDMG|4AART|5RMIN|6CGEN|8RCR|9DMG
384	34365 32132	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2FEWX|3CDMG|4AART|5DMSP|6LWND|8RCR|9DMG
385	36311 52132	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LWND|3CDMG|4AART|56FEWX|8RCR|9DMG
386	36312 15132	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|25LWND|3CDMG|4AART|7FEWX|8RCR|9DMG
387	62311 52132	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|27aVULN|3CDMG|4AART|56FEWX|8RCR|9DMG
388	62312 15132	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	15LWND|26aVULN|3CDMG|4AART|7FEWX|8RCR|9DMG
389	32626 33331	   	173.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	129VULN|3AART|4DMG|5DUR|6RPLT|7ZMB|8TLV|aRCR
390	32211 34453	   	173.28	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	12aVULN|3DUST|4RCR|5DUR|6ASPD|7DMG|8LIT|9AART
391	32412 22511	   	173.27	DCR|4VULN|2DMG|1ZMB	1278VULN|35DMG|45FEWX|5BPWR|6LHND|9RCR|aZMB
392	32422 22511	   	173.27	DCR|4VULN|2DMG|1ZMB	1278VULN|35DMG|45BEXP|5BPWR|6LHND|9RCR|aZMB
393	51432 22511	   	173.27	DCR|4VULN|2DMG|1ZMB	12BEXP|35DMG|4578VULN|5BPWR|6LHND|9RCR|aZMB
394	33151 12212	 * 	173.24	ACR|4VULN|3DMG|1CDMG|2MSE	167aVULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8CDMG|9DUST
395	32225 45471	   	173.24	DCR|3VULN|1AART|2CDMG|2ZMB	128VULN|3DUST|4MBVNT|58ZMB|68CDMG|7RCR|8BPWR|9LIT|aAART
396	26311 52132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|27aVULN|3CDMG|4AART|56FEWX|8RCR|9DMG
397	26313 15132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|26aVULN|3CDMG|4AART|5DMSP|7FEWX|8RCR|9DMG
398	26313 32132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|27aVULN|3CDMG|4AART|5DMSP|6LWND|8RCR|9DMG
399	34361 22132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|25FEWX|3CDMG|4AART|6DUST|8RCR|9DMG
400	34363 52132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2FEWX|3CDMG|4AART|5CGEN|6ERES|8RCR|9DMG
401	34365 22132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2FEWX|3CDMG|4AART|5DMSP|6DUST|8RCR|9DMG
402	36312 22132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|25LWND|3CDMG|4AART|6DUST|8RCR|9DMG
403	62312 22132	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	15LWND|27aVULN|3CDMG|4AART|6DUST|8RCR|9DMG
404	32411 22611	   	173.17	DCR|4VULN|2DMG|1ZMB	1257VULN|38DMG|4FEWX|6LHND|9RCR|aZMB
405	32412 52511	   	173.17	DCR|4VULN|2DMG|1ZMB	1278VULN|35DMG|45FEWX|5BPWR|6DUST|9RCR|aZMB
406	32421 22611	   	173.17	DCR|4VULN|2DMG|1ZMB	1257VULN|38DMG|4BEXP|6LHND|9RCR|aZMB
407	32422 52511	   	173.17	DCR|4VULN|2DMG|1ZMB	1278VULN|35DMG|45BEXP|5BPWR|6DUST|9RCR|aZMB
408	26313 22132	   	173.13	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|27aVULN|3CDMG|4AART|5DMSP|6DUST|8RCR|9DMG
409	32411 52611	   	173.07	DCR|4VULN|2DMG|1ZMB	1257VULN|38DMG|4FEWX|6DUST|9RCR|aZMB
410	32421 52611	   	173.07	DCR|4VULN|2DMG|1ZMB	1257VULN|38DMG|4BEXP|6DUST|9RCR|aZMB
411	12323 25432	   	172.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	15DUR|2VULN|3CDMG|4CGEN|6ZMB|7aAART|8RCR|9DMG
412	12433 25432	   	172.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	15DUR|2VULN|3CGEN|4CDMG|6ZMB|7aAART|8RCR|9DMG
413	35333 25432	   	172.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2MLV|35DUR|4CDMG|6ZMB|7aAART|8RCR|9DMG
414	12233 25432	   	172.87	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	15DUR|2VULN|3TLV|4CDMG|6ZMB|7aAART|8RCR|9DMG
415	33151 12536	 * 	172.79	ACR|3VULN|3DMG|2ASPD|1CDMG|2MSE	167VULN|2LIT|37MSE|4RCR|567DMG|67BPWR|89ASPD|aCDMG
416	32442 31142	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	12VULN|35DMG|45DUR|5BPWR|6LIT|7RCR|8LHND|9FEWX|aAART
417	32442 31152	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	12VULN|35DMG|45DUR|5BPWR|6LIT|7RCR|8LHND|9BEXP|aAART
418	32442 31212	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	12VULN|35DMG|45DUR|5BPWR|6LIT|7RCR|8BEXP|9LHND|aAART
419	34314 32132	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2FEWX|3CDMG|4DMSP|5AART|6LWND|8RCR|9DMG
420	34344 32132	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|24FEWX|3CDMG|5AART|6LWND|8RCR|9DMG
421	36342 52132	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LWND|3CDMG|46FEWX|5AART|8RCR|9DMG
422	62342 52132	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|27aVULN|3CDMG|46FEWX|5AART|8RCR|9DMG
423	26342 52132	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|27aVULN|3CDMG|46FEWX|5AART|8RCR|9DMG
424	26364 32132	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|27aVULN|3CDMG|4DMSP|5AART|6LWND|8RCR|9DMG
425	32423 51482	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	12aVULN|3DMG|4BEXP|5AART|6CGEN|7MBVNT|8RCR|9CDMG
426	34314 22132	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2FEWX|3CDMG|4DMSP|5AART|6DUST|8RCR|9DMG
427	34344 22132	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|24FEWX|3CDMG|5AART|6DUST|8RCR|9DMG
428	36364 22132	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LWND|3CDMG|4DMSP|5AART|6DUST|8RCR|9DMG
429	62364 22132	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|27aVULN|3CDMG|4DMSP|5AART|6DUST|8RCR|9DMG
430	33363 64223	   	172.54	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	15aVULN|2LIT|3AART|4DUR|6RCR|7RMIN|8ASPD|9CDMG
431	33363 65123	   	172.54	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	158VULN|2LIT|3AART|4DUR|6RCR|7LWND|9CDMG|aASPD
432	34363 22431	   	172.53	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	17VULN|2FEWX|3CDMG|4AART|5CGEN|6aZMB|8RCR|9DMG
433	35611 23423	   	172.53	ACR|3VULN|1AART|1DMG|2DUR	179VULN|2MLV|39CGEN|4RCR|5RCVC|69DUR|8AART|9BPWR|aDMG
434	26364 22132	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|27aVULN|3CDMG|4DMSP|5AART|6DUST|8RCR|9DMG
435	32423 41482	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	12aVULN|3DMG|4BEXP|5AART|6ERES|7MBVNT|8RCR|9CDMG
436	33151 12363	 * 	172.52	ACR|5VULN|3DMG|2MSE	1679aVULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8BELT
437	33151 12442	 * 	172.52	ACR|5VULN|3DMG|2MSE	1679aVULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8FEWX
438	23351 23355	   	172.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LEGI|2aDMG|3DUR|4CDMG|5VULN|6ZMB|7LWND|8RCR|9AART
439	32431 31511	   	172.48	DCR|4VULN|1AART|1DMG	1289VULN|3DMG|4CGEN|5TLV|6LIT|7RCR|aAART
440	33151 12152	 * 	172.42	ACR|5VULN|3DMG|2MSE	1679aVULN|2LIT|37MSE|4RCR|567DMG|67BPWR|8LSRREG
441	32321 21533	   	172.37	DCR|4VULN|1AART|1CDMG|1ZMB	1258VULN|3RPLT|4CGEN|6ZMB|7CDMG|9RCR|aAART
442	12113 36422	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	19DUR|237VULN|4RCR|59MLV|69ERES|8AART|9BPWR|aDMG
443	12111 13462	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	19DUR|237VULN|4RCR|5RCVC|6LHND|8AART|aDMG
444	12111 51462	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	19DUR|236VULN|4RCR|5RCVC|7LHND|8AART|aDMG
445	12112 33462	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	19DUR|237VULN|4RCR|5LHND|6RCVC|8AART|aDMG
446	12116 33462	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	19DUR|237VULN|4RCR|5LWND|6RCVC|8AART|aDMG
447	36111 23462	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	137VULN|2LWND|4RCR|5RCVC|69DUR|8AART|aDMG
448	62111 23462	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	1LWND|237VULN|4RCR|5RCVC|69DUR|8AART|aDMG
449	12111 21452	   	172.33	ACR|3VULN|1AART|1DMG|2DUR	16DUR|239VULN|4RCR|5RCVC|7LHND|8AART|aDMG
450	33262 51221	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|36DMG|4CDMG|5AART|7FEWX|8LHND|9RCR
451	33262 51621	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|36DMG|4CDMG|5AART|7FEWX|8LWND|9RCR
452	33262 55221	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|36DMG|4CDMG|5AART|7BEXP|8LHND|9RCR
453	32634 21112	   	172.25	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5BEXP|6DUR|7CDMG|8RCR|9LHND
454	32634 21123	   	172.25	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|59BEXP|6DUR|7CDMG|8RCR
455	32634 21132	   	172.25	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5BEXP|6DUR|7CDMG|8RCR|9LWND
456	12113 36462	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	19DUR|237VULN|4RCR|5MLV|6ERES|8AART|aDMG
457	21142 33452	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	1LEGI|25DUR|379VULN|4RCR|6RCVC|8AART|aDMG
458	21143 33462	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	1LEGI|29DUR|357VULN|4RCR|6RCVC|8AART|aDMG
459	26111 23462	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	1LEGI|237VULN|4RCR|5RCVC|69DUR|8AART|aDMG
460	12542 12353	   	172.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2aVULN|37FEWX|4RCR|5AART|67ASPD|7BPWR|8BEXP|9DMG
461	14142 12262	   	172.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2FEWX|37VULN|4RCR|5AART|67ASPD|7BPWR|8DMSP|9MLV|aDMG
462	14142 12352	   	172.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2FEWX|37VULN|4RCR|5AART|67ASPD|7BPWR|8BEXP|9DMG|aCGEN
463	32443 33421	   	172.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	129VULN|3DMG|4DUR|5AART|6RPLT|7ZMB|8CGEN|aRCR
464	52251 61121	   	172.20	DCR|4VULN|2DMG|2DUR	19BEXP|2BELT|38DUR|4569VULN|79DMG|9BPWR|aRCR
465	33262 51321	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|36DMG|4CDMG|5AART|7FEWX|8DUST|9RCR
466	33262 55321	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|36DMG|4CDMG|5AART|7BEXP|8DUST|9RCR
467	32632 41112	   	172.15	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5DUST|6DUR|7CDMG|8RCR|9LHND
468	32632 41122	   	172.15	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5DUST|6DUR|7CDMG|8RCR|9BEXP
469	32634 21142	   	172.15	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5BEXP|6DUR|7CDMG|8RCR|9ERES
470	32634 21152	   	172.15	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5BEXP|6DUR|7CDMG|8RCR|9TLV
471	32442 31432	   	172.14	DCR|3VULN|2DMG|2DUR|1ASPD	12aVULN|35DMG|45DUR|5BPWR|6LIT|7RCR|8ASPD|9LWND
472	11142 12623	 * 	172.13	ACR|2VULN|1AART|3ASPD|1CDMG|2DUR	17DUR|2BEXP|37VULN|4RCR|5AART|67aASPD|7BPWR|8CDMG|9CGEN
473	14142 12351	   	172.13	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2FEWX|37VULN|4RCR|5AART|67ASPD|7BPWR|8BEXP|9DMG|aDUST
474	32443 33331	   	172.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	129VULN|3DMG|4DUR|5AART|6RPLT|7ZMB|8TLV|aRCR
475	32632 41142	   	172.05	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5DUST|6DUR|7CDMG|8RCR|9ERES
476	32632 41152	   	172.05	DCR|3VULN|2AART|1CDMG|1DUR	12aVULN|34AART|5DUST|6DUR|7CDMG|8RCR|9TLV
477	11142 12653	   	172.03	ACR|2VULN|1AART|3ASPD|1CDMG|2DUR	17DUR|2BEXP|37VULN|4RCR|5AART|67aASPD|7BPWR|8CDMG|9TLV
478	33313 61242	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|aMLV
479	33313 61243	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|aCGEN
480	33313 61245	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2LIT|3AART|4aBEXP|6RCR|7DMG|8ASPD
481	33313 61253	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	15aVULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|9LHND
482	33343 61242	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|aMLV
483	33343 61243	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|aCGEN
484	33343 61253	   	172.02	DCR|3VULN|1AART|1DMG|1ASPD	15aVULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|9LHND
485	33363 61125	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	15aVULN|28LIT|3AART|4DUR|6RCR|7DMG|9LHND
486	33363 61131	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	15aVULN|28LIT|3AART|4DUR|6RCR|7DMG|9RPLT
487	12345 21423	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2VULN|3CDMG|4FEWX|59DMG|6ZMB|7LHND|8RCR|aAART
488	12345 23323	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2VULN|3CDMG|4FEWX|59DMG|6ZMB|7LWND|8RCR|aAART
489	34335 32423	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2FEWX|3CDMG|4LHND|59DMG|6ZMB|7DUR|8RCR|aAART
490	36345 32323	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2LWND|3CDMG|4FEWX|59DMG|6ZMB|7DUR|8RCR|aAART
491	62345 32323	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LWND|2VULN|3CDMG|4FEWX|59DMG|6ZMB|7DUR|8RCR|aAART
492	33313 63144	   	171.95	DCR|5VULN|1AART	1589aVULN|2LIT|3AART|4BEXP|6RCR|7FEWX
493	33313 61241	   	171.92	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2LIT|3AART|4BEXP|6RCR|7DMG|8ASPD|aTLV
494	33343 61241	   	171.92	DCR|3VULN|1AART|1DMG|1ASPD	159VULN|2LIT|3AART|4FEWX|6RCR|7DMG|8ASPD|aTLV
495	33363 63224	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	15aVULN|2LIT|3AART|4DUR|6RCR|7BEXP|8BASHEA|9DMG
496	32613 31663	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3AART|4ERES|5LWND|6RCR|7CGEN|9DUR|aDMG
497	12365 21423	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2VULN|3CDMG|4LEGI|59DMG|6ZMB|7LHND|8RCR|aAART
498	12365 23323	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2VULN|3CDMG|4LEGI|59DMG|6ZMB|7LWND|8RCR|aAART
499	23351 21423	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LEGI|29DMG|3DUR|4CDMG|5VULN|6ZMB|7LHND|8RCR|aAART
500	23351 23323	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LEGI|29DMG|3DUR|4CDMG|5VULN|6ZMB|7LWND|8RCR|aAART
501	23363 53323	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LEGI|29DMG|3DUR|4VULN|5LWND|6ZMB|7CDMG|8RCR|aAART
502	23365 53323	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LEGI|29DMG|3DUR|4VULN|5FEWX|6ZMB|7CDMG|8RCR|aAART
503	26345 32323	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LEGI|2VULN|3CDMG|4FEWX|59DMG|6ZMB|7DUR|8RCR|aAART
504	12113 12253	   	171.73	ACR|3VULN|1AART|1DMG|2DUR	16DUR|237VULN|4RCR|5MLV|8LHND|9AART|aDMG
505	12115 12253	   	171.73	ACR|3VULN|1AART|1DMG|2DUR	16DUR|237VULN|4RCR|5CGEN|8LHND|9AART|aDMG
506	36315 42112	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	17aVULN|2LWND|3CDMG|45AART|6DUR|8RCR|9LHND
507	36315 42122	   	171.65	DCR|3VULN|2AART|1CDMG|1DUR	17aVULN|2LWND|3CDMG|45AART|6DUR|8RCR|9BEXP
