0	Index      	 *	Score 	Summary	Detail	
336	16523 42471	 * 	173.01	DCR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	1RMIN|2aDMG|3ERES|4aVULN|5MBVNT|6CDMG|7ZMB|8RCR|9aASPD|aBPWR
337	32525 31123	   	173.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|2ERES|3VULN|4RCR|5aDMG|6ZMB|79ASPD|8LEGI
338	31133 41311	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2FEWX|3ERES|5ZMB|6RCR|78VULN|9DMG|aCGEN
339	31133 41312	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2FEWX|3ERES|5ZMB|6RCR|78VULN|9DMG|aDMSP
340	31133 41314	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2FEWX|3ERES|5ZMB|6RCR|78VULN|9DMG|aLHND
341	31433 41313	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2FEWX|3MLV|5ZMB|6RCR|78VULN|9DMG|aTLV
342	31433 41316	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2FEWX|3MLV|5ZMB|6RCR|78VULN|9DMG|aERES
343	32133 41311	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2ERES|3FEWX|5ZMB|6RCR|78VULN|9DMG|aCGEN
344	32133 41312	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2ERES|3FEWX|5ZMB|6RCR|78VULN|9DMG|aDMSP
345	32133 41314	   	172.98	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2ERES|3FEWX|5ZMB|6RCR|78VULN|9DMG|aLHND
346	23124 84542	   	172.97	DCR|3VULN|2DMG|1AART	17CGEN|2MBVNT|3BEXP|479VULN|5RCVC|67DMG|7BPWR|8AART|aRCR
347	32325 52313	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|3DUR|4RCR|5aDMG|69VULN|7BELT|8NUKE
348	32525 24313	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2ERES|39VULN|4RCR|5aDMG|6BELT|7DUR|8NUKE
349	31633 36512	 * 	172.96	ACR|2AART|2DMG|3ZMB|1DUR	14AART|2FEWX|36aZMB|5RCR|79DMG|8DUR
350	16134 13135	   	172.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RMIN|24DMG|3TLV|5RCR|6ZMB|7ASPD|8VULN|9AART|aCDMG
351	31133 41313	   	172.88	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2FEWX|3ERES|5ZMB|6RCR|78VULN|9DMG|aTLV
352	31133 41316	   	172.88	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2FEWX|3aERES|5ZMB|6RCR|78VULN|9DMG
353	32133 41313	   	172.88	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2ERES|3FEWX|5ZMB|6RCR|78VULN|9DMG|aTLV
354	32133 41316	   	172.88	DCR|2AART|2VULN|1DMG|1ZMB	14AART|2aERES|3FEWX|5ZMB|6RCR|78VULN|9DMG
355	32522 33513	   	172.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|258ERES|35VULN|4RCR|5BPWR|6CANHEL|7DUR|9aDMG
356	35625 33113	 * 	172.72	ACR|3DMG|1AART|3ZMB	1AART|2aLWND|36aZMB|4RCR|59aDMG|7LEGI|8DMSP|aBPWR
357	23825 41211	   	172.68	ACR|2VULN|2DMG|1AART|1CDMG	17CGEN|2MBVNT|3DUST|47VULN|5RCR|67DMG|7BPWR|8CDMG|9AART|aLHND
358	23825 41212	   	172.68	ACR|2VULN|2DMG|1AART|1CDMG	17CGEN|2MBVNT|3DUST|47VULN|5RCR|67DMG|7BPWR|8CDMG|9AART|aBEXP
359	23825 41214	   	172.68	ACR|2VULN|2DMG|1AART|1CDMG	17CGEN|2MBVNT|3DUST|47VULN|5RCR|67DMG|7BPWR|8CDMG|9AART|aFEWX
360	31324 56313	 * 	172.66	DCR|2VULN|1AART|2ZMB|1CDMG|1FLTHEA|1DUR	1AART|27FEWX|37VULN|4CGEN|5CDMG|67ZMB|7BPWR|8DUR|9RCR|aFLTHEA
361	44233 21253	 * 	172.64	ACR|2VULN|2AART|2CDMG|3DUR	168DUR|2FEWX|38VULN|4RCR|58CDMG|7aAART|8BPWR|9LIT
362	23825 41215	   	172.58	ACR|2VULN|2DMG|1AART|1CDMG	17CGEN|2MBVNT|3DUST|47VULN|5RCR|67DMG|7BPWR|8CDMG|9AART|aERES
363	31633 36226	   	172.55	ACR|2AART|2VULN|1DMG|2ZMB	14AART|2FEWX|36ZMB|5RCR|7DMG|8BELT|9aVULN
364	31433 41362	 * 	172.52	DCR|3VULN|2AART|2ZMB	14AART|2FEWX|3MLV|5aZMB|6RCR|789VULN
365	16234 11411	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|29DMG|35VULN|4ERES|6ZMB|7RCR|8AART|aLIT
366	16234 11413	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|29DMG|35VULN|4ERES|6ZMB|7RCR|8AART|aLWND
367	23825 41113	   	172.44	ACR|2VULN|2DMG|1AART|1FLTHEA|1SELL	17CGEN|2MBVNT|3DUST|47VULN|5RCR|67DMG|7BPWR|8SELL|9AART|aFLTHEA
368	31133 41362	   	172.42	DCR|3VULN|2AART|2ZMB	14AART|2FEWX|3ERES|5aZMB|6RCR|789VULN
369	32133 41362	   	172.42	DCR|3VULN|2AART|2ZMB	14AART|2ERES|3FEWX|5aZMB|6RCR|789VULN
370	32534 53213	   	172.36	DCR|2VULN|1AART|2ZMB|1CDMG|1FLTHEA|1DUR	1AART|28ERES|38VULN|4DUR|5CDMG|68ZMB|7LEGI|8BPWR|9RCR|aFLTHEA
371	33222 56132	   	172.32	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2VENICY|3LIT|456VULN|7RCR|8DMG|9RCVC|aASPD
372	33222 56136	   	172.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2VENICY|3LIT|456VULN|7RCR|8DMG|9RCVC|aDUR
373	44233 21225	   	172.20	ACR|2VULN|1AART|2CDMG|3DUR|1ZMB	168DUR|2FEWX|38VULN|4RCR|58CDMG|7AART|8BPWR|9LWND|aZMB
374	44233 21235	   	172.20	ACR|2VULN|1AART|2CDMG|3DUR|1ZMB	168DUR|2FEWX|38VULN|4RCR|58CDMG|7AART|8BPWR|9LHND|aZMB
375	46344 41424	 * 	172.13	DCR|3VULN|1AART|3ASPD|3DUR	179DUR|2RPLT|3ERES|4MBVNT|579ASPD|679VULN|79BPWR|8RCR|aAART
376	46342 11424	   	172.13	DCR|3VULN|1AART|3ASPD|3DUR	179DUR|2RPLT|3ERES|4MBVNT|579VULN|679ASPD|79BPWR|8RCR|aAART
377	34131 36531	 * 	172.09	DCR|3VULN|3AART|2ZMB	146AART|2aBEXP|3ERES|57aVULN|8RCR|9aZMB|aBPWR
378	35661 23211	 * 	172.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|28LWND|38ZMB|4DMG|5CDMG|68VULN|7LEGI|8BPWR|9RCR|aLHND
379	35661 23212	   	172.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|28LWND|38ZMB|4DMG|5CDMG|68VULN|7LEGI|8BPWR|9RCR|aBEXP
380	35661 23213	   	172.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|28LWND|38ZMB|4DMG|5CDMG|68VULN|7LEGI|8BPWR|9RCR|aMGNSTR
381	13323 15462	   	172.03	ACR|3VULN|3ZMB|1AART	1RMIN|27FEWX|3RCVC|4RCR|579VULN|67aZMB|7BPWR|8AART
382	32523 61315	   	171.94	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|38VULN|4RCR|5RCVC|6FEWX|7ASPD|9DMG|aCDMG
383	31523 31364	   	171.92	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1AART|2FEWX|3ASPD|4RCR|5RCVC|6ZMB|789VULN|aDUR
384	16253 64312	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2DMG|3aVULN|4ZMB|5MBVNT|6AART|7CDMG|8DUR|9RCR
385	66222 61211	   	171.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17MLV|27DMG|3VULN|4BEXP|57DUR|6RCR|7BPWR|8CDMG|9AART|aLHND
386	66222 61212	   	171.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17MLV|27DMG|3VULN|4aBEXP|57DUR|6RCR|7BPWR|8CDMG|9AART
387	66222 61213	   	171.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17MLV|27DMG|3VULN|4BEXP|57DUR|6RCR|7BPWR|8CDMG|9AART|aFEWX
388	32325 52114	   	171.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2ERES|3aDUR|4RCR|5DMG|69VULN|7BELT|8ZMB
389	16226 51312	   	171.77	DCR|3VULN|2DMG|1AART	1RMIN|29DMG|367VULN|4BEXP|5AART|8MBVNT|aRCR
390	26226 51312	   	171.77	DCR|3VULN|2DMG|1AART	1CGEN|29DMG|367VULN|4BEXP|5AART|8MBVNT|aRCR
391	31425 21335	   	171.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3MLV|4RCR|5DMG|6RCVC|78VULN|9ASPD|aCDMG
392	31426 21315	   	171.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3MLV|4RCR|5ASPD|6RCVC|78VULN|9DMG|aCDMG
393	34533 31215	   	171.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	14AART|28BEXP|3ASPD|5RCR|6ZMB|7VULN|9DMG|aCDMG
394	32535 26213	 * 	171.68	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|2DUR	1AART|28ERES|3VULN|48DUR|5DMG|6FEWX|78CDMG|8BPWR|9RCR|aFLTHEA
395	32522 61326	   	171.66	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|25ERES|358VULN|4RCR|5BPWR|6FEWX|7ASPD|9DUR|aCDMG
396	31125 21335	   	171.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ERES|4RCR|5DMG|6RCVC|78VULN|9ASPD|aCDMG
397	31126 21315	   	171.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ERES|4RCR|5ASPD|6RCVC|78VULN|9DMG|aCDMG
398	32125 21335	   	171.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3FEWX|4RCR|5DMG|6RCVC|78VULN|9ASPD|aCDMG
399	32126 21315	   	171.64	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3FEWX|4RCR|5ASPD|6RCVC|78VULN|9DMG|aCDMG
400	31633 21263	 * 	171.60	ACR|2AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	14AART|2FEWX|3ZMB|5RCR|6DUR|78ASPD|9VULN|aDMG
401	16134 24323	   	171.48	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	1RMIN|24aDMG|3TLV|5RCR|6DUR|7VULN|8AART|9ASPD
402	23825 41264	   	171.47	ACR|3VULN|2DMG|1CDMG|1ASPD	17CGEN|2MBVNT|3DUST|47aVULN|5RCR|67DMG|7BPWR|8CDMG|9ASPD
403	23825 41232	   	171.47	ACR|3VULN|2DMG|1CDMG|1DUR	17CGEN|2MBVNT|3DUST|479VULN|5RCR|67DMG|7BPWR|8CDMG|aDUR
404	33222 56633	   	171.47	DCR|4VULN|1AART|1CDMG	1AART|2VENICY|3LIT|4568VULN|7RCR|9CDMG|aRPLT
405	33231 56632	   	171.47	DCR|4VULN|1AART|1CDMG	1AART|2VENICY|34LIT|568aVULN|7RCR|9CDMG
406	26312 61413	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|2aDMG|3CDMG|4TLV|5aDUST|6AART|7ERES|8aVULN|9RCR|aBPWR
407	23184 21261	 * 	171.44	ACR|2VULN|2DMG|3ASPD|1CDMG	17aCGEN|2MBVNT|3BEXP|4RCR|57aASPD|67VULN|7aBPWR|8CDMG|9aDMG
408	33222 56631	   	171.37	DCR|4VULN|1AART|1CDMG	1AART|2VENICY|3LIT|4568VULN|7RCR|9CDMG|aMBVNT
409	31125 52335	   	171.34	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ERES|4RCR|5DMG|68VULN|7RCVC|9ASPD|aCDMG
410	32125 52335	   	171.34	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3FEWX|4RCR|5DMG|68VULN|7RCVC|9ASPD|aCDMG
411	31126 52315	   	171.34	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ERES|4RCR|5ASPD|68VULN|7RCVC|9DMG|aCDMG
412	32126 52315	   	171.34	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3FEWX|4RCR|5ASPD|68VULN|7RCVC|9DMG|aCDMG
413	32526 52233	 * 	171.34	ACR|3VULN|1AART|2ASPD|1FLTHEA	1AART|28ERES|368VULN|4RCR|58ASPD|7RPLT|8BPWR|9DUST|aFLTHEA
414	42215 42346	   	171.33	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1DUR|2LHND|37VULN|4MBVNT|5RCR|6DMG|89AART|aZMB
415	32532 46342	   	171.32	DCR|3VULN|1AART|1DMG|2DUR	1AART|2ERES|359VULN|45DUR|5BPWR|6RCVC|7DMG|8MBVNT|aRCR
416	32613 31613	   	171.24	ACR|2AART|2DMG|1VULN|1CDMG	18AART|2ERES|3MLV|49DMG|5RCR|6CGEN|7VULN|aCDMG
417	32323 63513	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	1AART|28ERES|3DUR|4RCR|5BELT|689VULN|78BEXP|8BPWR|aDMG
418	31533 31361	   	171.23	ACR|3VULN|2AART|1ZMB|1ASPD	14AART|2FEWX|3ASPD|5RCR|6ZMB|789VULN|aLIT
419	31533 31363	   	171.23	ACR|3VULN|2AART|1ZMB|1ASPD	14AART|2FEWX|3ASPD|5RCR|6ZMB|789VULN|aLWND
420	31533 31365	   	171.23	ACR|3VULN|2AART|1ZMB|1ASPD	14AART|2FEWX|3ASPD|5RCR|6ZMB|789VULN|aBEXP
421	31633 61361	   	171.23	ACR|3VULN|2AART|1ZMB|1ASPD	14AART|2FEWX|3ZMB|5RCR|6ASPD|789VULN|aLIT
422	31633 61363	   	171.23	ACR|3VULN|2AART|1ZMB|1ASPD	14AART|2FEWX|3ZMB|5RCR|6ASPD|789VULN|aLWND
423	31321 21653	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|39VULN|4CGEN|5LIT|6RCR|7DMG|8ASPD|aCDMG
424	32522 51612	 * 	171.20	ACR|3AART|2VULN|1DMG|1ASPD	18aAART|25ERES|35VULN|4RCR|5BPWR|6LHND|7ASPD|9DMG
425	45232 51211	   	171.18	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	18DUR|2BEXP|38VULN|4RCR|5RCVC|68CDMG|7AART|8BPWR|9ZMB|aCGEN
426	45232 51212	   	171.18	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	18DUR|2BEXP|38VULN|4RCR|5RCVC|68CDMG|7AART|8BPWR|9ZMB|aMGNSTR
427	32525 51231	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8FEWX|9ASPD|aCGEN
428	32525 51232	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8FEWX|9ASPD|aDMSP
429	32522 61311	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|25ERES|358VULN|4RCR|5BPWR|6FEWX|7ASPD|9DMG|aCGEN
430	32522 61312	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|25ERES|358VULN|4RCR|5BPWR|6FEWX|7ASPD|9DMG|aDMSP
431	32522 61314	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|25ERES|358VULN|4RCR|5BPWR|6FEWX|7ASPD|9DMG|aLHND
432	32526 51211	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8FEWX|9DMG|aCGEN
433	32526 51212	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8FEWX|9DMG|aDMSP
434	33222 44326	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2VENICY|3LIT|45VULN|6RCR|7DMG|8DUR|9RPLT|aCDMG
435	32522 11612	   	171.10	ACR|3AART|2VULN|1DMG|1ASPD	18aAART|25ERES|35VULN|4RCR|5BPWR|6LEGI|7ASPD|9DMG
436	35623 61213	   	171.10	ACR|2AART|2VULN|1DMG|1ZMB	16AART|2LWND|3ZMB|4RCR|5BELT|7LHND|89VULN|aDMG
437	35623 62213	   	171.10	ACR|2AART|2VULN|1DMG|1ZMB	16AART|2LWND|3ZMB|4RCR|5BELT|7BEXP|89VULN|aDMG
438	23588 41213	   	171.05	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	17CGEN|2MBVNT|3VULN|4RCR|57DUST|67DMG|7BPWR|8CDMG|9AART|aFLTHEA
439	63548 41213	   	171.05	ACR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	17MLV|2MBVNT|3VULN|4RCR|57DUST|67DMG|7BPWR|8CDMG|9AART|aFLTHEA
440	32525 51131	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8DUST|9ASPD|aCGEN
441	32525 51132	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8DUST|9ASPD|aDMSP
442	32525 51233	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8FEWX|9ASPD|aTLV
443	32525 51331	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8MBVNT|9ASPD|aCGEN
444	32525 51332	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8MBVNT|9ASPD|aDMSP
445	32525 51334	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8MBVNT|9ASPD|aMGNSTR
446	32522 61313	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|25ERES|358VULN|4RCR|5BPWR|6FEWX|7ASPD|9DMG|aTLV
447	32522 61316	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|25aERES|358VULN|4RCR|5BPWR|6FEWX|7ASPD|9DMG
448	32526 51111	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8DUST|9DMG|aCGEN
449	32526 51112	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8DUST|9DMG|aDMSP
450	32526 51213	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8FEWX|9DMG|aTLV
451	32526 51311	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8MBVNT|9DMG|aCGEN
452	32526 51312	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8MBVNT|9DMG|aDMSP
453	32526 51314	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8MBVNT|9DMG|aMGNSTR
454	33222 44236	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2VENICY|3LIT|45VULN|6RCR|7DMG|8DUST|9DUR|aCDMG
455	31626 31326	   	170.97	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	1AART|2FEWX|36ZMB|4RCR|5ASPD|78VULN|9DUR|aCDMG
456	16134 32511	   	170.95	ACR|3DMG|2VULN|2CDMG	1RMIN|24aDMG|3TLV|5RCR|6aCDMG|7BEXP|8LHND|9aVULN|aBPWR
457	32525 51133	   	170.94	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8DUST|9ASPD|aTLV
458	32525 51333	   	170.94	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5DMG|8MBVNT|9ASPD|aTLV
459	32526 51113	   	170.94	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8DUST|9DMG|aTLV
460	32526 51313	   	170.94	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|367VULN|4RCR|5ASPD|8MBVNT|9DMG|aTLV
461	32522 14612	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	18AART|25ERES|35VULN|4RCR|5BPWR|6LEGI|7CGEN|9DMG|aZMB
462	16134 33511	   	170.85	ACR|3DMG|2VULN|2CDMG	1RMIN|24aDMG|3TLV|5RCR|6aCDMG|7DUST|8LHND|9aVULN|aBPWR
463	32333 61336	   	170.84	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR|1ASPD	14AART|2ERES|3DUR|5ZMB|67VULN|8CDMG|9ASPD|aRCR
464	33331 56613	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	15AART|2VENICY|3LHND|4BEXP|6DMG|7CDMG|8RCR|9aVULN
465	16233 12851	   	170.82	DCR|3VULN|3DMG	1RMIN|29aDMG|38aVULN|4aERES|5MBVNT|6RCR|7RPLT|aBPWR
466	26617 31243	   	170.77	DCR|3DMG|2VULN|1AART	18CGEN|258DMG|3RPLT|4MBVNT|68VULN|7AART|8BPWR|9DMSP|aRCR
467	35561 23211	 * 	170.73	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|28LWND|38ASPD|4DMG|5CDMG|68VULN|7LEGI|8BPWR|9RCR|aLHND
468	35561 23212	   	170.73	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|28LWND|38ASPD|4DMG|5CDMG|68VULN|7LEGI|8BPWR|9RCR|aBEXP
469	35561 23213	   	170.73	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|28LWND|38ASPD|4DMG|5CDMG|68VULN|7LEGI|8BPWR|9RCR|aMGNSTR
470	33225 56112	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2VENICY|35LIT|469VULN|7RCR|8DMG|aASPD
471	33231 56112	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2VENICY|34LIT|569VULN|7RCR|8DMG|aASPD
472	33231 56116	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|2VENICY|34LIT|569VULN|7RCR|8DMG|aDUR
473	34325 51342	   	170.68	DCR|4VULN|1AART|1DMG	1AART|2BEXP|3679VULN|4CGEN|5DMG|8MBVNT|aRCR
474	35325 51342	   	170.68	DCR|4VULN|1AART|1DMG	1AART|2LWND|3679VULN|4CGEN|5DMG|8MBVNT|aRCR
475	33222 56142	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2VENICY|3LIT|456VULN|7RCR|8DMG|9TLV|aDUR
476	23525 11512	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2MBVNT|345VULN|6ZMB|7RCR|8AART|9DMG|aDMSP
477	23525 11514	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2MBVNT|345VULN|6ZMB|7RCR|8AART|9DMG|aMGNSTR
478	32515 51342	   	170.58	DCR|4VULN|1AART|1DMG	1AART|2ERES|3679VULN|4LHND|5DMG|8MBVNT|aRCR
479	32563 61242	   	170.58	DCR|4VULN|1AART|1DMG	1AART|2ERES|3679VULN|4DMG|5MBVNT|8FEWX|aRCR
480	32563 61432	   	170.58	DCR|4VULN|1AART|1DMG	1AART|2ERES|3678VULN|4DMG|5MBVNT|9FEWX|aRCR
481	32563 61442	   	170.58	DCR|4VULN|1AART|1DMG	1AART|2ERES|3678VULN|4DMG|5MBVNT|9LHND|aRCR
482	23525 82212	   	170.57	DCR|3VULN|2DMG|1AART	1CGEN|2MBVNT|345VULN|69DMG|7AART|8FEWX|aRCR
483	23184 21264	   	170.55	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	17CGEN|2MBVNT|3BEXP|4RCR|57ASPD|67VULN|7BPWR|8CDMG|9DMG|aAART
484	35313 66213	   	170.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28LWND|38VULN|4LHND|5RMIN|6DMG|78CDMG|8BPWR|9RCR|aDUR
485	23525 11511	   	170.48	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2MBVNT|345VULN|6ZMB|7RCR|8AART|9DMG|aERES
486	23525 11513	   	170.48	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2MBVNT|345VULN|6ZMB|7RCR|8AART|9DMG|aTLV
487	32563 61142	   	170.48	DCR|4VULN|1AART|1DMG	1AART|2ERES|3679VULN|4DMG|5MBVNT|8DUST|aRCR
488	23525 82112	   	170.47	DCR|3VULN|2DMG|1AART	1CGEN|2MBVNT|345VULN|69DMG|7AART|8DUST|aRCR
489	31626 31311	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5ASPD|78VULN|9DMG|aCGEN
490	31626 31312	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5ASPD|78VULN|9DMG|aDMSP
491	31626 31314	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5ASPD|78VULN|9DMG|aLHND
492	35625 31323	   	170.44	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD	1AART|2LWND|36ZMB|4RCR|5aDMG|7VULN|8CGEN|9ASPD
493	31625 31325	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5DMG|78VULN|9RPLT|aASPD
494	31625 31331	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5DMG|78VULN|9ASPD|aCGEN
495	31625 31332	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5DMG|78VULN|9ASPD|aDMSP
496	31625 31334	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5DMG|78VULN|9ASPD|aLHND
497	32523 41223	   	170.43	ACR|3VULN|1AART|2CDMG	1AART|28ERES|389VULN|4RCR|56aRCVC|78CDMG|8BPWR
498	32561 13213	   	170.43	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1AART|28ERES|38VULN|4DMG|5CDMG|68DUST|7LEGI|8BPWR|9RCR|aFLTHEA
499	31626 31313	   	170.34	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5ASPD|78VULN|9DMG|aTLV
500	31626 31316	   	170.34	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2FEWX|36ZMB|4RCR|5ASPD|78VULN|9DMG|aERES
