0	Index      	 *	Score 	Summary	Detail	
486	41531 21623	   	148.44	ACR|1AART|1VULN|1CDMG|2ASPD|1ZMB|1DUR	1DUR|24ASPD|34CGEN|4BPWR|5RCR|6VULN|7MLV|8CDMG|9ZMB|aAART
487	22351 33243	 * 	148.36	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|28DUR|36DMG|46ERES|5RCR|6BPWR|7AART|9FEWX|aCDMG
488	22351 33253	   	148.36	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|28DUR|36DMG|46ERES|5RCR|6BPWR|7AART|9LHND|aCDMG
489	22351 33264	   	148.36	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|28DUR|36DMG|46ERES|5RCR|6BPWR|7AART|9DMSP|aCDMG
490	22123 26115	   	148.36	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|25DUR|3LHND|46VULN|7DMG|8ERES|9AART|aRCR
491	41511 21623	   	148.34	ACR|1AART|1VULN|1CDMG|2ASPD|1ZMB|1DUR	1DUR|24ASPD|3CGEN|5RCR|6VULN|7MLV|8CDMG|9ZMB|aAART
492	23523 33552	   	148.33	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2NUKE|3LIT|4VULN|59DMG|6ZMB|7AART|8BELT|aRCR
493	32613 34142	   	148.32	ACR|2VULN|2DMG|1AART|1ASPD|1MSE	1MSE|2DUST|3RCR|4ASPD|59DMG|6BEXP|7AART|8aVULN
494	22356 32531	   	148.32	DCR|3DMG|1VULN|1ZMB|1DUR	1RCVC|2DUR|356DMG|4ERES|7ZMB|8CGEN|9RCR|aVULN
495	22351 21222	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3DMG|4ERES|5RCR|6aVULN|7MLV|8CGEN|9AART
496	25531 22322	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2MLV|3CGEN|4DUR|5RCR|6aVULN|7TLV|8DMG|9AART
497	25561 33322	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2MLV|3CGEN|4aVULN|5RCR|6TLV|7DUR|8DMG|9AART
498	46351 21222	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2DMSP|3DMG|4ERES|5RCR|6aVULN|7MLV|8CGEN|9AART
499	64231 21322	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	1TLV|23CGEN|4DUR|5RCR|6aVULN|7MLV|8DMG|9AART
500	22351 33223	   	148.26	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|28DUR|36DMG|46ERES|5RCR|6BPWR|7AART|9LEGI|aCDMG
501	46351 33223	   	148.26	ACR|2DMG|1AART|1CDMG|2DUR	18DUR|2DMSP|36DMG|46ERES|5RCR|6BPWR|7AART|9LEGI|aCDMG
502	43314 36223	   	148.24	ACR|1AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3ERES|49ASPD|5RCR|6VULN|7MLV|8CDMG|aAART
503	32613 45113	   	148.22	ACR|2VULN|2DMG|1AART|1ASPD|1MSE	1MSE|2DUST|3RCR|4ASPD|5aDMG|6MBVNT|7AART|89VULN
504	16613 23351	   	148.22	ACR|2VULN|1DMG|1CDMG|2DUR	1CGEN|2FEWX|3RCR|4ERES|57DUR|68VULN|9DMG|aCDMG
505	64431 21322	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	13TLV|2CGEN|4DUR|5RCR|6aVULN|7MLV|8DMG|9AART
506	66521 21322	   	148.18	ACR|2VULN|1AART|1DMG|1DUR	14TLV|2DUR|3CGEN|5RCR|6aVULN|7MLV|8DMG|9AART
507	11634 63233	   	148.14	ACR|2AART|1DMG|1VULN|1DUR	1CGEN|2BEXP|3RCR|4LWND|5DUR|6NUKE|78AART|9VULN|aDMG
508	11662 15233	   	148.14	ACR|2AART|1VULN|1DMG|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|5MBVNT|6FEWX|78AART|9VULN|aDMG
509	11662 45233	   	148.14	ACR|2AART|1DMG|1VULN|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|5MBVNT|6LWND|78AART|9VULN|aDMG
510	13534 62312	   	148.07	DCR|3VULN|1DMG|1ZMB|1DUR|1SELL	1CGEN|2SELL|368VULN|4DUR|5ZMB|7TLV|9RCR|aDMG
511	41331 22563	 * 	148.01	ACR|2VULN|2ASPD|1CDMG|2DUR|1ZMB	18DUR|24ASPD|348ERES|48BPWR|5RCR|68VULN|7RPLT|9ZMB|aCDMG
512	21123 51642	   	148.00	DCR|2VULN|1DMG|1CDMG|2DUR	1RCVC|28BEXP|3LHND|48VULN|58DUR|6RCR|7MBVNT|8BPWR|9DMG|aCDMG
513	43321 31312	   	147.97	DCR|3VULN|1DMG|1ZMB|1DUR|1SELL	1DUR|2ZMB|3ERES|4TLV|567VULN|8SELL|9RCR|aDMG
514	11634 43111	   	147.97	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3RCR|4LWND|5DUR|6MLV|7AART|89VULN|aCDMG
515	16621 33333	   	147.97	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|24FEWX|3RCR|56VULN|7AART|8DUR|9LHND|aCDMG
516	16621 33361	   	147.97	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|24FEWX|3RCR|56VULN|7AART|8DUR|9CDMG|aLWND
517	16621 33362	   	147.97	ACR|2VULN|1AART|1CDMG|1DUR	1aCGEN|24FEWX|3RCR|56VULN|7AART|8DUR|9CDMG
518	22321 44324	   	147.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2DUR|3DMG|4FEWX|5VULN|6CDMG|7ASPD|8RMIN|9RCR|aAART
519	22141 23145	   	147.96	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3LHND|4RMIN|57VULN|6LIT|8RCR|9AART|aDMG
520	22321 63462	   	147.96	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3DMG|4FEWX|5aVULN|6RMIN|7LWND|8RCR|9AART
521	26131 24132	   	147.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RCVC|2RPLT|3CDMG|4BEXP|5aVULN|6AART|7DUR|8ASPD|9RCR
522	11615 14111	   	147.87	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3RCR|4ERES|5DUR|6FEWX|7AART|89VULN|aCDMG
523	11615 33111	   	147.87	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3RCR|4ERES|5DUR|6LHND|7AART|89VULN|aCDMG
524	16613 33111	   	147.87	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3RCR|4ERES|5DUR|6LWND|7AART|89VULN|aCDMG
525	11212 34462	   	147.86	DCR|2VULN|1AART|1DMG|1ASPD	1CGEN|2BEXP|3FEWX|4ERES|5aVULN|6ASPD|7DMG|8RCR|9AART
526	22121 34462	   	147.86	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3LHND|4aVULN|5FEWX|6ERES|7DMG|8RCR|9AART
527	22321 33462	   	147.86	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3DMG|4FEWX|5aVULN|6ERES|7LWND|8RCR|9AART
528	43514 31231	   	147.82	ACR|2VULN|1DMG|2DUR|1ZMB|1ASPD	17DUR|2ZMB|38CGEN|4ASPD|5RCR|69VULN|aDMG
529	11634 24113	   	147.80	ACR|1AART|1DMG|1VULN|1ZMB|1DUR	1CGEN|2BEXP|3RCR|4LWND|5DUR|6FEWX|7AART|8ZMB|9VULN|aDMG
530	11213 54153	   	147.72	DCR|2AART|1VULN|1DMG|1DUR	1CGEN|2BEXP|3FEWX|4ERES|5DUR|6RCR|79AART|8VULN|aDMG
531	23651 26333	 * 	147.72	ACR|4VULN|1CDMG|1DUR	1RCVC|2NUKE|3679VULN|4ERES|5RCR|8CDMG|aDUR
532	43314 34312	   	147.72	ACR|2VULN|1DMG|2DUR|1ZMB|1ASPD	1aDUR|2ZMB|3ERES|4ASPD|5RCR|68VULN|7DMG|9CGEN
533	43314 31331	   	147.72	ACR|2VULN|1DMG|2DUR|1ZMB|1ASPD	17DUR|2ZMB|3ERES|4ASPD|5RCR|69VULN|8RCVC|aDMG
534	41331 24431	 * 	147.56	ACR|2VULN|1AART|2ASPD|2DUR	1aDUR|24ASPD|347ERES|4BPWR|5RCR|69VULN|8AART
535	22131 54111	   	147.55	DCR|2VULN|1AART|1CDMG|1DUR	1RCVC|2DUR|3LHND|4BEXP|5FEWX|6RCR|7AART|89VULN|aCDMG
536	43314 31433	 * 	147.52	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	17DUR|2ZMB|3ERES|4ASPD|5RCR|6VULN|8LWND|9AART|aCDMG
537	43314 33333	   	147.52	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	18DUR|2ZMB|3ERES|4ASPD|5RCR|6VULN|7LHND|9AART|aCDMG
538	43314 61133	   	147.52	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	17DUR|2ZMB|3ERES|4ASPD|5RCR|6LHND|8VULN|9AART|aCDMG
539	23651 23124	 * 	147.48	ACR|2VULN|2AART|1CDMG	1RCVC|2NUKE|36VULN|4ERES|5RCR|79AART|8LHND|aCDMG
540	22351 22516	   	147.46	ACR|2VULN|2DMG|2DUR	1RCVC|28DUR|3aDMG|48ERES|5RCR|68VULN|7RPLT|8BPWR|9BEXP
541	11213 54111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3FEWX|4ERES|5DUR|6RCR|7AART|89VULN|aCDMG
542	11333 53111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3ERES|4LHND|5DUR|6RCR|7AART|89VULN|aCDMG
543	16213 54111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3BEXP|4ERES|5DUR|6RCR|7AART|89VULN|aCDMG
544	16333 53111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3ERES|4LHND|5DUR|6RCR|7AART|89VULN|aCDMG
545	42131 54111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1DUR|2DUST|35LHND|4BEXP|6RCR|7AART|89VULN|aCDMG
546	42333 54111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1DUR|2DUST|3LWND|45BEXP|6RCR|7AART|89VULN|aCDMG
547	52121 54111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1FEWX|2DUST|35LHND|4DUR|6RCR|7AART|89VULN|aCDMG
548	52133 54111	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1FEWX|2DUST|34LHND|5DUR|6RCR|7AART|89VULN|aCDMG
549	11635 43113	   	147.44	ACR|2VULN|1AART|1DMG	1CGEN|2BEXP|3RCR|4LWND|5FEWX|6MLV|7AART|89VULN|aDMG
550	45322 12513	   	147.36	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CGEN|8DMG|9LHND|aCDMG
551	45322 14111	   	147.36	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8LHND|9DMG|aCGEN
552	45322 14113	   	147.36	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8LHND|9DMG|aMLV
553	45322 14121	   	147.36	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8LHND|9VULN|aRPLT
554	45322 14122	   	147.36	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8LHND|9VULN|aLSRICY
555	45322 11613	   	147.36	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7LHND|8RMIN|9DMG|aCDMG
556	45322 12613	   	147.36	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CGEN|8LHND|9DMG|aCDMG
557	45322 13321	   	147.36	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|78LIT|9CDMG|aVULN
558	45322 15313	   	147.36	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7MLV|8LHND|9DMG|aCDMG
559	45352 13221	   	147.36	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	18DUR|2BASICY|3ZMB|4RCVC|5AART|6RCR|7LIT|9CDMG|aVULN
560	11115 54111	   	147.35	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3DUST|4ERES|5DUR|6RCR|7AART|89VULN|aCDMG
561	16113 54111	   	147.35	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3DUST|4ERES|5DUR|6RCR|7AART|89VULN|aCDMG
562	61213 54111	   	147.35	DCR|2VULN|1AART|1CDMG|1DUR	1TLV|2BEXP|3FEWX|4ERES|5DUR|6RCR|7AART|89VULN|aCDMG
563	61353 53111	   	147.35	DCR|2VULN|1AART|1CDMG|1DUR	1TLV|2BEXP|3ERES|4LHND|5DUR|6RCR|7AART|89VULN|aCDMG
564	11611 33113	   	147.34	ACR|2VULN|1AART|1DMG	1CGEN|2BEXP|3RCR|4ERES|5FEWX|6LWND|7AART|89VULN|aDMG
565	11626 63113	   	147.34	ACR|2VULN|1AART|1DMG	1CGEN|2BEXP|3RCR|4FEWX|5LHND|6NUKE|7AART|89VULN|aDMG
566	11635 63113	   	147.34	ACR|2VULN|1AART|1DMG	1CGEN|2BEXP|3RCR|4LWND|5FEWX|6NUKE|7AART|89VULN|aDMG
567	11636 13113	   	147.34	ACR|2VULN|1AART|1DMG	1CGEN|2BEXP|3RCR|4LWND|5ERES|6FEWX|7AART|89VULN|aDMG
568	16621 33121	   	147.34	ACR|2VULN|1AART|1DMG	1CGEN|24FEWX|3RCR|56VULN|7AART|8ERES|9DMSP|aDMG
569	53231 22626	   	147.27	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	13FEWX|2ZMB|4AART|5VULN|6DMG|7aDUR|8BELT|9RCR
570	26111 62162	   	147.27	DCR|3VULN|1AART|1CDMG	1RCVC|2RPLT|3CDMG|4LWND|568VULN|7BELT|9RCR|aAART
571	45322 12223	   	147.26	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CGEN|8TLV|9VULN|aCDMG
572	45322 12413	   	147.26	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CGEN|8DUST|9DMG|aCDMG
573	45322 14211	   	147.26	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8DUST|9DMG|aCGEN
574	45322 14213	   	147.26	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8DUST|9DMG|aMLV
575	45322 14221	   	147.26	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8DUST|9VULN|aRPLT
576	45322 14222	   	147.26	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8DUST|9VULN|aLSRICY
577	22321 63421	   	147.24	DCR|2VULN|2DMG|2DUR	1RCVC|29DUR|39DMG|4FEWX|5aVULN|6RMIN|79LWND|8RCR|9BPWR
578	22321 66421	   	147.24	DCR|2VULN|2DMG|2DUR	1RCVC|29DUR|39DMG|4FEWX|5aVULN|6RMIN|79BEXP|8RCR|9BPWR
579	11613 12265	   	147.22	ACR|2AART|1VULN|1ZMB|1DUR|1ASPD	1CGEN|2BEXP|3RCR|4ERES|57AART|6ASPD|8DUR|9VULN|aZMB
580	16612 34332	   	147.22	ACR|2VULN|1DMG|1ZMB|1ASPD|1DUR	1CGEN|2FEWX|3RCR|4ERES|58VULN|6ASPD|7DMG|9ZMB|aDUR
581	22356 32314	 * 	147.20	DCR|3DMG|1CDMG|2DUR|1ZMB	1RCVC|28DUR|356DMG|4ERES|7ZMB|9RCR|aCDMG
582	45322 14321	   	147.12	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1SELL	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8SELL|9BEXP|aDMG
583	45322 14323	   	147.12	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1SELL	14DUR|2BASICY|3ZMB|5AART|6RCR|7CDMG|8SELL|9BEXP|aVULN
584	11666 32331	   	147.09	ACR|2VULN|1DMG|2ASPD|1ZMB	15CGEN|26BEXP|3RCR|46ASPD|6BPWR|7ZMB|89VULN|aDMG
585	16621 14331	   	147.09	ACR|2VULN|1DMG|1CDMG|1ZMB	1CGEN|24FEWX|3RCR|58VULN|6BEXP|7DMG|9ZMB|aCDMG
586	22351 23326	   	147.07	ACR|3VULN|1DMG|1DUR|1ASPD	1RCVC|2DUR|3DMG|4ERES|5RCR|689VULN|7LWND|aASPD
587	41311 11134	   	147.06	ACR|2VULN|1AART|2ASPD|2DUR	1aDUR|24ASPD|3aERES|5RCR|6LWND|7TLV|8aVULN|9AART|aBPWR
588	41331 11134	   	147.06	ACR|2VULN|1AART|2ASPD|2DUR	1aDUR|24ASPD|34aERES|4aBPWR|5RCR|6LWND|7TLV|8aVULN|9AART
589	22321 65421	   	147.04	DCR|2VULN|2DMG|2DUR	1RCVC|29DUR|39DMG|4FEWX|5aVULN|6RMIN|79DUST|8RCR|9BPWR
590	51231 34213	   	147.03	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	13FEWX|2ASPD|4AART|5VULN|6DMG|7BELT|8RCR|9RPLT|aCDMG
591	51234 13314	   	147.03	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	13FEWX|2ASPD|4AART|5RPLT|6VULN|7DMG|8RCR|9LWND|aCDMG
592	51231 34253	   	146.93	DCR|1AART|1VULN|1DMG|2ASPD|1DUR	13FEWX|2aASPD|4AART|5VULN|6DMG|7BELT|8RCR|9DUR
593	52343 53113	   	146.93	DCR|2VULN|1AART|1DMG	1FEWX|2DUST|3LWND|4CGEN|5RMIN|6RCR|7AART|89VULN|aDMG
594	16612 24331	   	146.89	ACR|2VULN|1DMG|1CDMG|1ZMB	1CGEN|2FEWX|3RCR|4ERES|58VULN|6TLV|7DMG|9ZMB|aCDMG
595	22221 33435	   	146.89	DCR|3VULN|1AART|1ASPD|1DUR	1RCVC|2DUR|3CGEN|4FEWX|568VULN|7AART|9ASPD|aRCR
596	22231 33435	   	146.89	DCR|3VULN|1AART|1ASPD|1DUR	1RCVC|2DUR|3CGEN|4BEXP|568VULN|7AART|9ASPD|aRCR
597	11613 12321	   	146.87	ACR|2AART|2DMG|1ASPD	1CGEN|2BEXP|3RCR|4ERES|57AART|6ASPD|8aDMG|9DMSP
598	11613 12462	   	146.87	ACR|2AART|2VULN|1ASPD	1CGEN|2aBEXP|3RCR|4ERES|57AART|6ASPD|89VULN
599	11111 54113	   	146.83	DCR|2VULN|1AART|1DMG	1CGEN|2BEXP|3DUST|4ERES|5FEWX|6RCR|7AART|89VULN|aDMG
600	11136 53113	   	146.83	DCR|2VULN|1AART|1DMG	1CGEN|2BEXP|3DUST|4LWND|5ERES|6RCR|7AART|89VULN|aDMG
601	52353 53113	   	146.83	DCR|2VULN|1AART|1DMG	1FEWX|2DUST|3LWND|4ERES|5RMIN|6RCR|7AART|89VULN|aDMG
602	22261 33435	   	146.79	DCR|3VULN|1AART|1ASPD|1DUR	1RCVC|2DUR|3CGEN|4DUST|568VULN|7AART|9ASPD|aRCR
603	41123 24133	   	146.79	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|2ASPD|3DUST|4FEWX|5RMIN|689VULN|7AART|aRCR
604	11613 12461	   	146.77	ACR|2AART|2VULN|1ASPD	1CGEN|2BEXP|3RCR|4aERES|57AART|6ASPD|89VULN
605	11613 12463	   	146.77	ACR|2AART|2VULN|1ASPD	1CGEN|2BEXP|3RCR|4ERES|57AART|6ASPD|89VULN|aDUST
606	21123 53321	   	146.75	DCR|2VULN|2DMG|1DUR	1RCVC|29BEXP|39LHND|4aVULN|5DUR|6RCR|7RMIN|89DMG|9BPWR
607	56123 53321	   	146.75	DCR|2VULN|2DMG|1DUR	19FEWX|2DMSP|39LHND|4aVULN|5DUR|6RCR|7RMIN|89DMG|9BPWR
608	23651 26321	   	146.75	ACR|3VULN|1DMG|1CDMG	1RCVC|2NUKE|367VULN|4ERES|5RCR|8CDMG|9RPLT|aDMG
609	52223 53113	   	146.73	DCR|2VULN|1AART|1DMG	1FEWX|2DUST|3ERES|4LEGI|5RMIN|6RCR|7AART|89VULN|aDMG
610	61111 54113	   	146.73	DCR|2VULN|1AART|1DMG	1TLV|2BEXP|3DUST|4ERES|5FEWX|6RCR|7AART|89VULN|aDMG
611	61136 53113	   	146.73	DCR|2VULN|1AART|1DMG	1TLV|2BEXP|3DUST|4LWND|5ERES|6RCR|7AART|89VULN|aDMG
612	16162 26331	   	146.70	DCR|3VULN|1CDMG|1ZMB|1ASPD	1CGEN|2FEWX|3DUST|4ASPD|568VULN|7RCR|9ZMB|aCDMG
613	51522 26331	   	146.70	DCR|3VULN|1CDMG|1ZMB|1ASPD	1FEWX|2ASPD|3CGEN|4DUST|568VULN|7RCR|9ZMB|aCDMG
614	41111 24633	   	146.69	DCR|3VULN|1AART|1DUR|1ASPD	1DUR|2ASPD|3DUST|4ERES|5FEWX|689VULN|7AART|aRCR
615	41321 24633	   	146.69	DCR|3VULN|1AART|1DUR|1ASPD	1DUR|2ASPD|3ERES|4DUST|5FEWX|689VULN|7AART|aRCR
616	51113 24633	   	146.69	DCR|3VULN|1AART|1DUR|1ASPD	1FEWX|2ASPD|3DUST|4ERES|5DUR|689VULN|7AART|aRCR
617	16613 32261	   	146.67	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3RCR|4ERES|5DUR|6LWND|78VULN|9AART|aCDMG
618	11612 46113	   	146.67	ACR|2DMG|1AART|1CDMG|1ASPD	1CGEN|2BEXP|3RCR|4ERES|5CDMG|6ASPD|7aDMG|8BELT|9AART
619	11221 33454	   	146.67	DCR|3VULN|1AART|1FLTHEA	1CGEN|2BEXP|34FEWX|568VULN|7AART|9FLTHEA|aRCR
620	11231 33454	   	146.67	DCR|3VULN|1AART|1FLTHEA	1CGEN|24BEXP|3FEWX|568VULN|7AART|9FLTHEA|aRCR
621	21221 33454	   	146.67	DCR|3VULN|1AART|1FLTHEA	1RCVC|2BEXP|3CGEN|4FEWX|568VULN|7AART|9FLTHEA|aRCR
622	43123 24113	   	146.65	DCR|2VULN|2AART|1ZMB|1DUR	1DUR|2ZMB|3DUST|4FEWX|5RMIN|68VULN|79AART|aRCR
623	21523 41223	 * 	146.64	DCR|3VULN|1AART|2CDMG|1ZMB|1MSE	1RCVC|29BEXP|3MSE|479VULN|5AART|69CDMG|8RCR|9BPWR|aZMB
624	61325 53113	   	146.63	DCR|2VULN|1AART|1DMG	145TLV|2BEXP|3ERES|6RCR|7AART|89VULN|aDMG
625	11613 23235	   	146.62	ACR|2VULN|1AART|1ZMB|1DUR	19CGEN|29BEXP|3RCR|4ERES|5AART|6DUR|7RMIN|89VULN|9BPWR|aZMB
626	11663 22325	   	146.62	ACR|2AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2BEXP|3RCR|4ASPD|5TLV|67AART|8DUR|9VULN|aZMB
627	45522 13212	 * 	146.59	DCR|1AART|1VULN|1DMG|3DUR	148DUR|2BASICY|3DMG|5AART|6RCR|7LIT|9FEWX|aVULN
628	45522 13233	   	146.59	DCR|1AART|1VULN|1DMG|3DUR	148DUR|2BASICY|3DMG|5AART|6RCR|79LIT|aVULN
629	43213 23463	   	146.57	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	15DUR|2ZMB|3FEWX|4ERES|6VULN|7LWND|8RCR|9AART|aDMG
630	41331 22511	   	146.56	ACR|2VULN|1AART|2ASPD|2DUR	18DUR|24ASPD|348ERES|48BPWR|5RCR|68VULN|7RPLT|9FEWX|aAART
631	41331 22523	   	146.56	ACR|2VULN|1AART|2ASPD|2DUR	18DUR|24ASPD|348ERES|48BPWR|5RCR|68VULN|7RPLT|9LWND|aAART
632	41331 22551	   	146.56	ACR|2VULN|1AART|2ASPD|2DUR	18DUR|24ASPD|348ERES|48BPWR|5RCR|68VULN|7RPLT|9BEXP|aAART
633	43111 24613	   	146.55	DCR|2VULN|2AART|1ZMB|1DUR	1DUR|2ZMB|3DUST|4ERES|5FEWX|68VULN|79AART|aRCR
634	43521 33125	   	146.55	DCR|2VULN|2AART|1ZMB|1DUR	1DUR|2ZMB|3CGEN|4TLV|56VULN|79AART|8ERES|aRCR
635	53113 24613	   	146.55	DCR|2VULN|2AART|1ZMB|1DUR	1FEWX|2ZMB|3DUST|4ERES|5DUR|68VULN|79AART|aRCR
636	22122 42321	 * 	146.55	DCR|2VULN|2CDMG|2ZMB|2DUR|1ASPD	1RCVC|29DUR|3LHND|49VULN|58CDMG|6ASPD|79ZMB|9BPWR|aRCR
637	46122 42321	   	146.55	DCR|2VULN|2CDMG|2ZMB|2DUR|1ASPD	19DUR|2DMSP|3LHND|49VULN|58CDMG|6ASPD|79ZMB|9BPWR|aRCR
638	14211 31532	   	146.53	DCR|3VULN|1DMG|1CDMG	12CGEN|3LHND|4LWND|567VULN|8RCR|9CDMG|aDMG
639	14221 31532	   	146.53	DCR|3VULN|1DMG|1CDMG	12CGEN|3LHND|4FEWX|567VULN|8RCR|9CDMG|aDMG
640	16121 35532	   	146.53	DCR|3VULN|1DMG|1CDMG	17CGEN|24FEWX|37DUST|567VULN|7BPWR|8RCR|9CDMG|aDMG
641	16511 31532	   	146.53	DCR|3VULN|1DMG|1CDMG	13CGEN|2FEWX|4LWND|567VULN|8RCR|9CDMG|aDMG
642	56211 31532	   	146.53	DCR|3VULN|1DMG|1CDMG	1FEWX|2DMSP|3CGEN|4LWND|567VULN|8RCR|9CDMG|aDMG
643	43111 23463	   	146.47	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	17DUR|2ZMB|3DUST|4ERES|5FEWX|6VULN|8RCR|9AART|aDMG
644	53113 23463	   	146.47	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1FEWX|2ZMB|3DUST|4ERES|57DUR|6VULN|8RCR|9AART|aDMG
645	14261 31532	   	146.43	DCR|3VULN|1DMG|1CDMG	12CGEN|3LHND|4DUST|567VULN|8RCR|9CDMG|aDMG
646	16121 31532	   	146.43	DCR|3VULN|1DMG|1CDMG	1CGEN|24FEWX|3DUST|567VULN|8RCR|9CDMG|aDMG
647	56122 31532	   	146.43	DCR|3VULN|1DMG|1CDMG	1FEWX|2DMSP|3LHND|467VULN|5ERES|8RCR|9CDMG|aDMG
648	11113 23153	   	146.42	DCR|2AART|1VULN|1DMG|1DUR	1CGEN|2BEXP|3DUST|4ERES|59AART|6DUR|7RCR|8VULN|aDMG
649	11244 63122	   	146.41	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2BEXP|3FEWX|4CDMG|5ZMB|68VULN|7ASPD|9RCR|aDMG
650	32613 34112	   	146.39	ACR|3VULN|1AART|1DMG|1ASPD|1MSE	1MSE|2DUST|3RCR|4ASPD|5DMG|6BEXP|7AART|89aVULN
