0	Index      	 *	Score 	Summary	Detail	
324	14441 12131	   	149.95	DCR|2DMG|1AART|1CDMG|1ASPD	12CGEN|3AART|4aDMG|5CDMG|6RCR|7RCVC|8RPLT|9ASPD
325	25441 12131	   	149.95	DCR|2DMG|1AART|1CDMG|1ASPD	17RCVC|2MLV|3AART|4aDMG|5CDMG|6RCR|8RPLT|9ASPD
326	16621 33432	   	149.87	ACR|3VULN|1AART|1ASPD	1CGEN|24FEWX|3RCR|568VULN|7AART|9ASPD|aDUST
327	11634 63112	   	149.87	ACR|3VULN|1AART|1DUR	1CGEN|2BEXP|3RCR|4LWND|5DUR|6NUKE|7AART|89aVULN
328	11613 12263	 * 	149.87	ACR|2AART|1VULN|1CDMG|1DUR|1ASPD	1CGEN|2BEXP|3RCR|4ERES|57AART|6ASPD|8DUR|9VULN|aCDMG
329	13545 43424	   	149.84	ACR|2VULN|1AART|1DMG|1ASPD|1SELL	1CGEN|2SELL|39VULN|4MBVNT|5RCR|6AART|7DMG|8RMIN|aASPD
330	22351 22561	 * 	149.84	ACR|2VULN|1DMG|2CDMG|2DUR	1RCVC|28DUR|3DMG|48ERES|5RCR|68VULN|7RPLT|8BPWR|9aCDMG
331	45341 23113	 * 	149.83	DCR|1AART|1VULN|1DMG|2ZMB|2DUR	15DUR|2BASICY|36ZMB|4MLV|7VULN|8RCR|9DMG|aAART
332	45522 12322	   	149.71	DCR|1AART|1VULN|1DMG|2DUR|1ASPD	14DUR|2BASICY|3DMG|5AART|6RCR|7aCGEN|8ASPD|9VULN
333	45522 11311	   	149.71	DCR|1AART|1VULN|1DMG|2DUR|1ASPD	14DUR|2BASICY|3DMG|5AART|6RCR|7LHND|8LIT|9VULN|aASPD
334	45522 13111	   	149.71	DCR|1AART|1VULN|1DMG|2DUR|1ASPD	14DUR|2BASICY|3DMG|5AART|6RCR|7LIT|8BEXP|9VULN|aASPD
335	22343 46222	 * 	149.66	DCR|3DMG|3ASPD|2DUR|1SELL	1RCVC|28DUR|389DMG|478ASPD|5SELL|6RCR|8BPWR|aBEXP
336	16662 23331	   	149.62	ACR|3VULN|1CDMG|1ZMB|1ASPD	1CGEN|2FEWX|3RCR|4ASPD|568VULN|7LWND|9ZMB|aCDMG
337	45522 12321	   	149.61	DCR|1AART|1VULN|1DMG|2DUR|1ASPD	14DUR|2BASICY|3DMG|5AART|6RCR|7CGEN|8ASPD|9VULN|aDUST
338	41531 34111	   	149.58	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|346CGEN|46BPWR|5RCR|7AART|89VULN|aRPLT
339	41531 34112	   	149.58	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|346CGEN|46BPWR|5RCR|7AART|89VULN|aLHND
340	21351 33313	   	149.58	ACR|3DMG|2AART	1RCVC|2BEXP|368DMG|46ERES|5RCR|6BPWR|79AART|aMLV
341	56351 33313	   	149.58	ACR|3DMG|2AART	1FEWX|2DMSP|368DMG|46ERES|5RCR|6BPWR|79AART|aMLV
342	22343 46221	 * 	149.56	DCR|3DMG|3ASPD|2DUR|1SELL	1RCVC|28DUR|389DMG|478ASPD|5SELL|6RCR|8BPWR|aBASICY
343	43321 31515	   	149.56	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2ZMB|3ERES|4TLV|567VULN|8RMIN|9AART|aRCR
344	43521 31115	   	149.56	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2ZMB|3CGEN|4TLV|567VULN|8ERES|9AART|aRCR
345	11612 63126	   	149.52	ACR|3VULN|1CDMG|1ZMB|1ASPD	1CGEN|2BEXP|3RCR|4ERES|5CDMG|68aVULN|7ASPD|9ZMB
346	22314 32624	   	149.51	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1RCVC|29DUR|3DMG|489LWND|5ZMB|6CDMG|79VULN|9BPWR|aRCR
347	21351 46333	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2BEXP|3DMG|4ERES|5RCR|6LIT|7AART|8aVULN|9DUR
348	22351 33322	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DMSP|aBEXP
349	22351 33325	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DMSP|aRMIN
350	22351 33326	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DMSP|aFEWX
351	22351 33333	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aMLV
352	22351 33336	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aLWND
353	22351 33343	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9LWND|aMLV
354	22351 33346	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9LWND|aLHND
355	22351 33363	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9BEXP|aMLV
356	22351 33366	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9BEXP|aLWND
357	22351 33511	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8RPLT|9BEXP|aVULN
358	22351 33541	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8RPLT|9LWND|aVULN
359	25641 33321	   	149.48	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2MLV|3VULN|4ASPD|5RCR|6ERES|7AART|8aDMG|9DMSP
360	41511 34111	   	149.48	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36CGEN|5RCR|6BPWR|7AART|89VULN|aRPLT
361	41511 34112	   	149.48	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36CGEN|5RCR|6BPWR|7AART|89VULN|aLHND
362	41531 34113	   	149.48	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|346CGEN|46BPWR|5RCR|7AART|89VULN|aNUKE
363	46351 33322	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1DUR|29DMSP|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|aBEXP
364	46351 33333	   	149.48	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2DMSP|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aMLV
365	21351 33311	   	149.48	ACR|3DMG|2AART	1RCVC|2BEXP|368DMG|46ERES|5RCR|6BPWR|79AART|aTLV
366	21351 33312	   	149.48	ACR|3DMG|2AART	1RCVC|2BEXP|368DMG|46ERES|5RCR|6BPWR|79AART|aDUST
367	56351 33311	   	149.48	ACR|3DMG|2AART	1FEWX|2DMSP|368DMG|46ERES|5RCR|6BPWR|79AART|aTLV
368	56351 33312	   	149.48	ACR|3DMG|2AART	1FEWX|2DMSP|368DMG|46ERES|5RCR|6BPWR|79AART|aDUST
369	21351 33214	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2BEXP|36DMG|46ERES|5RCR|6BPWR|7AART|8DUR|9DLOT|aVULN
370	22351 33114	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8LWND|9DLOT|aVULN
371	22351 33311	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DLOT|aLHND
372	22351 33312	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DLOT|aBEXP
373	22351 33315	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DLOT|aLIT
374	22351 33331	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aTLV
375	22351 33332	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aDUST
376	22351 33335	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aNUKE
377	22351 33341	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9LWND|aTLV
378	22351 33342	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9LWND|aDUST
379	22351 33345	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9LWND|aNUKE
380	22351 33352	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9TLV|aBEXP
381	22351 33353	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9TLV|aCGEN
382	22351 33355	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9TLV|aLIT
383	22351 33361	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9BEXP|aTLV
384	22351 33362	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9BEXP|aDUST
385	22351 33365	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9BEXP|aNUKE
386	22351 33536	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8RPLT|9TLV|aVULN
387	22351 33551	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8RPLT|9DUST|aVULN
388	22351 63321	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|3aDMG|46ERES|5RCR|7AART|8VULN|9DMSP
389	23651 23221	   	149.38	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2NUKE|36VULN|4ERES|5RCR|7AART|8DUR|9DMSP|aDMG
390	23651 23235	   	149.38	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2NUKE|36VULN|4ERES|5RCR|7AART|8DUR|9FEWX|aDMG
391	23651 23324	   	149.38	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2NUKE|36VULN|4ERES|5RCR|7AART|8DMG|9DMSP|aDUR
392	23651 23334	   	149.38	ACR|2VULN|1AART|1DMG|1DUR	19RCVC|2NUKE|36VULN|4ERES|5RCR|7AART|8DMG|aDUR
393	41511 34113	   	149.38	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36CGEN|5RCR|6BPWR|7AART|89VULN|aNUKE
394	46351 33311	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2DMSP|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DLOT|aLHND
395	46351 33312	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2DMSP|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DLOT|aBEXP
396	46351 33331	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2DMSP|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aTLV
397	46351 33332	   	149.38	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2DMSP|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9FEWX|aDUST
398	53112 43124	   	149.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1FEWX|2ZMB|3DUST|4ERES|58VULN|6CDMG|7ASPD|9RCR|aAART
399	22351 36225	 * 	149.35	ACR|3DMG|2CDMG|3DUR	1RCVC|29aDUR|369DMG|46ERES|5RCR|69BPWR|7BEXP|89CDMG
400	11613 24153	   	149.34	ACR|2AART|1VULN|1DMG|1DUR	1CGEN|2BEXP|3RCR|4ERES|59AART|6DUR|7FEWX|8VULN|aDMG
401	22343 42316	   	149.33	DCR|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR|1SELL	1RCVC|2DUR|3DMG|4aASPD|5SELL|6RCR|7VULN|8CDMG|9ZMB
402	22351 33314	   	149.28	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8VULN|9DLOT|aTLV
403	22351 33351	   	149.28	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46aERES|5RCR|6BPWR|7AART|8VULN|9TLV
404	22351 33614	   	149.28	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7AART|8DUST|9DLOT|aVULN
405	23651 23314	   	149.28	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2NUKE|36VULN|49ERES|5RCR|7AART|8DMG|aDUR
406	41311 34111	   	149.28	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36ERES|5RCR|6BPWR|7AART|89VULN|aRPLT
407	41311 34112	   	149.28	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36ERES|5RCR|6BPWR|7AART|89VULN|aLHND
408	41311 34115	   	149.28	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36ERES|5RCR|6BPWR|7AART|89VULN|aCGEN
409	21361 22415	   	149.27	DCR|2VULN|2AART|1DMG	1RCVC|2BEXP|3DMG|4DUST|58VULN|67AART|9ERES|aRCR
410	11613 23233	   	149.27	ACR|2VULN|1AART|1CDMG|1DUR	19CGEN|29BEXP|3RCR|4ERES|5AART|6DUR|7RMIN|89VULN|9BPWR|aCDMG
411	11663 22323	   	149.27	ACR|2AART|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2BEXP|3RCR|4ASPD|5TLV|67AART|8DUR|9VULN|aCDMG
412	11663 22433	   	149.27	ACR|2AART|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2BEXP|3RCR|4ASPD|5TLV|67AART|8VULN|9DUR|aCDMG
413	22241 32331	   	149.23	ACR|2VULN|1DMG|2ASPD|1ZMB|1DUR	1RCVC|2DUR|36CGEN|46ASPD|5RCR|6BPWR|7ZMB|89VULN|aDMG
414	46241 32331	   	149.23	ACR|2VULN|1DMG|2ASPD|1ZMB|1DUR	1DUR|2DMSP|36CGEN|46ASPD|5RCR|6BPWR|7ZMB|89VULN|aDMG
415	45322 22611	 * 	149.21	DCR|2AART|1VULN|1FLTHEA|2DUR|1ZMB	14DUR|2BASICY|3ZMB|57AART|6CGEN|8FLTHEA|9VULN|aRCR
416	21123 52431	   	149.20	DCR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2BEXP|3LHND|479VULN|5DUR|6RCR|8ZMB|aCDMG
417	22121 52431	   	149.20	DCR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2DUR|3LHND|479VULN|5FEWX|6RCR|8ZMB|aCDMG
418	16621 35131	   	149.20	ACR|3VULN|1DMG|1ZMB	17CGEN|247FEWX|3RCR|567VULN|7BPWR|8LEGI|9ZMB|aDMG
419	41311 34113	   	149.18	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36ERES|5RCR|6BPWR|7AART|89VULN|aNUKE
420	41311 34114	   	149.18	ACR|2VULN|1AART|3ASPD|1DUR	1DUR|246ASPD|36ERES|5RCR|6BPWR|7AART|89VULN|aDUST
421	16531 22363	   	149.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	13CGEN|2FEWX|4AART|5VULN|6DMG|7DUR|8ASPD|9CDMG|aRCR
422	51231 32563	   	149.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	13FEWX|2ASPD|4AART|5VULN|6DMG|7DUR|8LHND|9CDMG|aRCR
423	56231 22363	   	149.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1FEWX|2DMSP|3CGEN|4AART|5VULN|6DMG|7DUR|8ASPD|9CDMG|aRCR
424	11662 53141	   	149.15	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|5MBVNT|6CDMG|7DMG|8VULN|9AART|aLWND
425	11662 53143	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|5MBVNT|6CDMG|7DMG|8VULN|9AART|aMLV
426	11662 53144	   	149.15	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|5MBVNT|6CDMG|7DMG|8VULN|9AART|aRMIN
427	11662 53344	   	149.15	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|5MBVNT|6CDMG|7DMG|8LWND|9AART|aVULN
428	22351 34231	   	149.13	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7ZMB|8LHND|9VULN|aCDMG
429	22351 34331	   	149.13	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2DUR|36DMG|46ERES|5RCR|6BPWR|7ZMB|8BEXP|9VULN|aCDMG
430	25651 23222	   	149.13	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MLV|36VULN|4ERES|5RCR|7DUR|8CDMG|9ZMB|aDMG
431	41166 22321	 * 	149.11	DCR|2VULN|2CDMG|2ASPD|2DUR|1ZMB	19DUR|24ASPD|39DUST|58CDMG|6ZMB|79VULN|9BPWR|aRCR
432	16621 31413	   	149.10	ACR|3VULN|1DMG|1ZMB	1CGEN|24FEWX|3RCR|567VULN|8BEXP|9ZMB|aDMG
433	51234 12632	   	149.09	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	13FEWX|2ASPD|4AART|5RPLT|6aVULN|7DUR|8CDMG|9RCR
434	11613 24111	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3RCR|4ERES|5AART|6DUR|7FEWX|89VULN|aCDMG
435	11613 26111	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3RCR|4ERES|5AART|6DUR|7LWND|89VULN|aCDMG
436	11613 41131	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|28BEXP|3RCR|4ERES|5AART|6CDMG|7aVULN|9DUR
437	11613 41613	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3RCR|4ERES|5AART|6CDMG|7aVULN|8DUR|9LWND
438	11613 41631	   	149.07	ACR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3RCR|4ERES|5AART|6CDMG|7aVULN|8DUR|9RCVC
439	21351 33341	   	149.04	ACR|3DMG|1AART|1ZMB	1RCVC|2BEXP|368DMG|469ERES|5RCR|6BPWR|7AART|aZMB
440	21351 33356	   	149.04	ACR|3DMG|1AART|1ZMB	1RCVC|2BEXP|368DMG|46ERES|5RCR|6BPWR|7AART|9DUST|aZMB
441	22441 32331	   	149.03	ACR|2VULN|1DMG|2ASPD|1ZMB|1DUR	1RCVC|2DUR|36TLV|46ASPD|5RCR|6BPWR|7ZMB|89VULN|aDMG
442	43314 25133	   	149.03	ACR|2VULN|1DMG|2ASPD|1ZMB|1DUR	1DUR|2ZMB|3aERES|4aASPD|5RCR|6LIT|7aVULN|8DUST|9DMG|aBPWR
443	23651 25222	   	149.03	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2NUKE|36VULN|4ERES|5RCR|7DUR|8CDMG|9ZMB|aDMG
444	45352 12323	   	149.01	DCR|1AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BASICY|3ZMB|4RCVC|5AART|6RCR|7CGEN|8ASPD|9VULN|aCDMG
445	26411 12326	 * 	148.96	3VULN|3DMG|1AART|2ASPD	1RCVC|2RPLT|3AART|459BEXP|6aASPD|79aVULN|89aDMG|9aBPWR
446	22111 44312	 * 	148.96	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RCVC|2DUR|3LHND|47ASPD|58VULN|6CDMG|9RCR|aDMG
447	22122 44312	   	148.96	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RCVC|2DUR|3LHND|48VULN|5CDMG|67ASPD|9RCR|aDMG
448	55532 13213	   	148.92	DCR|2AART|1VULN|1DMG|1DUR	14FEWX|2BASICY|3DMG|5aAART|6RCR|7LIT|8DUR|9VULN
449	53231 22623	   	148.92	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	13FEWX|2ZMB|4AART|5VULN|6DMG|7DUR|8BELT|9RCR|aASPD
450	53521 33363	   	148.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3CGEN|4TLV|56VULN|7AART|8DUR|9CDMG|aRCR
451	22133 63533	   	148.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	18RCVC|2DUR|3LHND|4BEXP|5AART|6VULN|7RCR|9DMG|aCDMG
452	53511 43232	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2ZMB|37CGEN|4ASPD|59VULN|6CDMG|8RCR|aDMG
453	26114 14133	   	148.81	ACR|2VULN|1DMG|2CDMG|1ZMB	1RCVC|2RPLT|3aCDMG|4LWND|5RCR|6aBEXP|7DMG|8ZMB|9aVULN|aBPWR
454	26124 14133	   	148.81	ACR|2VULN|1DMG|2CDMG|1ZMB	1RCVC|2RPLT|3aCDMG|4FEWX|5RCR|6aBEXP|7DMG|8ZMB|9aVULN|aBPWR
455	21351 31121	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2BEXP|36DMG|467ERES|5RCR|6BPWR|8AART|9VULN|aDUR
456	22351 31123	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|467ERES|5RCR|6BPWR|8AART|9VULN|aLWND
457	22351 31126	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|467ERES|5RCR|6BPWR|8AART|9VULN|aMLV
458	22351 31132	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2DUR|36DMG|467ERES|5RCR|6BPWR|8AART|9RMIN|aVULN
459	46351 31123	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2DMSP|36DMG|467ERES|5RCR|6BPWR|8AART|9VULN|aLWND
460	46351 31132	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2DMSP|36DMG|467ERES|5RCR|6BPWR|8AART|9RMIN|aVULN
461	56351 31121	   	148.78	ACR|2DMG|1AART|1VULN|1DUR	1FEWX|2DMSP|36DMG|467ERES|5RCR|6BPWR|8AART|9VULN|aDUR
462	25561 23212	   	148.78	ACR|2VULN|2DMG|1CDMG	1RCVC|2MLV|3CGEN|46VULN|5RCR|7DUST|8CDMG|9aDMG
463	25561 23332	   	148.78	ACR|2VULN|2DMG|1CDMG	1RCVC|2MLV|3CGEN|46VULN|5RCR|7DUST|8aDMG|9CDMG
464	16662 23323	   	148.77	ACR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3RCR|4ASPD|568VULN|7LWND|9AART|aMLV
465	43321 33365	   	148.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3ERES|4TLV|56VULN|7AART|8FEWX|9CDMG|aRCR
466	11663 22413	   	148.74	ACR|2AART|1VULN|1DMG|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|5TLV|67AART|8VULN|9RCVC|aDMG
467	13543 43328	   	148.68	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1CGEN|2SELL|39VULN|4MBVNT|5FEWX|6AART|7DMG|8ZMB|aRCR
468	64261 23212	   	148.68	ACR|2VULN|2DMG|1CDMG	1TLV|23CGEN|46VULN|5RCR|7DUST|8CDMG|9aDMG
469	64261 23332	   	148.68	ACR|2VULN|2DMG|1CDMG	1TLV|23CGEN|46VULN|5RCR|7DUST|8aDMG|9CDMG
470	21121 52434	   	148.68	DCR|3VULN|1DMG|1ZMB	1RCVC|2BEXP|3LHND|479VULN|5FEWX|6RCR|8ZMB|aDMG
471	16612 36322	   	148.67	ACR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3RCR|4ERES|58aVULN|6ASPD|7MLV|9AART
472	16662 21122	   	148.67	ACR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3RCR|4ASPD|56aVULN|7MLV|8TLV|9AART
473	16662 23321	   	148.67	ACR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3RCR|4ASPD|568VULN|7LWND|9AART|aTLV
474	16662 23322	   	148.67	ACR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3RCR|4ASPD|568VULN|7LWND|9AART|aDUST
475	25441 13213	   	148.66	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	1RCVC|2MLV|3AART|4DMG|5CDMG|6RCR|7ZMB|8LHND|9aDUR
476	25441 13313	   	148.66	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB	1RCVC|2MLV|3AART|4DMG|5CDMG|6RCR|7ZMB|8BEXP|9aDUR
477	11663 22423	   	148.64	ACR|2AART|1VULN|1DMG|1ASPD	1CGEN|2BEXP|3RCR|4ASPD|59TLV|67AART|8VULN|aDMG
478	11663 21324	   	148.57	ACR|2VULN|1AART|2ASPD|1DUR	1aCGEN|27BEXP|3RCR|4aASPD|5TLV|6AART|8DUR|9aVULN|aBPWR
479	11663 23324	   	148.57	ACR|2VULN|1AART|2ASPD|1DUR	17aCGEN|2BEXP|3RCR|4aASPD|5TLV|6AART|8DUR|9aVULN|aBPWR
480	21111 54421	   	148.56	DCR|2VULN|2DMG|2ASPD	1RCVC|29BEXP|3LHND|49ASPD|5aVULN|6FEWX|79DMG|8RCR|9BPWR
481	21111 64421	   	148.56	DCR|2VULN|2DMG|2ASPD	1RCVC|29BEXP|3LHND|49ASPD|5aVULN|6LWND|79DMG|8RCR|9BPWR
482	66321 12341	 * 	148.47	ACR|3VULN|1AART|2DUR	149TLV|29DUR|3ERES|5RCR|6LWND|789VULN|9BPWR|aAART
483	66321 32341	   	148.47	ACR|3VULN|1AART|2DUR	149TLV|29DUR|3ERES|5RCR|6LHND|789VULN|9BPWR|aAART
484	22123 26215	   	148.46	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|25DUR|3LHND|46VULN|7DMG|8MLV|9AART|aRCR
485	22123 26515	   	148.46	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|25DUR|3LHND|46VULN|7DMG|8RMIN|9AART|aRCR
