0	Index      	Bounty	 *	Score 	Summary	Detail	
339	42331 22351	5	   	243.96	DCR|3VULN|2DMG|2ASPD	1RCVC|2RPLT|379VULN|49ASPD|59DMG|6RCR|8RMIN|9BPWR|aBEXP
340	42331 22353	5	   	243.96	DCR|3VULN|2DMG|2ASPD	1RCVC|2RPLT|379VULN|49ASPD|59DMG|6RCR|8RMIN|9BPWR|aBELT
341	42331 22356	5	   	243.96	DCR|3VULN|2DMG|2ASPD	1RCVC|2RPLT|379VULN|49ASPD|59DMG|6RCR|8RMIN|9BPWR|aDMSP
342	46332 22351	1	   	243.96	DCR|3VULN|2DMG|2ASPD	1RCVC|29ASPD|3RPLT|49DMG|579VULN|6RCR|8RMIN|9BPWR|aBEXP
343	46332 22353	1	   	243.96	DCR|3VULN|2DMG|2ASPD	1RCVC|29ASPD|3RPLT|49DMG|579VULN|6RCR|8RMIN|9BPWR|aBELT
344	42331 22352	5	   	243.86	DCR|3VULN|2DMG|2ASPD	1RCVC|2RPLT|379VULN|49ASPD|59DMG|6RCR|8RMIN|9BPWR|aERES
345	42331 22354	5	   	243.86	DCR|3VULN|2DMG|2ASPD	1RCVC|2RPLT|379VULN|49ASPD|59DMG|6RCR|8RMIN|9BPWR|aMBVNT
346	46332 22352	1	   	243.86	DCR|3VULN|2DMG|2ASPD	1RCVC|29ASPD|3RPLT|49DMG|579VULN|6RCR|8RMIN|9BPWR|aERES
347	26212 14332	7	   	243.85	DCR|4VULN|1DMG|1DUR	137LWND|257ERES|4567VULN|57BPWR|8RCR|9DUR|aDMG
348	66222 11811	7	   	243.71	DCR|3VULN|3DUR|2LIT	138ERES|2aLIT|48aVULN|5MBVNT|6RCR|78aDUR|8aBPWR|9TBNT
349	33651 32352	4	   	243.67	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1AART|2LIT|3ERES|4DUR|5ASPD|678VULN|9CDMG|aRCR
350	34336 32352	4	   	243.67	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1AART|2DUR|3LIT|478VULN|5ASPD|6ERES|9CDMG|aRCR
351	34341 32352	3	   	243.67	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1AART|2DUR|3LIT|4ERES|5ASPD|678VULN|9CDMG|aRCR
352	34351 32352	4	   	243.67	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1AART|2DUR|3LIT|4ERES|5ASPD|678VULN|9CDMG|aRCR
353	63141 31512	2	   	243.67	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	1ERES|2DUR|358VULN|4CDMG|6AART|7LIT|9ASPD|aRCR
354	63132 37152	1	   	243.65	DCR|4VULN|1DMG|1TLV	1ERES|235aVULN|4RMIN|6MBVNT|7DMG|8RCR|9TLV
355	64513 31113	5	 * 	243.65	DCR|4VULN|2TLV|1DUR	1ERES|2345VULN|6RPLT|78TLV|9DUR|aRCR
356	63152 23223	1	   	243.55	DCR|4VULN|1DMG|1TLV	146ERES|2347VULN|4BPWR|5DMG|8MBVNT|9TLV|aRCR
357	64152 23223	2	   	243.55	DCR|4VULN|1DMG|1TLV	146ERES|2347VULN|4BPWR|5DMG|8MBVNT|9TLV|aRCR
358	26212 14334	7	   	243.33	DCR|5VULN|1DUR	137LWND|257ERES|4567aVULN|57BPWR|8RCR|9DUR
359	35334 23363	9	   	243.30	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|29BEXP|3LIT|49VULN|5DMG|6RCR|7FEWX|89DUR|9BPWR|aTLV
360	64513 21111	6	   	243.23	DCR|5VULN|1DUR	1ERES|23456VULN|7LWND|8RCR|9DUR|aMLV
361	64513 21112	6	   	243.23	DCR|5VULN|1DUR	1ERES|23456VULN|7LWND|8RCR|9DUR|aCGEN
362	64513 21113	6	   	243.23	DCR|5VULN|1DUR	1ERES|23456VULN|7LWND|8RCR|9DUR|aFEWX
363	64513 21121	6	   	243.23	DCR|5VULN|1TLV	1ERES|23456VULN|7LWND|8RCR|9TLV|aDMSP
364	64513 21122	6	   	243.23	DCR|5VULN|1TLV	1ERES|23456VULN|7LWND|8RCR|9TLV|aBEXP
365	64513 21123	6	   	243.23	DCR|5VULN|1TLV	1ERES|23456VULN|7LWND|8RCR|9TLV|aZMB
366	42333 35333	5	   	243.21	DCR|3VULN|2DMG|1ASPD|1AART	1RCVC|2RPLT|38aVULN|4ASPD|5AART|69DMG|7RCR
367	64511 11223	6	   	243.13	DCR|5VULN|1DUR|1NUKE	1ERES|23489VULN|5NUKE|6RCR|7DUR|aCGEN
368	34334 23312	8	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7FEWX|aTLV
369	34334 23331	10	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7FEWX|aTLV
370	34334 23332	9	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7FEWX|aTLV
371	34334 25312	8	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7BEXP|aTLV
372	34334 25331	10	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7BEXP|aTLV
373	34334 25332	9	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7BEXP|aTLV
374	34334 26312	8	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7LWND|aTLV
375	34334 26331	10	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7LWND|aTLV
376	34334 26332	9	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3LIT|49VULN|5DMG|6RCR|7LWND|aTLV
377	32465 33312	8	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|2RMIN|35DUR|45VULN|5BPWR|6ERES|7LIT|8DMG|9RCR|aTLV
378	34334 21261	10	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|29DUR|3LIT|48VULN|5DMG|6RCR|7LHND|aTLV
379	34334 21262	9	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|29DUR|3LIT|48VULN|5DMG|6RCR|7LHND|aTLV
380	34336 33112	5	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|25DUR|3LIT|46VULN|7DMG|8LHND|9RCR|aTLV
381	34336 33312	5	   	243.10	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|25DUR|3LIT|46VULN|7DMG|8BEXP|9RCR|aTLV
382	64511 11213	6	   	243.03	DCR|5VULN|1DUR|1NUKE	1ERES|2348aVULN|5NUKE|6RCR|7DUR|9BBNT
383	64511 11221	6	   	243.03	DCR|5VULN|1DUR|1NUKE	1ERES|23489VULN|5NUKE|6RCR|7DUR|aLEGI
384	34136 21432	4	   	243.00	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3MBVNT|45VULN|6RCR|7LIT|9DMG|aTLV
385	34136 22432	4	   	243.00	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|27DUR|3MBVNT|45VULN|6RCR|8LIT|9DMG|aTLV
386	34166 21432	3	   	243.00	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|28DUR|3MBVNT|45VULN|6RCR|7LIT|9DMG|aTLV
387	34166 22432	3	   	243.00	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1AART|27DUR|3MBVNT|45VULN|6RCR|8LIT|9DMG|aTLV
388	35221 21325	1	   	243.00	DCR|2VULN|3ASPD|1DMG|1DUR|1AART	1AART|29aASPD|3DMG|4aDUST|5DUR|6RCR|7LIT|8aVULN|aBPWR
389	31213 51346	2	 * 	242.89	DCR|3VULN|2TLV|1DMG|1AART	1AART|29DUST|3RPLT|489VULN|5LIT|6DMG|79TLV|9BPWR|aRCR
390	63523 32143	4	   	242.74	DCR|3VULN|2DUR|1TLV|1ASPD|1SELL	1ERES|25DUR|357VULN|4RMIN|5BPWR|6SELL|8TLV|9ASPD|aRCR
391	31636 32611	6	   	242.68	DCR|2VULN|3DUR|2CDMG|1ASPD|1AART	1AART|27DUST|38aDUR|47VULN|57CDMG|6RCR|7BPWR|9ASPD
392	63141 16132	2	   	242.41	DCR|3VULN|3DUR|1CDMG	1ERES|27aDUR|359VULN|4CDMG|6BBNT|8RCR
393	34334 41231	5	   	242.41	DCR|2VULN|2DMG|2DUR|2AART|1SELL	19AART|28DUR|3LIT|48VULN|58DMG|6SELL|7RCR|8BPWR|aBEXP
394	34334 41233	5	   	242.31	DCR|2VULN|2DMG|2DUR|2AART|1SELL	19AART|28DUR|3LIT|48VULN|58DMG|6SELL|7RCR|8BPWR|aBBNT
395	35631 23362	4	   	242.17	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1AART	1AART|2BEXP|3DUR|48VULN|5TLV|6CDMG|7RCR|9LIT|aDMG
396	34334 21243	10	   	242.17	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1AART	1AART|2DUR|3LIT|48VULN|5DMG|6RCR|7LHND|9TLV|aCDMG
397	35211 55232	1	 * 	242.17	DCR|2VULN|3DMG|2ASPD|1AART	1AART|24ASPD|348DMG|4BPWR|5BBNT|6aVULN|7BEXP|9RCR
398	33132 42415	2	   	242.01	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1AART|26LIT|3BEXP|4DUR|567VULN|6BPWR|8CGEN|9RCR|aTLV
399	35253 26113	1	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1AART|2ASPD|3DMG|489VULN|5BEXP|6RCR|7ZMB|aTLV
400	42333 35214	5	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1RCVC|2RPLT|39aVULN|4ASPD|5AART|6DMG|7RCR|8TLV
401	42331 35234	4	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1RCVC|2RPLT|35aVULN|4ASPD|6AART|7RCR|8TLV|9DMG
402	43412 12252	1	   	241.88	DCR|3VULN|2CDMG|1TLV|1ASPD|1AART	1RCVC|24CDMG|346VULN|4BPWR|5ASPD|7AART|8BEXP|9RCR|aTLV
403	35332 42161	3	   	241.86	DCR|4VULN|1DUR|1AART	1AART|26BEXP|3LIT|4DUR|5679VULN|6BPWR|8RCVC|aRCR
404	31636 32315	6	   	241.78	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	1AART|27DUST|3DUR|478VULN|57CDMG|6RCR|7BPWR|9ASPD|aLHND
405	34136 24224	4	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|45aVULN|6RCR|7ASPD|8DMG|9CGEN
406	34166 24224	3	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|45aVULN|6RCR|7ASPD|8DMG|9CGEN
407	34332 31311	4	   	241.76	DCR|4VULN|1DUR|1AART	1AART|2DUR|3LIT|4568VULN|79LHND|aRCR
408	34332 35161	4	   	241.76	DCR|4VULN|1DUR|1AART	1AART|2DUR|3LIT|4569VULN|7BEXP|8RCVC|aRCR
409	35332 33161	4	   	241.76	DCR|4VULN|1DUR|1AART	1AART|2BEXP|3LIT|4569VULN|7DUR|8RCVC|aRCR
410	35332 35361	4	   	241.76	DCR|4VULN|1DUR|1AART	1AART|27BEXP|3LIT|4569VULN|8DUR|aRCR
411	31636 32316	6	   	241.68	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	1AART|27DUST|3DUR|478VULN|57CDMG|6RCR|7BPWR|9ASPD|aTBNT
412	31636 32342	6	   	241.68	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	1AART|27DUST|3DUR|478VULN|57CDMG|6RCR|7BPWR|9TBNT|aASPD
413	36131 16252	9	   	241.68	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1AART|24ERES|3ASPD|589VULN|6DUR|7RCR|aDMG
414	34332 23236	4	   	241.67	DCR|3VULN|2DUR|2AART	19AART|28DUR|3LIT|458VULN|6RPLT|78ZMB|8BPWR|aRCR
415	32521 54333	1	   	241.66	DCR|4VULN|1TLV|1AART	1AART|2ERES|3TLV|468aVULN|5RCVC|7RCR|9LIT
416	64513 32231	8	   	241.66	DCR|4VULN|1DUR|1AART	1ERES|2345VULN|6DUR|7RMIN|8LIT|9AART|aRCR
417	34432 11113	4	   	241.64	DCR|3VULN|2DUR|1TLV|1AART	1AART|27DUR|3ZMB|489VULN|5BEXP|6RCR|aTLV
418	35632 23313	4	   	241.64	DCR|3VULN|2DUR|1TLV|1AART	1AART|2BEXP|35DUR|479VULN|6ZMB|8RCR|aTLV
419	35636 11113	4	   	241.64	DCR|3VULN|2DUR|1TLV|1AART	1AART|2BEXP|37DUR|489VULN|5ZMB|6RCR|aTLV
420	35652 23313	3	   	241.64	DCR|3VULN|2DUR|1TLV|1AART	1AART|2BEXP|35DUR|479VULN|6ZMB|8RCR|aTLV
421	34131 15126	4	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|2aDUR|3MBVNT|478VULN|5TLV|6RCR|9LWND
422	34131 53326	4	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|2aDUR|3MBVNT|467VULN|5TLV|8RCR|9LWND
423	34131 53482	4	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|28DUR|3MBVNT|467VULN|5TLV|9RCR|aBEXP
424	34131 53483	4	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|28DUR|3MBVNT|467VULN|5TLV|9RCR|aFEWX
425	34136 22822	4	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|27DUR|3MBVNT|458VULN|6RCR|9TLV|aBEXP
426	34136 22823	4	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|27DUR|3MBVNT|458VULN|6RCR|9TLV|aFEWX
427	35131 11456	4	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|2BEXP|3MBVNT|489VULN|5TLV|6RCR|7aDUR
428	34112 22834	5	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1AART|27DUR|3MBVNT|4TLV|5CGEN|6RCR|89aVULN
429	34136 22323	4	   	241.51	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1AART|278DUR|3MBVNT|45VULN|6RCR|9CDMG|aTLV
430	34166 22323	3	   	241.51	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1AART|278DUR|3MBVNT|45VULN|6RCR|9CDMG|aTLV
431	34132 22723	4	   	241.51	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1AART|257DUR|3MBVNT|48VULN|6RCR|9CDMG|aTLV
432	34162 22723	3	   	241.51	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1AART|257DUR|3MBVNT|48VULN|6RCR|9CDMG|aTLV
433	33216 32261	2	   	241.47	DCR|3VULN|2DUR|2AART	13AART|2LIT|4BEXP|58DUR|679VULN|aRCR
434	34331 22261	6	   	241.47	DCR|3VULN|2DUR|2AART	16AART|28DUR|3LIT|479VULN|5BEXP|aRCR
435	35631 22261	6	   	241.47	DCR|3VULN|2DUR|2AART	16AART|2BEXP|38DUR|479VULN|5LIT|aRCR
436	31131 11456	4	   	241.44	DCR|3VULN|2DUR|1TLV|1AART	1AART|2DUST|3MBVNT|489VULN|5TLV|6RCR|7aDUR
437	31161 11456	3	   	241.44	DCR|3VULN|2DUR|1TLV|1AART	1AART|2DUST|3MBVNT|489VULN|5TLV|6RCR|7aDUR
438	34131 53481	4	   	241.44	DCR|3VULN|2DUR|1TLV|1AART	1AART|28DUR|3MBVNT|467VULN|5TLV|9RCR|aDUST
439	34131 53484	4	   	241.44	DCR|3VULN|2DUR|1TLV|1AART	1AART|28DUR|3MBVNT|467VULN|5TLV|9RCR|aERES
440	34136 22821	4	   	241.44	DCR|3VULN|2DUR|1TLV|1AART	1AART|27DUR|3MBVNT|458VULN|6RCR|9TLV|aDUST
441	34136 22824	4	   	241.44	DCR|3VULN|2DUR|1TLV|1AART	1AART|27DUR|3MBVNT|458VULN|6RCR|9TLV|aERES
442	34131 24522	9	   	241.37	DCR|3VULN|2DUR|2AART	16AART|29DUR|3MBVNT|47aVULN|5LIT|8RCR
443	34336 13322	9	   	241.33	DCR|2VULN|3DUR|2ASPD|1NUKE|1AART	1AART|259DUR|3LIT|49VULN|6BELT|7NUKE|89ASPD|9BPWR|aRCR
444	34136 27144	4	   	241.12	DCR|4VULN|2AART|1DUR	19AART|2DUR|3MBVNT|458aVULN|6RCR|7ZMB
445	61422 24133	1	   	241.05	DCR|4VULN|1DMG|1CDMG	1ERES|2BBNT|3CDMG|469aVULN|5DMG|7CGEN|8RCR
446	64523 22234	9	   	240.95	DCR|4VULN|1DMG|1CDMG	14ERES|2356VULN|7RCR|8MBVNT|9CDMG|aDMG
447	34131 13141	4	 * 	240.88	DCR|3VULN|3AART|1TLV|1DUR	179AART|2DUR|3MBVNT|48aVULN|5TLV|6RCR
448	34161 13141	3	   	240.88	DCR|3VULN|3AART|1TLV|1DUR	179AART|2DUR|3MBVNT|48aVULN|5TLV|6RCR
449	32265 16233	8	   	240.81	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1AART|2RMIN|35LWND|45aVULN|5BPWR|6DUR|7CDMG|8RCR|9TLV
