0	Index      	 *	Score 	Summary	Detail	
333	21315 21524	 * 	155.48	ACR|3VULN|2AART	14ERES|2CGEN|3RCR|58AART|6BEXP|79aVULN
334	33364 62331	   	155.48	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|5DUR|67AART|8VULN|9ERES|aDUST
335	33364 62333	   	155.48	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|5DUR|67AART|8VULN|9ERES|aNUKE
336	33365 62321	   	155.48	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|5DUST|67AART|8VULN|9DUR|aERES
337	21344 41332	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5VULN|6BELT|78CDMG|9AART|aDMG
338	21346 31332	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5BELT|6VULN|78CDMG|9AART|aDMG
339	31334 41332	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2CGEN|3RCR|4DUR|5VULN|6BELT|78CDMG|9AART|aDMG
340	31336 31332	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2CGEN|3RCR|4DUR|5BELT|6VULN|78CDMG|9AART|aDMG
341	21244 21242	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2CGEN|35VULN|4DUR|6RPLT|7RCR|8AART|9CDMG|aZMB
342	52124 32233	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LEGI|3AART|4CGEN|5DUST|69VULN|7ZMB|8RCR|aDMG
343	62126 62233	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2LEGI|3AART|4CGEN|59VULN|6LWND|7ZMB|8RCR|aDMG
344	21315 32246	   	155.38	ACR|2VULN|1AART|2CDMG|1ASPD	14aERES|2CGEN|3RCR|5AART|6aCDMG|7ASPD|8LWND|9aVULN|aBPWR
345	33365 62111	   	155.35	ACR|2AART|1VULN|1DMG|2ASPD	19TLV|29ASPD|3RCR|4DMG|5DUST|67AART|89BEXP|9BPWR|aVULN
346	33361 62122	   	155.35	ACR|2AART|1VULN|1DMG|2ASPD	1TLV|2aASPD|3RCR|4DMG|58BEXP|67AART|9VULN
347	33361 62322	   	155.35	ACR|2AART|1VULN|1DMG|2ASPD	1TLV|2aASPD|3RCR|4DMG|5BEXP|67AART|8RCVC|9VULN
348	43335 63223	 * 	155.30	DCR|2VULN|2AART|2ASPD|1DUR	12ASPD|3BEXP|4CGEN|56AART|79VULN|8RCR|aDUR
349	21315 36351	   	155.28	ACR|2VULN|1AART|2CDMG|1DUR	14ERES|2CGEN|3RCR|5AART|67CDMG|8DUR|9aVULN
350	33365 62222	   	155.25	ACR|2AART|1VULN|1DMG|2ASPD	1TLV|2aASPD|3RCR|4DMG|5DUST|67AART|8RCVC|9VULN
351	33361 62432	   	155.25	ACR|2AART|1VULN|1DMG|2ASPD	19TLV|2aASPD|3RCR|4DMG|5BEXP|67AART|8VULN
352	21154 23842	   	155.25	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2CGEN|3LHND|4RCR|5VULN|6MBVNT|79DMG|8AART|aZMB
353	21255 13842	   	155.25	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2CGEN|3VULN|4RCR|5MBVNT|6BEXP|79DMG|8AART|aZMB
354	21255 33842	   	155.25	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2CGEN|3VULN|4RCR|5MBVNT|6LHND|79DMG|8AART|aZMB
355	21256 23842	   	155.25	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2CGEN|3VULN|4RCR|5FEWX|6MBVNT|79DMG|8AART|aZMB
356	33364 41332	 * 	155.16	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|58DUR|69VULN|7MLV|aCDMG
357	33365 62332	   	155.15	ACR|2AART|1VULN|1DMG|2ASPD	19TLV|2aASPD|3RCR|4DMG|5DUST|67AART|8VULN
358	26324 12236	   	155.14	ACR|4VULN|1AART	1ERES|2DUST|3RCR|4CGEN|5789VULN|6BEXP|aAART
359	23322 64423	   	155.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3DUR|4FEWX|5RCR|6TLV|78VULN|9AART|aDMG
360	26214 63233	   	155.06	DCR|3VULN|2DMG	1ERES|2DUST|389VULN|4LHND|57DMG|6RCR|aRMIN
361	33362 61612	 * 	155.06	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1TLV|26ASPD|3RCR|4DMG|5RCVC|7CDMG|8AIRHEL|9VULN|aAART
362	21233 36424	   	155.05	DCR|2VULN|2AART|1ZMB|1DUR	1ERES|2CGEN|38VULN|4ZMB|5FEWX|6RCR|7DUR|9aAART
363	26324 22237	   	155.04	ACR|4VULN|1AART	1ERES|2DUST|3RCR|4CGEN|5789VULN|6MBVNT|aAART
364	33332 41236	   	155.01	ACR|3VULN|1AART|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5RMIN|689VULN|7MLV|aAART
365	52551 11333	 * 	154.96	DCR|2VULN|1AART|2CDMG|1DUR	1BEXP|2LEGI|3RPLT|49VULN|5AART|6RCR|7aCDMG|8DUR
366	33314 36236	   	154.91	ACR|3VULN|1AART|1DUR|1ASPD	1TLV|2ASPD|3RCR|4ERES|5DUR|6CGEN|789VULN|aAART
367	33334 36236	   	154.91	ACR|3VULN|1AART|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5ERES|6CGEN|789VULN|aAART
368	33363 36162	   	154.81	ACR|2DMG|1AART|1CDMG|1ASPD|1DUR	1TLV|2ASPD|3RCR|4aDMG|5BELT|6DUR|7AART|8CGEN|9CDMG
369	22343 64322	   	154.78	ACR|2VULN|1AART|1DMG|1DUR	15ERES|2LWND|3RCR|4LIT|6AART|7DUR|8DMG|9aVULN
370	33361 61135	   	154.78	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|3RCR|49DMG|5BEXP|6AART|7FEWX|8DUST|aVULN
371	33361 61531	   	154.78	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|3RCR|49DMG|5BEXP|6AART|7FEWX|8VULN|aERES
372	33361 61533	   	154.78	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|3RCR|49DMG|5BEXP|6AART|7FEWX|8VULN|aDUST
373	33365 61331	   	154.68	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|3RCR|49DMG|5DUST|6AART|7FEWX|8VULN|aERES
374	33365 61333	   	154.68	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|3RCR|49DMG|5aDUST|6AART|7FEWX|8VULN
375	32355 31632	   	154.66	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1TLV|2LWND|38ZMB|4RCR|5BELT|6VULN|7CDMG|9AART|aDMG
376	21154 23522	   	154.65	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2CGEN|3LHND|4RCR|58VULN|6MBVNT|7DMG|9AART|aZMB
377	21255 13522	   	154.65	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2CGEN|38VULN|4RCR|5MBVNT|6BEXP|7DMG|9AART|aZMB
378	21255 33522	   	154.65	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2CGEN|38VULN|4RCR|5MBVNT|6LHND|7DMG|9AART|aZMB
379	21256 23522	   	154.65	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2CGEN|38VULN|4RCR|5FEWX|6MBVNT|7DMG|9AART|aZMB
380	44612 23123	   	154.64	ACR|1AART|1VULN|1DMG|2ASPD|2DUR	1aASPD|24aLIT|3RCR|5DMG|6VULN|7RMIN|8aDUR|9AART|aBPWR
381	31336 12442	   	154.64	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1TLV|2CGEN|3RCR|4DUR|5BELT|6AART|7SELL|89VULN|aDMG
382	21215 21562	   	154.57	DCR|3VULN|1AART|3DUR	148ERES|29CGEN|389VULN|589DUR|6RPLT|7RCR|89BPWR|aAART
383	21243 21562	   	154.57	DCR|3VULN|1AART|3DUR	158ERES|29CGEN|389VULN|489DUR|6RPLT|7RCR|89BPWR|aAART
384	21344 41132	 * 	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1ERES|2CGEN|3RCR|48DUR|5VULN|6BELT|7CDMG|9AART|aDMG
385	21346 31132	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1ERES|2CGEN|3RCR|48DUR|5BELT|6VULN|7CDMG|9AART|aDMG
386	31334 41132	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CGEN|3RCR|48DUR|5VULN|6BELT|7CDMG|9AART|aDMG
387	31336 31132	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CGEN|3RCR|48DUR|5BELT|6VULN|7CDMG|9AART|aDMG
388	31362 36263	   	154.28	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DMG|58RCVC|69VULN|7AART|aDUR
389	31362 36413	   	154.28	ACR|2VULN|1AART|1DMG|1DUR	1TLV|29CGEN|3RCR|4DMG|5RCVC|68VULN|7AART|aDUR
390	31362 36433	   	154.28	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DMG|5RCVC|68VULN|7AART|9RMIN|aDUR
391	31362 36513	   	154.28	ACR|2DMG|1AART|1VULN|1DUR	1TLV|29CGEN|3RCR|48DMG|5RCVC|6VULN|7AART|aDUR
392	31362 36533	   	154.28	ACR|2DMG|1AART|1VULN|1DUR	1TLV|2CGEN|3RCR|48DMG|5RCVC|6VULN|7AART|9RMIN|aDUR
393	31364 36323	   	154.28	ACR|2DMG|1AART|1VULN|1DUR	1TLV|26CGEN|3RCR|4aDMG|5DUR|7AART|8VULN|9RCVC
394	44622 12222	   	154.28	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2LIT|3RCR|4DUST|5FEWX|6DMG|7AART|8RCVC|9aVULN
395	33363 55121	   	154.21	ACR|2DMG|1AART|1CDMG|1ASPD|1DUR	1TLV|2ASPD|3RCR|47DMG|5BELT|6RMIN|8AART|9CDMG|aDUR
396	31362 36363	   	154.18	ACR|2VULN|1AART|1DMG|1DUR	18TLV|2CGEN|3RCR|4DMG|5RCVC|69VULN|7AART|aDUR
397	31362 36422	   	154.18	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2CGEN|3RCR|4DMG|5RCVC|68VULN|7AART|9DUST|aASPD
398	31362 36522	   	154.18	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2CGEN|3RCR|48DMG|5RCVC|6VULN|7AART|9DUST|aASPD
399	31362 36623	   	154.18	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DMG|5RCVC|69VULN|7AART|8ERES|aDUR
400	44622 12122	   	154.18	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2LIT|3RCR|48DUST|5FEWX|6DMG|7AART|9aVULN
401	66362 12333	   	154.18	ACR|2DMG|1AART|1VULN|1DUR	1DUST|26RCVC|3RCR|4aDMG|5DUR|7AART|8VULN|9ERES
402	43234 37322	 * 	154.18	DCR|3VULN|3CDMG|3ASPD	128ASPD|39LIT|4MBVNT|589CDMG|689VULN|7BELT|89BPWR|aRCR
403	61232 65123	   	154.18	ACR|2VULN|1AART|1DMG|2DUR	1DUST|23LWND|47DUR|5RCR|69VULN|8AART|aDMG
404	61332 65123	   	154.18	ACR|2VULN|1AART|1DMG|2DUR	13DUST|23LWND|3BPWR|47DUR|5RCR|69VULN|8AART|aDMG
405	43136 13333	   	154.15	ACR|2DMG|1AART|3ASPD|1ZMB	129ASPD|39LHND|4RCR|5ZMB|6DUST|79DMG|8RPLT|9BPWR|aAART
406	51551 11332	 * 	154.05	DCR|2VULN|1AART|1CDMG|2DUR	1BEXP|2LWND|3RPLT|49VULN|5AART|6RCR|7CDMG|8aDUR
407	21344 53322	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3RCR|4DUR|59VULN|6LHND|7DMG|8CDMG|aZMB
408	21344 63322	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3RCR|4DUR|59VULN|6FEWX|7DMG|8CDMG|aZMB
409	21364 24322	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3RCR|4DMG|5DUR|6FEWX|79VULN|8CDMG|aZMB
410	41334 63133	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1ASPD|28CGEN|3RCR|4DUR|59VULN|6RCVC|7aDMG
411	41334 63333	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2CGEN|3RCR|4DUR|59VULN|68RCVC|7aDMG
412	41364 23133	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1ASPD|28CGEN|3RCR|4aDMG|5DUR|6RCVC|79VULN
413	41364 23333	   	153.91	ACR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2CGEN|3RCR|4aDMG|5DUR|68RCVC|79VULN
414	62161 23523	   	153.89	DCR|2AART|1VULN|1DMG|1ZMB	17DUST|2LEGI|38AART|4ZMB|5TLV|6RCR|9VULN|aDMG
415	62162 23523	   	153.89	DCR|2AART|1DMG|1VULN|1ZMB	17DUST|2LEGI|38AART|4ZMB|5ERES|6RCR|9VULN|aDMG
416	23315 63242	   	153.88	DCR|2AART|2VULN|2DUR|1ASPD	149ERES|2ASPD|39DUR|56AART|79VULN|8RCR|9BPWR|aFEWX
417	23345 63221	   	153.88	DCR|2VULN|2AART|2DUR|1ASPD	1ERES|2ASPD|34DUR|56AART|79VULN|8RCR|aDMSP
418	21244 24123	   	153.86	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2CGEN|359VULN|4DUR|6RPLT|7ZMB|8RCR|aAART
419	33366 53132	   	153.83	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4DMG|5ZMB|6ERES|79VULN|8CGEN|aCDMG
420	21344 23322	   	153.83	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3RCR|4DUR|59VULN|6MBVNT|7DMG|8CDMG|aZMB
421	61153 23446	   	153.82	DCR|2VULN|1AART|1CDMG|1ZMB	1DUST|2LWND|3AART|4LHND|5MBVNT|6RCR|7ZMB|8aVULN|9CDMG
422	33335 36325	   	153.81	ACR|2VULN|2DMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|58BELT|6aVULN|79DMG
423	41362 32533	   	153.78	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2aCGEN|3RCR|4DMG|5RCVC|69VULN|7LWND|8AART
424	23315 63223	   	153.78	DCR|2AART|2VULN|2DUR|1ASPD	14ERES|2ASPD|3aDUR|56AART|79VULN|8RCR
425	23315 63241	   	153.78	DCR|2AART|2VULN|2DUR|1ASPD	149ERES|2ASPD|39DUR|56AART|79VULN|8RCR|9BPWR|aBASHEA
426	23345 63222	   	153.78	DCR|2AART|2VULN|2DUR|1ASPD	1ERES|2ASPD|34DUR|56AART|79VULN|8RCR|aDUST
427	43136 16232	 * 	153.74	ACR|3VULN|2ASPD|1CDMG|1ZMB	12ASPD|3LHND|4RCR|5ZMB|6DUST|789VULN|aCDMG
428	33366 15232	   	153.73	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	17TLV|2ASPD|3RCR|4DMG|5ZMB|6DUST|89VULN|aCDMG
429	33363 34136	 * 	153.73	ACR|3ZMB|1VULN|1DMG|2ASPD|1DUR	18TLV|28ASPD|3RCR|4DMG|5BELT|6DUR|78aZMB|8BPWR|9VULN
430	41366 21322	 * 	153.73	ACR|3ZMB|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CGEN|3RCR|4DMG|56aZMB|7ERES|8CDMG|9VULN
431	31364 33523	   	153.68	ACR|2DMG|1AART|1VULN|1DUR	1TLV|26CGEN|3RCR|4aDMG|5DUR|7VULN|8AART|9RCVC
432	33363 65121	   	153.68	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|3RCR|47DMG|5BELT|6MLV|8AART|9VULN|aBEXP
433	33363 65123	   	153.68	ACR|2DMG|1AART|1VULN|1ASPD	1TLV|2ASPD|3RCR|47DMG|5BELT|6MLV|8AART|9VULN|aLHND
434	41362 32531	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3RCR|4DMG|5RCVC|69VULN|7LWND|8AART|aTLV
435	41362 32532	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3RCR|4DMG|5RCVC|69VULN|7LWND|8AART|aDUST
436	66362 13323	   	153.68	ACR|2DMG|1AART|1VULN|1DUR	1DUST|26RCVC|3RCR|4aDMG|5DUR|7CGEN|8AART|9VULN
437	23513 62323	   	153.65	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3BELT|4RMIN|56DMG|7AART|8RCR|9CDMG|aZMB
438	33366 21422	   	153.63	ACR|3ZMB|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|56aZMB|7ERES|8CDMG|9VULN
439	33363 46122	   	153.61	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1TLV|26ASPD|3RCR|4DMG|5BELT|7ERES|8AART|9VULN|aZMB
440	21344 22183	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|3RCR|4DUR|57VULN|6MBVNT|8AART|9DMSP|aDMG
441	21344 62113	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|3RCR|4DUR|57VULN|6FEWX|8AART|9DUST|aDMG
442	22324 23845	   	153.58	ACR|2DMG|1AART|1VULN|1DUR	1ERES|2LWND|3RCR|4CGEN|5VULN|6MBVNT|79DMG|8AART|aDUR
443	21362 31523	   	153.58	ACR|2DMG|1AART|1VULN|1DUR	1ERES|2CGEN|3RCR|4aDMG|5RCVC|6VULN|7DUST|8AART|9DUR
444	41362 35333	 * 	153.58	ACR|2VULN|2DMG|2ASPD	17ASPD|2CGEN|3RCR|4aDMG|5RCVC|69VULN|8BEXP
445	21244 53112	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|28CGEN|35VULN|4DUR|6RCR|7DMG|9CDMG|aZMB
446	21244 53312	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|35VULN|4DUR|6RCR|7DMG|8RCVC|9CDMG|aZMB
447	21316 13523	   	153.48	ACR|2DMG|1AART|1VULN|1DUR	14ERES|2CGEN|3RCR|5VULN|6DUST|7aDMG|8AART|9DUR
448	21344 22173	   	153.48	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|3RCR|4DUR|57VULN|6MBVNT|8AART|9NUKE|aDMG
449	33315 66123	   	153.48	ACR|2VULN|1AART|1DMG|1ASPD	1TLV|2ASPD|3RCR|4ERES|5DUST|6CGEN|79VULN|8AART|aDMG
450	66362 31123	   	153.48	ACR|2DMG|1AART|1VULN|1DUR	1DUST|2RCVC|3RCR|4aDMG|5DUR|6LEGI|7TLV|8AART|9VULN
451	25314 53232	   	153.48	ACR|2DMG|2VULN|1CDMG	1ERES|2LEGI|3RCR|46LHND|57DMG|89VULN|aCDMG
452	26314 43232	   	153.48	ACR|2VULN|2DMG|1CDMG	1ERES|2DUST|3RCR|4LHND|57DMG|6RCVC|89VULN|aCDMG
453	26314 53232	   	153.48	ACR|2VULN|2DMG|1CDMG	1ERES|2DUST|3RCR|46LHND|57DMG|89VULN|aCDMG
454	41362 35133	   	153.48	ACR|2VULN|2DMG|2ASPD	17ASPD|2CGEN|3RCR|4aDMG|5RCVC|69VULN|8DUST
455	11421 51523	 * 	153.46	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1LHND|2LWND|3DUST|4RCR|5CDMG|6DMG|7BEXP|8VULN|9AART|aFLTHEA
456	13221 51523	   	153.46	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1LHND|2DUST|3LWND|4RCR|5CDMG|6DMG|7BEXP|8VULN|9AART|aFLTHEA
457	36322 35133	   	153.45	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2DUST|3ZMB|4BEXP|5RCR|6LWND|7AART|89VULN|aDMG
458	36322 65323	   	153.45	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2DUST|3ZMB|48BEXP|5RCR|69VULN|7AART|aDMG
459	36362 15133	   	153.45	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2DUST|3ZMB|4FEWX|5RCR|6BEXP|7AART|89VULN|aDMG
460	36322 65123	   	153.35	ACR|2VULN|1AART|1DMG|1ZMB	18TLV|2DUST|3ZMB|4BEXP|5RCR|69VULN|7AART|aDMG
461	21315 62212	   	153.31	ACR|2AART|1VULN|1DMG|1ZMB	14ERES|29CGEN|3RCR|56AART|7ZMB|8VULN|aDMG
462	21254 35313	   	153.28	ACR|3VULN|2DMG	1aERES|2CGEN|35aVULN|4RCR|6LWND|7MLV|8BELT|9aDMG|aBPWR
463	21344 22337	   	153.27	ACR|3VULN|1AART|2DUR	1ERES|2CGEN|3RCR|48DUR|579VULN|6MBVNT|aAART
464	13514 63122	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2DUST|3DUR|4MLV|57DMG|6RCR|8AART|9VULN|aRPLT
465	21224 51163	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1ERES|2CGEN|35VULN|4FEWX|6RCR|7BEXP|8AART|9ASPD|aDMG
466	13514 61123	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	17LHND|2DUST|3DUR|4MLV|5aDMG|6RCR|8AART|9VULN
467	21224 53123	   	153.26	DCR|3VULN|2AART	1ERES|2CGEN|359VULN|4FEWX|6RCR|7DUST|8aAART
468	26224 52123	   	153.26	DCR|3VULN|2AART	1ERES|2DUST|359VULN|4CGEN|6RCR|7FEWX|8aAART
469	22223 51144	   	153.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1ERES|2LWND|3VULN|49CDMG|5LHND|6ASPD|7RCR|8AART|aDMG
470	22226 31244	   	153.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1ERES|2LWND|3VULN|49CDMG|5ASPD|6FEWX|7RCR|8AART|aDMG
471	43234 66233	 * 	153.18	DCR|2DMG|1AART|2CDMG|2ASPD	12ASPD|3LIT|4MBVNT|58CDMG|6aDMG|7AART|9RCR
472	21215 53513	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	14ERES|2CGEN|3VULN|5DUR|6RCR|7aDMG|8AART|9LWND
473	21215 53533	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	14ERES|2CGEN|3VULN|5DUR|6RCR|7aDMG|8AART|9LHND
474	21243 53513	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	15ERES|2CGEN|3VULN|4DUR|6RCR|7aDMG|8AART|9LWND
475	21243 53533	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	15ERES|2CGEN|3VULN|4DUR|6RCR|7aDMG|8AART|9LHND
476	13514 63121	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2aDUST|3DUR|4MLV|57DMG|6RCR|8AART|9VULN
477	21244 51113	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|35VULN|4DUR|6RCR|7BEXP|8AART|9DUST|aDMG
478	21244 52113	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|35VULN|4DUR|6RCR|7FEWX|8AART|9DUST|aDMG
479	23124 66113	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4FEWX|57VULN|6RCR|8AART|9DUST|aDMG
480	31334 53422	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DUR|58VULN|6LHND|7DMG|9AART|aRCVC
481	31334 53423	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DUR|58VULN|6LHND|7DMG|9AART|aMLV
482	21341 14423	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5MLV|6FEWX|78VULN|9AART|aDMG
483	21341 34423	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5MLV|6LHND|78VULN|9AART|aDMG
484	21342 24423	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5RMIN|6FEWX|78VULN|9AART|aDMG
485	31361 24422	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DMG|5BEXP|6FEWX|78VULN|9AART|aDUR
486	31363 24422	   	153.08	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DMG|5FEWX|6BEXP|78VULN|9AART|aDUR
487	41311 24423	   	153.08	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3RCR|4ERES|5BEXP|6FEWX|78VULN|9AART|aDMG
488	41313 24423	   	153.08	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3RCR|4ERES|5FEWX|6BEXP|78VULN|9AART|aDMG
489	26223 53523	   	153.06	DCR|2DMG|1AART|1VULN|1DUR	15ERES|2DUST|3VULN|4CGEN|6RCR|7aDMG|8AART|9DUR
490	23263 36123	   	153.06	DCR|2VULN|1AART|1DMG|1ASPD	13ERES|2ASPD|4DUST|5LWND|6RCR|79VULN|8AART|aDMG
491	46113 36123	   	153.06	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2DUST|34ERES|5LWND|6RCR|79VULN|8AART|aDMG
492	22223 31541	   	153.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1ERES|2LWND|3VULN|4CDMG|5LHND|6DMG|7RCR|8FLTHEA|9AART|aBELT
493	22223 31543	   	153.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1ERES|2LWND|3VULN|4CDMG|5LHND|6DMG|7RCR|8FLTHEA|9AART|aBEXP
494	22223 31546	   	153.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1ERES|2LWND|3VULN|4CDMG|5LHND|6DMG|7RCR|8FLTHEA|9AART|aFEWX
495	23335 12462	   	153.04	ACR|2AART|1VULN|1DMG|1DUR|1ASPD|1SELL	1ERES|2ASPD|3DUR|4RCR|5BELT|69AART|7SELL|8VULN|aDMG
496	21344 23623	   	152.98	ACR|2DMG|1AART|1VULN|1DUR	1ERES|28CGEN|3RCR|4DUR|5VULN|6MBVNT|7aDMG|9AART
497	21346 31335	   	152.98	ACR|2VULN|1AART|2CDMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5BELT|6aVULN|78CDMG|9AART
498	31314 14423	   	152.98	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4ERES|5DUR|6FEWX|78VULN|9AART|aDMG
499	31314 34423	   	152.98	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4ERES|5DUR|6LHND|78VULN|9AART|aDMG
500	31334 41335	   	152.98	ACR|2VULN|1AART|2CDMG|1DUR	1TLV|2CGEN|3RCR|4DUR|5aVULN|6BELT|78CDMG|9AART
501	31334 53421	   	152.98	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3RCR|4DUR|58VULN|6LHND|7DMG|9AART|aERES
