0	Index      	 *	Score 	Summary	Detail	
325	36222 31141	   	191.88	DCR|3VULN|2DMG|3DUR|1AAC	14aVULN|23aDUR|5DUST|6AAC|7FEWX|8aDMG|9RCR|aBPWR
326	36222 34141	   	191.88	DCR|3VULN|2DMG|3DUR|1AAC	14aVULN|23aDUR|5DUST|6AAC|7BEXP|8aDMG|9RCR|aBPWR
327	14324 63132	   	191.80	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2DMG|3CDMG|4AART|5VULN|6LIT|7RCR|8ASPD|9ZMB|aFEWX
328	14324 63133	   	191.80	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2DMG|3CDMG|4AART|5VULN|6LIT|7RCR|8ASPD|9ZMB|aLWND
329	33312 53222	   	191.79	DCR|4VULN|1DMG|1CDMG	1368VULN|2MLV|4DMG|5LIT|7RCR|9CDMG|aRMIN
330	33312 53223	   	191.79	DCR|4VULN|1DMG|1CDMG	1368VULN|2MLV|4DMG|5LIT|7RCR|9CDMG|aLHND
331	33312 53225	   	191.79	DCR|4VULN|1DMG|1CDMG	1368VULN|2MLV|4DMG|5aLIT|7RCR|9CDMG
332	33312 53226	   	191.79	DCR|4VULN|1DMG|1CDMG	1368VULN|2MLV|4DMG|5LIT|7RCR|9CDMG|aRPLT
333	35312 53222	   	191.79	DCR|4VULN|1DMG|1CDMG	1368VULN|2CGEN|4DMG|5aLIT|7RCR|9CDMG
334	35312 53223	   	191.79	DCR|4VULN|1DMG|1CDMG	1368VULN|2CGEN|4DMG|5LIT|7RCR|9CDMG|aLHND
335	35312 53226	   	191.79	DCR|4VULN|1DMG|1CDMG	1368VULN|2CGEN|4DMG|5LIT|7RCR|9CDMG|aRPLT
336	35312 53421	   	191.79	DCR|4VULN|1DMG|1CDMG	136aVULN|2CGEN|4DMG|5LIT|7RCR|8AELBLL|9CDMG
337	35312 53521	   	191.79	DCR|4VULN|1DMG|1CDMG	136aVULN|28CGEN|4DMG|5LIT|7RCR|9CDMG
338	33312 23551	   	191.78	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2MLV|4DMG|5LIT|6FEWX|7RCR|9DUR|aAART
339	35312 23551	   	191.78	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2CGEN|4DMG|5LIT|6FEWX|7RCR|9DUR|aAART
340	36113 16111	   	191.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13VULN|2aDUR|4CDMG|5ASPD|6LHND|7RCR|8LWND|9DMG
341	36113 16321	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	13VULN|29DUR|4CDMG|5ASPD|6LHND|7RCR|8MLV|aNUKE
342	36113 16621	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	13VULN|29DUR|4CDMG|5ASPD|6LHND|7RCR|8CGEN|aNUKE
343	36113 36111	   	191.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13VULN|2aDUR|4CDMG|5ASPD|6BEXP|7RCR|8LWND|9DMG
344	36113 36321	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	13VULN|29DUR|4CDMG|5ASPD|6BEXP|7RCR|8MLV|aNUKE
345	21153 16311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	14DUR|2CDMG|39VULN|5ASPD|6LHND|7RCR|8MLV|aNUKE
346	21153 16611	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	14DUR|2CDMG|39VULN|5ASPD|6LHND|7RCR|8CGEN|aNUKE
347	21153 36311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	14DUR|2CDMG|39VULN|5ASPD|6BEXP|7RCR|8MLV|aNUKE
348	21323 16311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	13DUR|2CDMG|49VULN|5ASPD|6LHND|7RCR|8MLV|aNUKE
349	21323 16611	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	13DUR|2CDMG|49VULN|5ASPD|6LHND|7RCR|8CGEN|aNUKE
350	21323 36311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	13DUR|2CDMG|49VULN|5ASPD|6BEXP|7RCR|8MLV|aNUKE
351	24313 16311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	12DUR|2BPWR|39VULN|4CDMG|5ASPD|6LHND|7RCR|8MLV|aNUKE
352	24313 16611	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	12DUR|2BPWR|39VULN|4CDMG|5ASPD|6LHND|7RCR|8CGEN|aNUKE
353	24313 36311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	12DUR|2BPWR|39VULN|4CDMG|5ASPD|6BEXP|7RCR|8MLV|aNUKE
354	36213 16311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	19VULN|23DUR|4CDMG|5ASPD|6LHND|7RCR|8MLV|aNUKE
355	36213 16611	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	19VULN|23DUR|4CDMG|5ASPD|6LHND|7RCR|8CGEN|aNUKE
356	36213 36311	   	191.72	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	19VULN|23DUR|4CDMG|5ASPD|6BEXP|7RCR|8MLV|aNUKE
357	14324 63131	   	191.70	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2DMG|3CDMG|4AART|5VULN|6LIT|7RCR|8ASPD|9ZMB|aERES
358	33312 53221	   	191.69	DCR|4VULN|1DMG|1CDMG	1368VULN|2MLV|4DMG|5LIT|7RCR|9CDMG|aERES
359	32312 23551	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	138VULN|2ERES|4DMG|5LIT|6FEWX|7RCR|9DUR|aAART
360	35323 23614	   	191.68	DCR|3VULN|1MDPS|1AART|1DMG|1DUR	138VULN|26CGEN|4MDPS|5DMG|7RCR|9DUR|aAART
361	36113 16222	   	191.68	DCR|3VULN|2CDMG|1ASPD|1DUR	13aVULN|2DUR|49CDMG|5ASPD|6LHND|7RCR|8LIT
362	36113 36222	   	191.68	DCR|3VULN|2CDMG|1ASPD|1DUR	13aVULN|2DUR|49CDMG|5ASPD|6BEXP|7RCR|8LIT
363	14324 25313	 * 	191.63	DCR|1SPLARM|2DMG|1MDPS|1VULN|1AART|2CDMG	1MDPS|27DMG|3aCDMG|4AART|5VULN|6RPLT|8RCR|9SPLARM
364	36113 36411	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13VULN|2aDUR|4CDMG|5ASPD|6BEXP|7RCR|8LEGI|9DMG
365	31333 36366	   	191.61	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	156VULN|2CDMG|3BELT|4AELBLL|7DUR|8RCR|9ASPD|aMDPS
366	33312 53146	   	191.55	DCR|4VULN|1DMG|1CDMG|1SELL	136aVULN|2MLV|4DMG|5LIT|7RCR|8SELL|9CDMG
367	32325 33651	 * 	191.49	DCR|4VULN|1MDPS|1DMG|1CDMG|1AAC	1358VULN|2ERES|4MDPS|6AAC|7RCR|9CDMG|aDMG
368	35323 23214	   	191.43	DCR|2VULN|1MDPS|2DMG|1AART|1DUR	13VULN|26CGEN|4MDPS|59DMG|7RCR|8DUR|aAART
369	21623 51513	   	191.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1DUR|29CDMG|3AELBLL|4VULN|5ASPD|6TSLFST|7DMG|8AART|aRCR
370	34113 16413	 * 	191.15	DCR|2VULN|2AART|1MDPS|1ASPD|1CDMG	13VULN|2LWND|4CDMG|5ASPD|6LHND|7RCR|8aAART|9MDPS
371	36113 36153	   	190.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	13VULN|2DUR|4CDMG|59ASPD|6BEXP|7RCR|8LWND|aZMB
372	35316 21116	   	190.94	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	13VULN|2CGEN|4DMG|59CDMG|6RCR|7ASPD|8BEXP|aAAC
373	35316 21216	   	190.94	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	13VULN|2CGEN|4DMG|59CDMG|6RCR|7ASPD|8LWND|aAAC
374	35316 21316	   	190.94	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	13VULN|2CGEN|4DMG|59CDMG|6RCR|7ASPD|8FEWX|aAAC
375	36113 36532	   	190.87	DCR|3VULN|1ASPD|1CDMG|2DUR	139VULN|29DUR|4CDMG|5ASPD|69BEXP|7RCR|8RCVC|9BPWR|aLIT
376	36113 36533	   	190.87	DCR|3VULN|1ASPD|1CDMG|2DUR	139VULN|29DUR|4CDMG|5ASPD|69BEXP|7RCR|8RCVC|9BPWR|aLHND
377	35323 23322	   	190.83	DCR|3VULN|2DMG|1MDPS|1NUKE|2ZMB	13aVULN|26CGEN|4MDPS|5aDMG|7RCR|8aZMB|9NUKE|aBPWR
378	21131 41165	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|36VULN|4CGEN|5DMG|7ASPD|8BEXP|9ZMB|aRCR
379	21131 41365	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|36VULN|4CGEN|5DMG|7ASPD|8FEWX|9ZMB|aRCR
380	36113 36531	   	190.77	DCR|3VULN|1ASPD|1CDMG|2DUR	139VULN|29DUR|4CDMG|5ASPD|69BEXP|7RCR|8RCVC|9BPWR|aTLV
381	26222 32142	   	190.77	DCR|2VULN|2DMG|1ASPD|2DUR|1AAC	1aDUR|2AAC|3AME|4aVULN|5ASPD|6FEWX|7RCVC|8aDMG|9RCR|aBPWR
382	33323 62253	   	190.73	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	13VULN|2MLV|4MDPS|5BEXP|6RCR|7SPLREG|8DMG|9CDMG|aAART
383	21161 32435	   	190.68	DCR|2VULN|2DMG|2CDMG|2DUR|1AAC	17DUR|26CDMG|37VULN|4AAC|57DMG|7BPWR|8FEWX|9DUST|aRCR
384	32323 62253	   	190.63	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	13VULN|2ERES|4MDPS|5BEXP|6RCR|7SPLREG|8DMG|9CDMG|aAART
385	35316 21133	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13VULN|2CGEN|4DMG|5CDMG|6RCR|7ASPD|8BEXP|9LWND|aZMB
386	35316 21162	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13VULN|2CGEN|4DMG|5CDMG|6RCR|7ASPD|8BEXP|9ZMB|aLHND
387	35316 21263	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13VULN|2aCGEN|4DMG|5CDMG|6RCR|7ASPD|8LWND|9ZMB
388	35316 21333	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13VULN|2CGEN|4DMG|5CDMG|6RCR|7ASPD|8FEWX|9LWND|aZMB
389	35316 21362	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13VULN|2CGEN|4DMG|5CDMG|6RCR|7ASPD|8FEWX|9ZMB|aLHND
