0	Index      	 *	Score 	Summary	Detail	
331	32314 11215	   	176.33	DCR|3DMG|1AART|2CDMG|3DUR	129DUR|29BPWR|3AART|49CDMG|5ERES|6BEXP|79aDMG|8RCR
332	43633 43231	   	176.26	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2AART|4DUST|5CGEN|6CDMG|7aVULN|8RCR|9ERES
333	13152 43511	   	176.25	ACR|3DMG|2AART|1VULN	1ERES|2RCR|379DMG|4VULN|5FEWX|6BEXP|8aAART
334	43122 33112	   	176.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9LWND|aRCVC
335	43122 33122	   	176.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9BEXP|aRCVC
336	43121 14253	   	176.19	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1DMG|2AART|34VULN|59CDMG|6BEXP|7ZMB|8RCR|aLIT
337	13155 35311	   	176.03	ACR|3DMG|2VULN|1ZMB|1DUR	1ERES|2RCR|367DMG|46VULN|5RMIN|6BPWR|8LHND|9DUR|aZMB
338	43144 43116	   	176.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2AART|3VULN|4MBVNT|5aCGEN|6RCR|7CDMG|8BEXP|9aDUR|aBPWR
339	43144 43216	   	176.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2AART|3VULN|4MBVNT|5aCGEN|6RCR|7CDMG|8LHND|9aDUR|aBPWR
340	33354 41213	   	175.74	DCR|2AART|2DMG|1VULN|2DUR|1ASPD	1aDUR|27AART|3ASPD|4DUST|59DMG|6VULN|8RCR
341	13321 15661	   	175.74	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2RCR|3FEWX|4DUR|5RCVC|6AART|78aVULN|9DMG
342	41322 28246	   	175.57	DCR|3VULN|2DMG|1AART	1aDMG|2MLV|3AART|4RPLT|5MBVNT|67aVULN|8aLHND|9RCR|aBPWR
343	22231 11455	   	175.57	ACR|2VULN|2DMG|1AART|2DUR	18LIT|28DUR|3MLV|4RCR|5DUST|6AART|78VULN|8BPWR|9aDMG
344	23422 63262	   	175.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18LIT|2RMIN|3AART|48VULN|58DUR|6RCR|7DMSP|8BPWR|9DMG|aCDMG
345	13155 12136	   	175.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1ERES|2RCR|37DMG|4VULN|5RMIN|6DUR|8CDMG|9ASPD|aAART
346	44124 13211	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8FEWX|aRMIN
347	44124 13212	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8FEWX|aLIT
348	44124 13213	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8FEWX|aBEXP
349	44124 13417	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|45aVULN|5BPWR|6DUR|7RCR|8CGEN|9RPLT
350	44124 13453	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|45aVULN|5BPWR|6DUR|7RCR|8CGEN|9BELT
351	44124 13611	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8BEXP|aRMIN
352	44124 13612	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8BEXP|aLIT
353	44124 13613	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8aBEXP
354	44124 13811	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8LHND|aRMIN
355	44124 13812	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8LHND|aLIT
356	44124 13813	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8LHND|aBEXP
357	44124 63414	   	175.46	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6FEWX|7RCR|8LWND|aDUR
358	44124 33814	   	175.36	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUST|7RCR|8LHND|aDUR
359	44124 13614	   	175.36	DCR|3VULN|3DMG|1DUR	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8BEXP|aDUST
360	23422 61162	   	175.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LIT|2RMIN|3AART|47VULN|58DUR|6RCR|9DMG|aCDMG
361	44124 23247	   	175.30	DCR|3DMG|2VULN|1AART|1SELL	135DMG|2MBVNT|45VULN|5BPWR|68RCVC|7SELL|9RCR|aAART
362	33341 63611	   	175.25	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1DUR|27AART|3ASPD|4MBVNT|5BEXP|6RCR|89DMG|aVULN
363	44124 13217	   	175.21	DCR|3VULN|3DMG|1DUR|1SELL	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8FEWX|aSELL
364	44124 13314	   	175.11	DCR|3VULN|3DMG|1AART|1DUR|1MSE	135DMG|2MBVNT|459VULN|5BPWR|6DUR|7RCR|8MSE|aAART
365	14231 13251	   	175.07	DCR|2VULN|3CDMG|1AART|1DMG|1DUR	1ERES|29aCDMG|3DUR|46VULN|5DMG|7AART|8RCR
366	43143 64411	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|29AART|3aVULN|4MBVNT|5FEWX|6RCR|7DMSP|8CDMG
367	43144 41421	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|27AART|3aVULN|4MBVNT|5CGEN|6RCR|8CDMG|9MLV
368	43144 41453	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|27AART|3aVULN|4MBVNT|5CGEN|6RCR|8CDMG|9RPLT
369	43144 41814	   	175.02	DCR|2AART|2DMG|1VULN|1CDMG	19DMG|27AART|3VULN|4MBVNT|5CGEN|6RCR|8FEWX|aCDMG
370	43144 43621	   	175.02	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|28AART|3aVULN|4MBVNT|5CGEN|6RCR|7CDMG|9MLV
371	43125 61211	   	174.98	DCR|4VULN|1AART|1DMG	1DMG|2AART|346aVULN|5BEXP|7MLV|8RCR|9FEWX
372	43122 33111	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9LWND|aBEXP
373	43122 33115	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9LWND|aFEWX
374	43122 33116	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9LWND|aRMIN
375	43122 33121	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9BEXP|aFEWX
376	43122 33126	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9BEXP|aRMIN
377	43122 33141	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6aCGEN|7RCR|8CDMG|9LIT
378	43122 33162	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9RPLT|aBELT
379	43122 33163	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9RPLT|aLHND
380	43122 33164	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6aCGEN|7RCR|8CDMG|9RPLT
381	43122 33165	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9RPLT|aBEXP
382	43122 33244	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8LHND|9BELT|aCDMG
383	43122 33254	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8LHND|9RPLT|aCDMG
384	43122 33423	   	174.93	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8LIT|9LHND|aCDMG
385	43144 41431	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|27AART|3aVULN|4MBVNT|5CGEN|6RCR|8CDMG|9ERES
386	43144 43631	   	174.92	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|28AART|3aVULN|4MBVNT|5CGEN|6RCR|7CDMG|9ERES
387	43122 33144	   	174.83	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9LIT|aDUST
388	43122 33161	   	174.83	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9RPLT|aTLV
389	43122 33166	   	174.83	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8CDMG|9RPLT|aERES
390	43122 33332	   	174.83	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7RCR|8TLV|9CDMG|aRMIN
391	43122 33333	   	174.83	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6aCGEN|7RCR|8TLV|9CDMG
392	43332 23334	   	174.83	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	18DMG|2AART|3ERES|4CGEN|5FLTHEA|6BEXP|7RCR|9CDMG|aVULN
393	31325 42716	 * 	174.82	DCR|3VULN|1AART|3DUR|1CDMG	129DUR|3AART|4MBVNT|589VULN|6RCR|79CGEN|9BPWR|aCDMG
394	32325 42716	   	174.82	DCR|3VULN|1AART|3DUR|1CDMG	129DUR|29BPWR|3AART|4MBVNT|589VULN|6RCR|79CGEN|aCDMG
395	13241 11155	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|3LIT|47VULN|5DUST|6AART|8DUR|9aDMG
396	43114 63221	   	174.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2AART|357VULN|4CGEN|6DUR|8RCR|9ASPD|aBEXP
397	43114 63222	   	174.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2AART|357VULN|4CGEN|6DUR|8RCR|9ASPD|aLWND
398	43123 63221	   	174.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2AART|347VULN|5CGEN|6DUR|8RCR|9ASPD|aBEXP
399	43123 63222	   	174.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2AART|347VULN|5CGEN|6DUR|8RCR|9ASPD|aLWND
400	43332 43334	   	174.73	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	18DMG|2AART|3ERES|4CGEN|5FLTHEA|6LEGI|7RCR|9CDMG|aVULN
401	13321 15616	   	174.72	ACR|3VULN|1AART|1CDMG|2DUR	19ERES|2RCR|3FEWX|49DUR|5RCVC|6AART|789VULN|9BPWR|aCDMG
402	43121 23416	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AART|34VULN|5CDMG|6FLTHEA|7MLV|8DUR|9LWND|aRCR
403	43121 23426	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AART|34VULN|5CDMG|6FLTHEA|7MLV|8DUR|9BEXP|aRCR
404	43121 26316	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AART|34VULN|5CDMG|6FLTHEA|7DUR|8CGEN|9LWND|aRCR
405	43121 26326	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AART|34VULN|5CDMG|6FLTHEA|7DUR|8CGEN|9BEXP|aRCR
406	43122 31136	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7LWND|8CDMG|9DUR|aRCR
407	43122 35116	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7DUR|8CDMG|9LWND|aRCR
408	43122 35126	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2AART|34VULN|5FLTHEA|6CGEN|7DUR|8CDMG|9BEXP|aRCR
409	43114 63223	   	174.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2AART|357VULN|4CGEN|6DUR|8RCR|9ASPD|aDUST
410	43123 63223	   	174.66	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2AART|347VULN|5CGEN|6DUR|8RCR|9ASPD|aDUST
411	43124 63221	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|2AART|347VULN|5ERES|6DUR|8RCR|9ASPD|aBEXP
412	43124 63222	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|2AART|347VULN|5ERES|6DUR|8RCR|9ASPD|aLWND
413	43144 42321	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2AART|38VULN|4MBVNT|578CGEN|6RCR|8BPWR|9ASPD|aBEXP
414	43144 42322	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2AART|38VULN|4MBVNT|578CGEN|6RCR|8BPWR|9ASPD|aLWND
415	43144 42324	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2AART|38VULN|4MBVNT|578CGEN|6RCR|8BPWR|9ASPD|aRMIN
416	43144 42344	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2AART|38VULN|4MBVNT|5789CGEN|6RCR|8BPWR|aASPD
417	43122 11142	   	174.63	DCR|3VULN|1AART|1DMG|1FLTHEA	1DMG|2AART|34aVULN|5FLTHEA|6RCVC|7LIT|8RMIN|9RCR
418	43121 22142	 * 	174.59	DCR|2VULN|2DMG|1AART|2CDMG|2FLTHEA|1MSE	17DMG|2AART|34VULN|57CDMG|67FLTHEA|7BPWR|8MSE|9FEWX|aRCR
419	43121 22452	 * 	174.59	DCR|2VULN|2DMG|1AART|2CDMG|2FLTHEA|1MSE	17DMG|2AART|34VULN|57CDMG|67FLTHEA|7BPWR|8FEWX|9MSE|aRCR
420	43144 42481	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AART|3aVULN|4MBVNT|57CGEN|6RCR|8CDMG|9ZMB
421	43144 43247	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AART|3aVULN|4MBVNT|5CGEN|6RCR|7CDMG|8LHND|9ZMB
422	43144 43248	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2AART|3VULN|4MBVNT|5CGEN|6RCR|7CDMG|8LHND|9ZMB
423	43144 43418	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AART|38VULN|4MBVNT|5CGEN|6RCR|7CDMG|9LWND|aZMB
424	43144 43483	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AART|38VULN|4MBVNT|5CGEN|6RCR|7CDMG|9ZMB|aBEXP
425	43144 43484	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AART|38VULN|4MBVNT|5CGEN|6RCR|7CDMG|9ZMB|aLHND
426	43122 22246	   	174.56	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1DMG|2AART|34VULN|5FLTHEA|6BEXP|7DUR|8CDMG|9ERES|aRCR
427	43122 61136	   	174.56	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1DMG|2AART|34VULN|5FLTHEA|6ERES|7LWND|8CDMG|9DUR|aRCR
428	43124 63223	   	174.56	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|2AART|347VULN|5ERES|6DUR|8RCR|9ASPD|aDUST
429	43144 42323	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	18DMG|2AART|38VULN|4MBVNT|578CGEN|6RCR|8BPWR|9ASPD|aDUST
430	43122 15152	   	174.53	DCR|3VULN|1AART|1DMG|1FLTHEA	1DMG|2AART|34aVULN|5FLTHEA|6RCVC|7CANSTR|8DMSP|9RCR
431	43151 31213	   	174.52	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19DMG|27AART|3VULN|4DUST|5BEXP|6ZMB|8RCR|aDUR
432	43151 31263	   	174.52	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DMG|27AART|39VULN|4DUST|5BEXP|6ZMB|8RCR|aDUR
433	43153 51213	   	174.52	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	19DMG|27AART|3VULN|4DUST|5FEWX|6ZMB|8RCR|aDUR
434	13154 36133	   	174.50	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|2RCR|3DMG|458VULN|6ZMB|7LIT|9DUST|aAART
435	43144 43482	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2AART|38VULN|4MBVNT|5CGEN|6RCR|7CDMG|9ZMB|aDUST
436	43122 13166	   	174.46	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|2AART|34VULN|5FLTHEA|67RCVC|8RCR|9CGEN|aZMB
437	43141 64311	   	174.45	DCR|2VULN|2DMG|1AART|1ASPD	19DMG|2AART|3aVULN|4MBVNT|5BEXP|6RCR|7DMSP|8ASPD
438	43121 11221	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2AART|34aVULN|5CDMG|6BEXP|7NUKE|8RCR|9MLV
439	43121 11243	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2AART|34aVULN|5CDMG|6BEXP|7NUKE|8RCR|9RPLT
440	43121 51221	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2AART|34aVULN|5CDMG|6LHND|7NUKE|8RCR|9MLV
441	43213 32221	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2AART|3RMIN|4CDMG|5DUST|67aVULN|8RCR|9MLV
442	43122 14532	   	174.42	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1DMG|2AART|34VULN|5FLTHEA|6RCVC|7DUR|8SNIHEL|9ZMB|aRCR
443	43122 14632	   	174.42	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1DMG|2AART|34VULN|5FLTHEA|6RCVC|7DUR|8BASICY|9ZMB|aRCR
444	13155 32253	   	174.38	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|36DMG|46VULN|5RMIN|6BPWR|7DUR|8RCVC|9MBVNT|aAART
445	43122 13156	   	174.36	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|2AART|34VULN|5FLTHEA|67RCVC|8RCR|9ERES|aZMB
446	43121 11231	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2AART|34aVULN|5CDMG|6BEXP|7NUKE|8RCR|9ERES
447	43121 51231	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2AART|34aVULN|5CDMG|6LHND|7NUKE|8RCR|9ERES
448	43213 32231	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2AART|3RMIN|4CDMG|5DUST|67aVULN|8RCR|9ERES
449	13113 64334	   	174.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2RCR|38DMG|4CANSTR|5BEXP|6ZMB|7AART|9CDMG|aVULN
450	13153 22212	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|39DMG|48VULN|5LHND|6DUR|7AART|aDMSP
451	13153 22213	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|39DMG|48VULN|5LHND|6DUR|7AART|aFEWX
452	13153 22216	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|39DMG|48VULN|5LHND|6DUR|7AART|aLIT
453	13164 22212	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|39DMG|4LHND|58VULN|6DUR|7AART|aDMSP
454	13164 22213	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|39DMG|4LHND|58VULN|6DUR|7AART|aFEWX
455	13164 22216	   	174.27	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|39DMG|4LHND|58VULN|6DUR|7AART|aLIT
456	13111 64334	   	174.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2RCR|38DMG|4CANSTR|5DUST|6ZMB|7AART|9CDMG|aVULN
457	43624 22332	   	174.18	DCR|3DMG|1AART|1VULN|1ZMB	135DMG|2AART|4RPLT|6LHND|7RCR|8DUST|9ZMB|aVULN
458	13156 32214	   	174.17	ACR|2VULN|2DMG|1AART|1ASPD	1ERES|2RCR|39DMG|48VULN|5MBVNT|6LHND|7AART|aASPD
459	13141 25161	   	174.17	ACR|2VULN|2DMG|1AART|1DUR	14ERES|2RCR|35DMG|6DUR|7AART|8LHND|9aVULN
460	13153 22111	   	174.17	ACR|2VULN|2DMG|1AART|1DUR	18ERES|2RCR|39DMG|4aVULN|5LHND|6DUR|7AART
461	13164 22111	   	174.17	ACR|2VULN|2DMG|1AART|1DUR	18ERES|2RCR|39DMG|4LHND|5aVULN|6DUR|7AART
462	13456 22214	   	174.17	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|3MLV|48VULN|5MBVNT|6DUR|7AART|9aDMG
463	33234 41341	 * 	174.16	DCR|2VULN|2DMG|1AART|3DUR	178DUR|2AART|3CGEN|4LEGI|58DMG|68VULN|8BPWR|9BEXP|aRCR
464	33234 41351	   	174.16	DCR|2VULN|2DMG|1AART|3DUR	178DUR|2AART|3CGEN|4LEGI|58DMG|68VULN|8BPWR|9LHND|aRCR
465	23423 61331	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2RMIN|3AART|47VULN|5LWND|6RCR|8CDMG|9ZMB|aDMG
466	13155 34213	   	174.08	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCR|36DMG|46VULN|5RMIN|6BPWR|7DUST|8DUR|9RCVC|aAART
467	22436 21153	   	174.07	ACR|3VULN|2DMG|1CDMG|1DUR	19LIT|2DUR|39DMG|4RCR|5FEWX|6LHND|789VULN|9BPWR|aCDMG
468	33234 41361	   	174.06	DCR|2VULN|2DMG|1AART|3DUR	178DUR|2AART|3CGEN|4LEGI|58DMG|68VULN|8BPWR|9DUST|aRCR
469	43121 25142	   	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|2AART|34VULN|58CDMG|6FLTHEA|7LHND|9FEWX|aRCR
470	43121 25412	   	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|2AART|34VULN|59CDMG|6FLTHEA|7LHND|8FEWX|aRCR
471	43122 25212	   	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6BEXP|7LWND|89CDMG|aRCR
472	43122 55212	   	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|2AART|34VULN|5FLTHEA|6LHND|7LWND|89CDMG|aRCR
473	22431 21153	   	173.97	ACR|3VULN|2DMG|1CDMG|1DUR	19LIT|2DUR|39DMG|4RCR|5DUST|6LHND|789VULN|9BPWR|aCDMG
