0	Index      	 *	Score 	Summary	Detail	
333	46123 22341	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|25VULN|3BASICY|4DUR|68DMG|7RCR|9CDMG|aLWND
334	46123 22343	   	161.70	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|25VULN|3BASICY|4DUR|68DMG|7RCR|9CDMG|aCGEN
335	13553 22222	   	161.66	DCR|2VULN|2DMG|2ASPD|1ZMB	1ERES|2aVULN|35DMG|48ASPD|6CGEN|7RCR|9ZMB
336	13553 42222	   	161.66	DCR|2VULN|2DMG|2ASPD|1ZMB	1ERES|2aVULN|35DMG|48ASPD|6MLV|7RCR|9ZMB
337	23553 52222	   	161.66	DCR|2VULN|2DMG|2ASPD|1ZMB	1CGEN|2aVULN|35DMG|48ASPD|6ERES|7RCR|9ZMB
338	42653 13113	   	161.66	ACR|3VULN|2AART|2RCVC	15RCVC|2aAART|3ERES|4RCR|6LWND|789VULN
339	32248 14134	   	161.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|2MBVNT|4ZMB|5AART|68VULN|7LSRREG|9DMG|aRCR
340	42652 12111	   	161.64	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|5689VULN|7FEWX|aLWND
341	42652 12112	   	161.64	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|5689VULN|7FEWX|aRPLT
342	42652 12113	   	161.64	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|5689VULN|7FEWX|aLHND
343	42652 12132	   	161.64	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|568aVULN|7FEWX|9LHND
344	32417 44143	   	161.61	DCR|4VULN|2CDMG|2DUR	19DUR|2MBVNT|35LWND|469aVULN|7RCR|89CDMG|9BPWR
345	46123 22342	   	161.60	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|25VULN|3BASICY|4DUR|68DMG|7RCR|9CDMG|aDUST
346	42652 13311	   	161.54	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|5679VULN|8DUST|aLWND
347	42652 13312	   	161.54	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|5679VULN|8DUST|aRPLT
348	42652 13313	   	161.54	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|5679VULN|8DUST|aLHND
349	42652 13332	   	161.54	ACR|4VULN|1AART	1RCVC|2AART|3ERES|4RCR|567aVULN|8DUST|9LHND
350	23533 32251	   	161.48	DCR|2DMG|1AART|1VULN|2ASPD	1CGEN|2VULN|3aDMG|4ERES|58ASPD|6RCR|7RCVC|9AART
351	23633 32251	   	161.48	DCR|2DMG|1AART|1VULN|2ASPD	1CGEN|2VULN|38ASPD|4ERES|5aDMG|6RCR|7RCVC|9AART
352	31361 11535	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2CDMG|348VULN|57FEWX|6RCR|9MLV|aAART
353	23251 64331	   	161.40	ACR|3VULN|1AART|1DMG	157CGEN|257VULN|3RPLT|4RCR|57BPWR|6AART|8TLV|9DMG|aLHND
354	23251 64333	   	161.40	ACR|3VULN|1AART|1DMG	157aCGEN|257VULN|3RPLT|4RCR|57BPWR|6AART|8TLV|9DMG
355	13535 31216	 * 	161.36	DCR|2VULN|1DMG|2ASPD|1CDMG|2DUR	147ERES|29VULN|3DMG|59DUR|6RCR|89ASPD|9BPWR|aCDMG
356	42652 23133	   	161.28	ACR|2AART|2VULN|1ZMB|1DUR	1RCVC|26AART|3ERES|4RCR|57VULN|8DUR|9LHND|aZMB
357	46123 22431	   	161.21	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|25VULN|3BASICY|4DUR|6DMG|7RCR|8ASPD|9AART|aCGEN
358	46123 22432	   	161.21	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|25VULN|3BASICY|4DUR|6DMG|7RCR|8ASPD|9AART|aBEXP
359	46123 22433	   	161.21	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|25VULN|3BASICY|4DUR|6DMG|7RCR|8ASPD|9AART|aLHND
360	31133 31656	   	161.20	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|2CDMG|3AART|47TLV|567VULN|7BPWR|8LHND|9MBVNT|aRCR
361	42652 13221	   	161.19	ACR|3VULN|1AART|1CDMG	1RCVC|2AART|3ERES|4RCR|567VULN|8CDMG|9FEWX|aLIT
362	42652 13223	   	161.19	ACR|3VULN|1AART|1CDMG	1RCVC|2AART|3ERES|4RCR|567VULN|8CDMG|9FEWX|aMLV
363	42652 13231	   	161.19	ACR|3VULN|1AART|1CDMG	1RCVC|2AART|3ERES|4RCR|567VULN|8CDMG|9LWND|aLIT
364	42652 13233	   	161.19	ACR|3VULN|1AART|1CDMG	1RCVC|2AART|3ERES|4RCR|567VULN|8CDMG|9LWND|aMLV
365	31332 62355	   	161.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3VULN|4CGEN|5BEXP|6AART|7RCR|8RCVC|9DMG|aZMB
366	42652 13213	   	161.09	ACR|3VULN|1AART|1CDMG	1RCVC|2AART|3ERES|4RCR|567VULN|8CDMG|9CGEN|aDUST
367	42652 13222	   	161.09	ACR|3VULN|1AART|1CDMG	1RCVC|2AART|3aERES|4RCR|567VULN|8CDMG|9FEWX
368	42652 13232	   	161.09	ACR|3VULN|1AART|1CDMG	1RCVC|2AART|3aERES|4RCR|567VULN|8CDMG|9LWND
369	41124 54143	 * 	161.08	DCR|3VULN|2CDMG|2ZMB|1DUR	1RCVC|2MBVNT|39aVULN|4DUR|5RMIN|69ZMB|7RCR|89CDMG|9BPWR
370	31321 62355	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3VULN|4BEXP|5ERES|6AART|7RCR|8RCVC|9DMG|aZMB
371	31121 32423	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3AART|4BEXP|5CGEN|6VULN|7RCR|8RMIN|9ZMB|aDMG
372	31121 32655	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3AART|4BEXP|58CGEN|6VULN|7RCR|9DMG|aZMB
373	31123 62423	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3AART|4BEXP|5VULN|6MLV|7RCR|8RMIN|9ZMB|aDMG
374	41144 14172	 * 	160.98	DCR|2VULN|1AART|2CDMG|2ASPD	1RCVC|2MBVNT|3aVULN|4LHND|5RMIN|6aASPD|7RCR|8aCDMG|9AART|aBPWR
375	41148 14174	   	160.98	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|35VULN|4LHND|6BEXP|7RCR|8CDMG|9AART|aDMG
376	31133 62423	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3AART|4TLV|5VULN|6BEXP|7RCR|8RMIN|9ZMB|aDMG
377	31143 33642	 * 	160.81	DCR|2AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1DUR|2CDMG|37AART|49ZMB|5FEWX|6VULN|8RCR|aASPD
378	31163 33642	   	160.81	DCR|2AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1DUR|2CDMG|37AART|4FEWX|5VULN|69ZMB|8RCR|aASPD
379	42142 22152	   	160.71	DCR|3VULN|2AART|1DUR	1RCVC|26AART|3DUR|4ERES|58aVULN|7FEWX|9RCR
380	31151 23146	   	160.71	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2CDMG|3AART|4BELT|56aVULN|7DUST|8RCR|9LHND
381	31151 23156	   	160.71	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2CDMG|3AART|4BELT|56aVULN|7DUST|8RCR|9BEXP
382	42142 23352	   	160.61	DCR|3VULN|2AART|1DUR	1RCVC|26AART|3DUR|4ERES|57aVULN|8DUST|9RCR
383	42242 23152	   	160.61	DCR|3VULN|2AART|1DUR	1RCVC|26AART|3DUST|4ERES|57aVULN|8DUR|9RCR
384	42612 23152	   	160.61	DCR|3VULN|2AART|1DUR	1RCVC|26AART|3ERES|4DUST|57aVULN|8DUR|9RCR
385	31151 23165	   	160.61	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2CDMG|3AART|4BELT|56aVULN|7DUST|8RCR|9ERES
386	23521 13521	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2VULN|36DMG|4DUR|5LIT|7RCVC|8RCR|9ZMB|aAART
387	35311 52351	   	160.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|2LIT|34DMG|5SELL|68VULN|7FEWX|9AART|aRCR
388	35311 53351	   	160.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|2LIT|34DMG|5SELL|68VULN|7BEXP|9AART|aRCR
389	31346 13511	   	160.41	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2CDMG|38VULN|4ZMB|5TLV|6RCR|9RCVC|aDMG
390	23251 63243	   	160.36	ACR|2VULN|2AART|2DUR|1ZMB	15CGEN|25VULN|3RPLT|4RCR|5BPWR|67AART|8aDUR|9ZMB
391	42533 12621	   	160.35	DCR|2AART|2VULN|1DMG|2RCVC	17RCVC|24AART|3LHND|5BEXP|68VULN|9RCR|aDMG
392	41126 44143	   	160.32	DCR|4VULN|2CDMG|1DUR	1RCVC|2MBVNT|369aVULN|4DUR|59LWND|7RCR|89CDMG|9BPWR
393	42142 12153	   	160.26	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|2AART|3DUR|4ERES|568VULN|7FEWX|9RCR|aZMB
394	41112 31413	   	160.24	DCR|2VULN|2DMG|1CDMG|2RCVC	14RCVC|2MBVNT|3aVULN|5aLHND|6RCR|7ERES|8CDMG|9aDMG|aBPWR
395	41112 37413	   	160.24	DCR|2VULN|2DMG|1CDMG|2RCVC	14RCVC|2MBVNT|3aVULN|5aLHND|6RCR|7TLV|8CDMG|9aDMG|aBPWR
396	46242 11131	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|29VULN|3LWND|4RMIN|5LIT|6RCR|7DMG|8ZMB|aAART
397	46312 11141	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|29VULN|3RMIN|4LHND|5LIT|6RCR|7DMG|8ZMB|aAART
398	46312 11421	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|28VULN|3RMIN|4LHND|5LIT|6RCR|7DMG|9ZMB|aAART
