0	Index      	 *	Score 	Summary	Detail	
316	36232 63316	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18ERES|2DMG|3AART|4ZMB|5aVULN|6ASPD|7RCR|9CGEN
317	36232 63361	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18ERES|2DMG|3AART|4ZMB|5aVULN|6ASPD|7RCR|9RCVC
318	36232 63421	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|28DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|9DUST|aLHND
319	36232 63523	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|29DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|8MLV|aAIRHEA
320	36233 35314	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|29DMG|3AART|4ZMB|5FEWX|6DUR|7RCR|8VULN|aCANSTR
321	13235 53363	 * 	164.74	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1BELT|2VULN|36RPLT|4AART|5ZMB|7CDMG|8RCR|9FLTHEA|aDMG
322	13235 63363	   	164.74	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1BELT|2VULN|3RPLT|4AART|5ZMB|6RCVC|7CDMG|8RCR|9FLTHEA|aDMG
323	36212 32145	   	164.72	DCR|3DMG|1AART|1VULN|1DUR	1ERES|24aDMG|3AART|58LWND|6DUR|7VULN|9RCR
324	31216 14431	   	164.71	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	1ERES|2ASPD|3AART|4aDMG|5CDMG|6RCR|78ZMB|9CGEN
325	36213 13242	 * 	164.68	DCR|3AART|2DMG|1VULN|1DUR	1ERES|24DMG|35aAART|6DUST|7VULN|8DUR|9RCR
326	36213 43242	   	164.68	DCR|3AART|2DMG|1VULN|1DUR	1ERES|24DMG|35aAART|6LEGI|7VULN|8DUR|9RCR
327	26241 12314	   	164.65	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1FEWX|2AART|3aLHND|4LWND|5CDMG|6aVULN|7RCR|8ZMB|9aDUR|aBPWR
328	13232 55363	 * 	164.65	DCR|3AART|2VULN|2CDMG	1BELT|28VULN|3RPLT|49aAART|58LIT|6RCR|78CDMG|8BPWR
329	36211 13245	   	164.62	DCR|3DMG|1AART|1VULN|1DUR	16ERES|24aDMG|3AART|5BEXP|7VULN|8DUR|9RCR
330	13232 55324	   	164.58	DCR|3VULN|1AART|2CDMG	1BELT|289VULN|3RPLT|4AART|58LIT|6RCR|78CDMG|8BPWR|aDMSP
331	36215 33511	   	164.51	DCR|2VULN|2DMG|1AART	1ERES|24DMG|3AART|5RPLT|6BEXP|7RCR|8aVULN|9RCVC
332	36215 33531	   	164.51	DCR|2VULN|2DMG|1AART	1ERES|24DMG|3AART|5RPLT|69BEXP|7RCR|8aVULN
333	13151 62531	   	164.51	DCR|2VULN|2DMG|2ASPD|1CDMG	1BELT|28VULN|39ASPD|48DMG|5NUKE|68BEXP|7RCR|8BPWR|aCDMG
334	21645 31123	   	164.49	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1FEWX|2ZMB|3ASPD|47VULN|58DMG|6RCR|9BELT|aDUR
335	13232 53536	   	164.48	DCR|3VULN|1AART|1DMG	1BELT|28aVULN|3RPLT|4AART|5LIT|6RCR|7LWND|9DMG
336	13232 55321	   	164.48	DCR|3VULN|1AART|2CDMG	1BELT|289VULN|3RPLT|4AART|58LIT|6RCR|78CDMG|8BPWR|aCANHEL
337	13232 55325	   	164.48	DCR|3VULN|1AART|2CDMG	1BELT|289VULN|3RPLT|4AART|58LIT|6RCR|78CDMG|8BPWR|aDUST
338	13236 43122	   	164.48	DCR|3VULN|1AART|1DMG	1BELT|278VULN|3RPLT|4AART|5MLV|6RCR|9FEWX|aDMG
339	23211 13354	   	164.47	DCR|3VULN|2AART|1ZMB	1FEWX|2RPLT|3BEXP|45AART|689VULN|7RCR|aZMB
340	26441 12312	   	164.45	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1FEWX|2AART|39DUR|4LWND|5CDMG|6aVULN|7RCR|8ZMB
341	13151 12541	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1BELT|28VULN|38ASPD|48DMG|5NUKE|6LEGI|7RCR|8BPWR|9DMSP|aCDMG
342	13232 55522	   	164.41	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1BELT|2aVULN|3RPLT|4AART|5aLIT|6RCR|7CDMG|8DUR|9aZMB|aBPWR
343	13233 43122	   	164.38	DCR|3VULN|1AART|1DMG	1BELT|278VULN|3RPLT|4AART|5ERES|6RCR|9FEWX|aDMG
344	13234 43122	   	164.38	DCR|3VULN|1AART|1DMG	1BELT|278VULN|3RPLT|4AART|5TLV|6RCR|9FEWX|aDMG
345	13232 55326	   	164.34	DCR|3VULN|1AART|2CDMG|1SELL	1BELT|289VULN|3RPLT|4AART|58LIT|6RCR|78CDMG|8BPWR|aSELL
346	31423 23463	   	164.31	DCR|3DMG|1AART|1CDMG|1ASPD	1ERES|2ASPD|3RMIN|478DMG|5AART|6RCR|9BELT|aCDMG
347	53335 22321	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1MLV|2DUR|38VULN|4RPLT|5aAART|6LIT|7RCR|9DMG
348	31423 23422	   	164.21	DCR|3DMG|1AART|1CDMG|1ASPD	1ERES|2ASPD|3RMIN|478DMG|5AART|6RCR|9TLV|aCDMG
349	31212 51642	   	164.15	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2ASPD|3AART|49DMG|57VULN|6RPLT|8MBVNT|aRCR
350	36236 12431	 * 	164.08	DCR|2DMG|1AART|2CDMG|2ZMB	1ERES|2aDMG|3AART|47ZMB|58CDMG|6RCR|9LWND
351	12442 23512	   	164.01	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BELT|2ASPD|3RCR|4CDMG|5DUST|6ZMB|79DMG|8DUR|aAART
352	26112 16351	   	164.01	DCR|4VULN|1AART|1DUR|1SELL	1FEWX|2AART|3BEXP|4SELL|5DUR|689aVULN|7RCR
353	36133 22681	   	163.96	DCR|2AART|2DMG|1CDMG|1ZMB	13ERES|2aDMG|4MBVNT|59AART|6RCR|7ZMB|8CDMG
354	26431 16311	   	163.81	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2AART|3DUR|4BEXP|5CDMG|68aVULN|7RCR|9RCVC
355	26431 16331	   	163.81	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2AART|3DUR|49BEXP|5CDMG|68aVULN|7RCR
356	26231 16352	   	163.81	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2AART|3LHND|4BEXP|5CDMG|689VULN|7RCR|aDUR
357	26331 32264	 * 	163.78	DCR|2VULN|1AART|1DMG|3DUR	1aFEWX|2AART|3DMG|46aDUR|5RPLT|7RCR|8LEGI|9aVULN|aBPWR
358	36232 34262	   	163.68	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1SELL	1ERES|2DMG|3AART|4aZMB|57VULN|6DUR|8SELL|9RCR
359	31216 13151	   	163.67	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	17ERES|2ASPD|38AART|4DMG|5CDMG|6RCR|9RPLT|aVULN
360	56313 33421	   	163.62	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1MLV|29DMG|3aDUR|4RCR|5RCVC|6ASPD|7VULN|8AART
361	31216 11145	 * 	163.57	DCR|2AART|1DMG|2CDMG|2ASPD|1DUR	1ERES|2aASPD|38AART|4DMG|57CDMG|6RCR|9DUR
362	56233 24841	   	163.57	DCR|3DMG|1AART|1CDMG|1ZMB	1MLV|29aDMG|3RCVC|4MBVNT|5AART|6CDMG|7ZMB|8RCR
363	33413 56342	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DUR|3MLV|4ZMB|5AART|6MBVNT|7RCR|89VULN|aDMG
364	53113 56342	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DUR|3ERES|4ZMB|5AART|6MBVNT|7RCR|89VULN|aDMG
365	33221 15145	   	163.55	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2DUR|3RCVC|4aDMG|57VULN|6DUST|8AART|9RCR
366	21612 34533	 * 	163.49	ACR|3VULN|1AART|2ASPD|1ZMB	19FEWX|2ZMB|39ASPD|4RCR|5RPLT|6NUKE|789VULN|9BPWR|aAART
367	36133 21541	 * 	163.48	DCR|3DMG|1AART|2FLTHEA	13aERES|28aDMG|4MBVNT|5AART|6RCR|7LEGI|9aFLTHEA|aBPWR
368	36133 26264	   	163.48	DCR|3VULN|1AART|1DMG	13ERES|2DMG|4MBVNT|5AART|6RCR|7LSRREG|89aVULN
369	33121 15145	   	163.45	DCR|2VULN|2DMG|1AART|1DUR	13ERES|2DUR|4aDMG|57VULN|6DUST|8AART|9RCR
370	26111 43126	   	163.43	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1FEWX|2AART|3BEXP|4SELL|5RPLT|6RCR|7aVULN|8CDMG|9DMG
371	31214 22144	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5CGEN|6RCR|7VULN|8LWND|9CDMG|aZMB
372	31214 22244	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5CGEN|6RCR|7VULN|8BEXP|9CDMG|aZMB
373	31216 14142	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8RCVC|9VULN|aDMSP
374	31216 14342	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8MGNLIT|9MLV|aVULN
375	31216 14352	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8MGNLIT|9CGEN|aVULN
376	36234 22142	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5CGEN|6RCR|7VULN|8LWND|9CDMG|aDUR
377	36234 22242	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5CGEN|6RCR|7VULN|8BEXP|9CDMG|aDUR
378	31212 31266	   	163.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD|1SELL	1ERES|2ASPD|37AART|4DMG|5VULN|6DUR|8SELL|9RCR|aCDMG
379	31211 21141	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LEGI|8LWND|9CDMG|aVULN
380	31211 21155	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LEGI|8LWND|9VULN|aCDMG
381	31211 21241	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LEGI|8BEXP|9CDMG|aVULN
382	31211 21255	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LEGI|8BEXP|9VULN|aCDMG
383	31211 22353	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7RPLT|9CDMG|aVULN
384	31211 25132	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|8CGEN|9CDMG|aVULN
385	31211 25532	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|8MLV|9CDMG|aVULN
386	31211 26553	   	163.23	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1ERES|29ASPD|3AART|4DMG|5ZMB|6RCR|7DUR|8MLV|aVULN
387	31216 13244	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	17ERES|2ASPD|3AART|4DMG|5CDMG|6RCR|8CGEN|9VULN|aZMB
388	31216 14363	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8MGNLIT|9VULN|aCANSTR
389	36236 15223	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5CDMG|6RCR|7DLOT|8RMIN|9VULN|aDUR
390	56313 33115	   	163.22	ACR|3DMG|1VULN|1CDMG|1DUR|1ASPD	1MLV|28aDMG|3DUR|4RCR|5RCVC|6ASPD|7VULN|9CDMG
391	31214 22441	   	163.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2ASPD|3AART|48DMG|5CGEN|6RCR|7VULN|9RMIN|aDUR
392	31214 22521	   	163.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2ASPD|3AART|49DMG|5CGEN|6RCR|7VULN|8MLV|aDUR
393	31214 22114	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3AART|4DMG|5CGEN|6RCR|7aVULN|8LWND|9DUR
394	31214 22214	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3AART|4DMG|5CGEN|6RCR|7aVULN|8BEXP|9DUR
395	31214 26411	   	163.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2ASPD|3AART|48DMG|59CGEN|6RCR|7DUR|aVULN
396	31214 26522	   	163.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2ASPD|3AART|49DMG|5CGEN|6RCR|7DUR|8MLV|aVULN
397	31216 61134	 * 	163.19	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1ERES|27ASPD|36AART|4DMG|5CDMG|8LIT|9RCR|aVULN
398	21642 61113	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	17FEWX|2ZMB|3ASPD|4VULN|5RPLT|6RCR|89DMG|aAART
399	21645 33313	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	17FEWX|2ZMB|3ASPD|4VULN|59DMG|6RCR|8RPLT|aAART
400	31216 14226	   	163.13	DCR|1AART|1DMG|2CDMG|2ASPD|1ZMB|1DUR	1ERES|28ASPD|3AART|4DMG|5aCDMG|6RCR|7ZMB|9DUR
401	31231 36251	   	163.11	DCR|3VULN|1AART|1CDMG|1ASPD	1ERES|2ASPD|3AART|49aVULN|5CDMG|6LWND|7RCR|8LHND
402	31231 36563	   	163.11	DCR|3VULN|1AART|1CDMG|1ASPD	1ERES|2ASPD|3AART|489VULN|5CDMG|6aLWND|7RCR
403	31214 23621	   	163.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2ASPD|3AART|49DMG|5CGEN|6RCR|7TLV|8VULN|aDUR
404	31214 26431	   	163.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	19ERES|2ASPD|3AART|48DMG|5CGEN|6RCR|7DUR|aVULN
405	31216 11226	   	163.10	DCR|2DMG|1AART|2CDMG|1ASPD|1DUR	1ERES|2ASPD|3AART|4aDMG|57CDMG|6RCR|8CGEN|9DUR
406	31216 14361	   	163.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ERES|2ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8MGNLIT|9VULN|aSELL
407	22311 64431	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2VENICY|3LIT|45VULN|6AART|7RCR|8DUR|9DMG|aZMB
408	53311 22331	   	163.06	DCR|4VULN|1AART|1DUR	1MLV|2DUR|389aVULN|4AART|5RPLT|6LIT|7RCR
409	36232 63132	   	163.00	DCR|3AART|1VULN|1DMG|1ZMB|1ASPD	1ERES|2DMG|39aAART|4ZMB|5VULN|6ASPD|7RCR|8LWND
410	36236 11251	   	162.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ERES|2DMG|3AART|4ZMB|5CDMG|6RCR|7SELL|8TLV|9ASPD|aVULN
411	36236 11261	   	162.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1ERES|2DMG|3AART|4ZMB|5CDMG|6RCR|7SELL|8TLV|9VULN|aDUR
412	26513 13811	   	162.93	DCR|3VULN|1AART|1DMG|1SELL	1FEWX|2AART|36aVULN|4SELL|5MBVNT|7RCR|8DMG|9MLV
413	36211 51352	 * 	162.91	DCR|3DMG|2AART|1CDMG	1ERES|246DMG|38AART|56BEXP|6BPWR|7CGEN|9RCR|aCDMG
414	36211 53352	   	162.91	DCR|3DMG|2AART|1CDMG	1ERES|246DMG|38AART|56BEXP|6BPWR|7MLV|9RCR|aCDMG
415	31211 23461	   	162.86	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9BELT|aMLV
416	31211 23462	   	162.86	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9BELT|aFEWX
417	31211 23466	   	162.86	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9BELT|aBEXP
418	26513 13141	   	162.83	DCR|3VULN|1AART|1DMG|1SELL	1FEWX|2AART|36aVULN|4SELL|5MBVNT|7RCR|8TLV|9DMG
419	26513 13341	   	162.83	DCR|3VULN|1AART|1DMG|1SELL	1FEWX|2AART|36aVULN|4SELL|5MBVNT|7RCR|8ERES|9DMG
420	31211 23331	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1aERES|2ASPD|3AART|47aDMG|5ZMB|6RCR|8FEWX|9aAIRHEA|aBPWR
421	31211 23421	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9TLV|aLIT
422	31211 23423	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9TLV|aLHND
423	31211 23424	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9TLV|aMLV
424	31211 23431	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9LEGI|aLIT
425	31211 23432	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9LEGI|aCGEN
426	31211 23433	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9LEGI|aMLV
427	31211 23435	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9LEGI|aRPLT
428	31211 23441	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9MBVNT|aLIT
429	31211 23442	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9MBVNT|aCGEN
430	31211 23443	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9MBVNT|aMLV
431	31211 23446	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9MBVNT|aRPLT
432	31211 23451	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	19ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|aLHND
433	31211 23452	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	19ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|aDMSP
434	31211 23453	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	19ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|aFEWX
435	31211 23456	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	19ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|aBEXP
436	31211 23464	   	162.76	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9BELT|aTLV
437	33321 15142	   	162.71	DCR|2VULN|2AART|1DMG|2DUR	1ERES|23DUR|4DMG|57VULN|6DUST|8aAART|9RCR
438	33325 43142	   	162.71	DCR|2DMG|2AART|1VULN|2DUR	1ERES|23DUR|45DMG|6DUST|7VULN|8aAART|9RCR
439	33521 15142	   	162.71	DCR|2VULN|2AART|1DMG|2DUR	13ERES|23DUR|3BPWR|4DMG|57VULN|6DUST|8aAART|9RCR
440	31211 23425	   	162.66	DCR|3DMG|1AART|1ZMB|1ASPD	1ERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9TLV|aLEGI
441	31211 23434	   	162.66	DCR|3DMG|1AART|1ZMB|1ASPD	1aERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9LEGI
442	31211 23444	   	162.66	DCR|3DMG|1AART|1ZMB|1ASPD	1aERES|2ASPD|3AART|478DMG|5ZMB|6RCR|9MBVNT
443	36236 16212	   	162.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1ERES|2DMG|3AART|4ZMB|5aCDMG|6RCR|7SNIHEL|8VULN|9MLV
444	36236 16222	   	162.60	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ERES|2DMG|3AART|4ZMB|5aCDMG|6RCR|7SNIHEL|8VULN|9CGEN
445	66312 12335	   	162.51	ACR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1CGEN|29DMG|3DUR|4RCR|58VULN|6LHND|7ZMB|aASPD
446	13434 53121	   	162.48	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|28VULN|38CGEN|4RCR|5FEWX|6CDMG|78DMG|8BPWR|9ZMB|aLHND
447	13434 53123	   	162.48	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|28VULN|38CGEN|4RCR|5FEWX|6CDMG|78DMG|8BPWR|9ZMB|aBEXP
448	53335 22331	   	162.46	DCR|4VULN|1AART|1DUR	1MLV|2DUR|389aVULN|4RPLT|5AART|6LIT|7RCR
449	21615 23412	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	169FEWX|2ZMB|3ASPD|4RCR|5DMG|7aVULN|8AART
450	13434 53132	   	162.38	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|28VULN|38CGEN|4RCR|5FEWX|6CDMG|78DMG|8BPWR|9DUST|aZMB
451	13233 43443	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|27VULN|3RPLT|4AART|5ERES|6RCR|8CDMG|9BEXP|aDMG
452	13233 43463	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|27VULN|3RPLT|4AART|5ERES|6RCR|8CDMG|9LSRICY|aDMG
453	13236 43433	   	162.38	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|27VULN|3RPLT|4AART|5MLV|6RCR|8CDMG|9AIRHEL|aDMG
454	31233 24266	   	162.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1ERES|2ASPD|3AART|46VULN|5DUST|7DMG|8SELL|9RCR|aCDMG
455	13236 43162	   	162.36	DCR|3VULN|1AART|1ZMB|1ASPD	1BELT|278VULN|3RPLT|4AART|5MLV|6RCR|9ZMB|aASPD
456	12463 15122	 * 	162.33	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	1BELT|2aASPD|3RCR|4DUR|5aVULN|6LWND|7LIT|8AART|9aZMB|aBPWR
457	12463 25122	   	162.33	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	1BELT|2aASPD|3RCR|4DUR|5aVULN|6BEXP|7LIT|8AART|9aZMB|aBPWR
458	36211 34241	   	162.32	DCR|3DMG|1AART|1VULN|1DUR	1ERES|247DMG|3AART|5BEXP|6DUR|8LIT|9VULN|aRCR
459	36212 34241	   	162.32	DCR|3DMG|1AART|1VULN|1DUR	1ERES|247DMG|3AART|5LWND|6DUR|8LIT|9VULN|aRCR
460	21415 11311	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2ZMB|3MLV|4RCR|58DMG|6LHND|7aVULN|9CDMG
461	13233 43413	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|27VULN|3RPLT|4AART|5ERES|6RCR|8CDMG|9DUST|aDMG
462	13233 43433	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|27VULN|3RPLT|4AART|5ERES|6RCR|8CDMG|9AIRHEL|aDMG
463	13234 43413	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|27VULN|3RPLT|4AART|5TLV|6RCR|8CDMG|9DUST|aDMG
464	13234 43433	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|27VULN|3RPLT|4AART|5TLV|6RCR|8CDMG|9AIRHEL|aDMG
465	13234 43162	   	162.26	DCR|3VULN|1AART|1ZMB|1ASPD	1BELT|278VULN|3RPLT|4AART|5TLV|6RCR|9ZMB|aASPD
466	23213 43126	   	162.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1FEWX|2RPLT|3BEXP|4AART|5SELL|6RCR|7aVULN|8CDMG|9DMG
467	31231 42344	   	162.22	DCR|3VULN|1AART|2CDMG|1ASPD	18ERES|2ASPD|3AART|489VULN|58CDMG|6NUKE|7RMIN|8BPWR|aRCR
468	13261 23112	   	162.20	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58TLV|6RCR|78DMG|8BPWR|9MLV|aDUR
469	13261 23122	   	162.20	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58TLV|6RCR|78DMG|8BPWR|9RMIN|aDUR
470	13261 23146	   	162.20	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58TLV|6RCR|78DMG|8BPWR|9FEWX|aDUR
471	13262 23112	   	162.20	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58ERES|6RCR|78DMG|8BPWR|9MLV|aDUR
472	13262 23122	   	162.20	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58ERES|6RCR|78DMG|8BPWR|9RMIN|aDUR
473	13262 23146	   	162.20	DCR|3VULN|2DMG|1DUR	1BELT|248VULN|3RPLT|58ERES|6RCR|78DMG|8BPWR|9FEWX|aDUR
474	21115 11311	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2ZMB|3ERES|4RCR|58DMG|6LHND|7aVULN|9CDMG
475	23211 13556	 * 	162.15	DCR|3AART|2VULN|1DMG	1FEWX|2RPLT|3BEXP|458AART|69VULN|7RCR|aDMG
476	25612 21162	   	162.13	ACR|2VULN|2AART|1DMG|1ASPD	1FEWX|2CGEN|3ASPD|4RCR|57VULN|6TLV|8DMG|9aAART
477	31216 14221	   	162.11	DCR|1AART|1DMG|2ASPD|1CDMG|2DUR|1ZMB	1ERES|28ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|9aDUR
