0	Index      	 *	Score 	Summary	Detail	
314	34153 11632	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2RMIN|3DUR|4ZMB|5DMG|6TLV|7CDMG|89VULN|aRCR
315	34153 21332	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1AART|2RMIN|3DUR|4ZMB|5DMG|6AAC|7CDMG|89VULN|aRCR
316	34225 61332	   	194.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1AART|2RMIN|3ASPD|4DUR|5AAC|6ZMB|7CDMG|89VULN|aRCR
317	41222 61522	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ERES|3ZMB|4AART|5DUR|6DMG|7CDMG|89VULN|aRCR
318	43553 21322	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1CGEN|2DUR|3AART|4ZMB|5DMG|6AAC|7CDMG|89VULN|aRCR
319	46222 61322	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1CGEN|2AAC|3ZMB|4AART|5DUR|6DMG|7CDMG|89VULN|aRCR
320	46521 31322	   	194.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1CGEN|2AAC|3ASPD|4AART|5ZMB|6DUR|7CDMG|89VULN|aRCR
321	53513 11622	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3AART|4CGEN|5DMG|6TLV|7CDMG|89VULN|aRCR
322	53513 21322	   	194.43	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2DUR|3AART|4CGEN|5DMG|6AAC|7CDMG|89VULN|aRCR
323	54522 21332	   	194.43	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2AME|3ASPD|4AART|5DUR|6AAC|7CDMG|89VULN|aRCR
324	31432 32322	   	194.43	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1aAART|2DUR|3CDMG|4ZMB|5LWND|6VULN|7RCVC|8ASPD|9RCR
325	51522 21332	   	194.33	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2ERES|3ASPD|4AART|5DUR|6AAC|7CDMG|89VULN|aRCR
326	51526 31332	   	194.33	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2ERES|3ASPD|4AART|5AAC|6DUR|7CDMG|89VULN|aRCR
327	53633 36332	   	194.33	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DUR|39VULN|4AART|5TLV|6ERES|7CDMG|8ASPD|aRCR
328	55236 21311	 * 	194.22	ACR|3VULN|2AART|2CDMG|2ZMB|1AAC	1aZMB|2RCVC|39AART|4RCR|5AAC|68aVULN|7aCDMG|aBPWR
329	34113 31222	   	194.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1aAART|2RMIN|3DUR|4CGEN|5DMG|6ZMB|7CDMG|8RCR|9VULN
330	34121 21231	   	194.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	14AART|2RMIN|3DUR|5ZMB|6VULN|7CDMG|8RCR|9ASPD|aLHND
331	34121 21233	   	194.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	14AART|2aRMIN|3DUR|5ZMB|6VULN|7CDMG|8RCR|9ASPD
332	34121 21235	   	194.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	14AART|2RMIN|3DUR|5ZMB|6VULN|7CDMG|8RCR|9ASPD|aBEXP
333	34153 51222	   	194.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1aAART|2RMIN|3DUR|4ZMB|5DMG|6CGEN|7CDMG|8RCR|9VULN
334	44222 61222	   	194.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2AME|3ZMB|4aAART|5DUR|6DMG|7CDMG|8RCR|9VULN
335	53525 21231	   	194.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DUR|34AART|5RMIN|6VULN|7CDMG|8RCR|9ASPD|aLHND
336	53525 21233	   	194.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DUR|34AART|5aRMIN|6VULN|7CDMG|8RCR|9ASPD
337	31411 65322	   	194.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CDMG|45MLV|6DMG|7ASPD|8VULN|9ZMB|aRCR
338	31323 62541	   	194.12	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	19AART|2DUR|35VULN|4MDPS|6RCR|7RCVC|8CGEN|aDMG
339	41222 61222	   	194.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2ERES|3ZMB|4aAART|5DUR|6DMG|7CDMG|8RCR|9VULN
340	43553 11222	   	194.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3aAART|4ZMB|5DMG|6TLV|7CDMG|8RCR|9VULN
341	51522 51222	   	194.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2ERES|3ASPD|4aAART|5DUR|6CGEN|7CDMG|8RCR|9VULN
342	53513 11222	   	194.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3aAART|4CGEN|5DMG|6TLV|7CDMG|8RCR|9VULN
343	34121 21263	 * 	194.12	DCR|2AART|1VULN|1NUKE|1CDMG|1ZMB|1DUR	14AART|2RMIN|3DUR|5ZMB|6VULN|7CDMG|8RCR|9MBVNT|aNUKE
344	34226 21232	   	194.05	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR|1AAC	1AART|2RMIN|39ASPD|45DUR|6VULN|7CDMG|8RCR|aAAC
345	34236 31232	   	194.05	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR|1AAC	1AART|2RMIN|39ASPD|4VULN|56DUR|7CDMG|8RCR|aAAC
346	34233 31732	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|49VULN|5DMG|6ZMB|7MBVNT|8RCR|aBEXP
347	34233 31733	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|49VULN|5DMG|6ZMB|7MBVNT|8RCR|aLHND
348	34233 31736	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|49VULN|5DMG|6ZMB|7MBVNT|8RCR|aFEWX
349	34233 31737	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|49VULN|5DMG|6ZMB|7MBVNT|8RCR|aCGEN
350	34233 31738	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|49VULN|5DMG|6ZMB|7MBVNT|8RCR|aAME
351	35322 31164	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2VENFST|3LHND|4aVULN|5ASPD|6ERES|7RCR|8DUR|9DMG
352	31351 22543	   	193.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1AART|2DUR|39VULN|4LIT|5MDPS|6ASPD|7RCR|8AME|aDMG
353	31351 22643	   	193.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1AART|2DUR|39VULN|4LIT|5MDPS|6ASPD|7RCR|8RMIN|aDMG
354	12323 65153	 * 	193.85	DCR|2VULN|2AART|1MDPS|1ASPD|1ZMB	1FEWX|2aAART|35VULN|4MDPS|6RCR|7TLV|8ASPD|9ZMB
355	34233 31731	   	193.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|49VULN|5DMG|6ZMB|7MBVNT|8RCR|aDUST
356	31351 22243	   	193.81	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1AART|2DUR|39VULN|4LIT|5MDPS|6ASPD|7RCR|8ERES|aDMG
357	43553 13332	   	193.74	DCR|2AART|2DMG|1ASPD|1ZMB|1DUR	1CGEN|2DUR|38AART|4ZMB|5aDMG|6TLV|7RCR|9ASPD
358	53513 13332	   	193.74	DCR|2AART|2DMG|1ASPD|1ZMB|1DUR	1ZMB|2DUR|38AART|4CGEN|5aDMG|6TLV|7RCR|9ASPD
359	34216 32133	   	193.73	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	19AART|24RMIN|3ASPD|5ZMB|6RCR|7CGEN|8DMG|aVULN
360	12333 33132	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	14FEWX|2AART|39aVULN|5DMG|6ZMB|7RCR|8DUST
361	34251 23132	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1AART|2RMIN|3ASPD|4AME|5ZMB|69aVULN|7RCR|8DUST
362	34651 23132	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2RMIN|3DMG|4AME|5ZMB|69aVULN|7RCR|8DUST
363	36333 33132	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1AART|24FEWX|39aVULN|5DMG|6ZMB|7RCR|8DUST
364	12323 66143	   	193.68	DCR|3VULN|1MDPS|1AART|1DMG|1DUR	1FEWX|2AART|359VULN|4MDPS|6RCR|7LIT|8DUR|aDMG
365	31323 66342	 * 	193.68	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1AART|2DUR|359VULN|4MDPS|6RCR|7LIT|8LWND|aASPD
366	31453 32621	   	193.65	DCR|2VULN|2AART|1CDMG|2DUR	18AART|29DUR|3CDMG|49VULN|59BEXP|6RCR|7RMIN|9BPWR|aLHND
367	12333 46322	   	193.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	14FEWX|2aAART|3VULN|5DMG|6LWND|7CDMG|8ASPD|9RCR
368	36333 46322	   	193.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1aAART|24FEWX|3VULN|5DMG|6LWND|7CDMG|8ASPD|9RCR
369	34216 34133	   	193.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	19AART|24RMIN|3ASPD|5ZMB|6RCR|7TLV|8DMG|aVULN
370	44332 11242	   	193.62	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1CGEN|2AME|36VULN|4DUR|5AART|7aCDMG|8DMG|9RCR
371	32223 31231	   	193.61	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4BEXP|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aLHND
372	32223 31233	   	193.61	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4aBEXP|5DMG|6ZMB|7CDMG|8RCR|9ASPD
373	52632 41332	   	193.55	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1ZMB|25CDMG|3LWND|4DUST|6AART|79VULN|8ASPD|aRCR
374	31341 11242	   	193.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1AART|2DUR|36VULN|4CGEN|5ERES|7aCDMG|8DMG|9RCR
375	31343 11242	   	193.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1AART|2DUR|36VULN|4CGEN|5TLV|7aCDMG|8DMG|9RCR
376	43631 11242	   	193.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1CGEN|2DUR|36VULN|4AART|5ERES|7aCDMG|8DMG|9RCR
377	43633 11242	   	193.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1CGEN|2DUR|36VULN|4AART|5TLV|7aCDMG|8DMG|9RCR
378	32243 31231	   	193.51	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4DUST|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aLHND
379	32243 31233	   	193.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4DUST|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aBEXP
380	32223 31232	   	193.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4BEXP|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aMBVNT
381	32223 31266	   	193.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4BEXP|5DMG|6ZMB|7CDMG|8RCR|9MBVNT|aASPD
382	53526 33112	   	193.44	DCR|2AART|1VULN|1DMG|2DUR|2ZMB	18ZMB|28DUR|34AART|5RCVC|6RCR|78LHND|8BPWR|9VULN|aDMG
383	53526 33122	   	193.44	DCR|2AART|1VULN|1DMG|2DUR|2ZMB	18ZMB|28DUR|34AART|5RCVC|6RCR|78LHND|8BPWR|9DMG|aVULN
384	31323 63653	   	193.43	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1AART|2DUR|35VULN|4MDPS|6RCR|7RMIN|8LIT|9aDMG
385	32243 31232	   	193.41	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2RCVC|3VULN|4DUST|5DMG|6ZMB|7CDMG|8RCR|9ASPD|aMBVNT
386	12323 62426	   	193.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1FEWX|2AART|35VULN|4MDPS|6RCR|7DUR|8aDMG|9ERES
387	31323 61426	   	193.33	DCR|2VULN|2DMG|1MDPS|1AART|1DUR	1AART|2DUR|35VULN|4MDPS|6RCR|7LHND|8aDMG|9ERES
388	34633 13422	   	193.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1AART|2RMIN|35DMG|4VULN|6DMSP|7RCR|8ZMB|9AELBLL|aASPD
389	31421 16124	   	193.22	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1aAART|2DUR|39CDMG|4BELT|5ERES|6ASPD|7RCR|8VULN
390	53521 63121	   	193.15	DCR|2AART|2DMG|1CDMG|2ZMB|1DUR	15ZMB|2DUR|34AART|6ERES|7RCR|89DMG|aCDMG
391	32423 55113	   	193.12	DCR|3VULN|1AART|1ASPD|1AAC	1AART|23RCVC|456VULN|7MBVNT|8ASPD|9RCR|aAAC
392	34626 21231	   	193.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1AART|2RMIN|3DMG|45DUR|6VULN|7CDMG|8RCR|9ASPD|aLHND
393	34626 21233	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1AART|2RMIN|3DMG|45DUR|6VULN|7CDMG|8RCR|9ASPD|aBEXP
394	34636 31231	   	193.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1AART|2RMIN|3DMG|4VULN|56DUR|7CDMG|8RCR|9ASPD|aLHND
395	34636 31233	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1AART|2RMIN|3DMG|4VULN|56DUR|7CDMG|8RCR|9ASPD|aBEXP
396	32216 31352	   	193.03	DCR|4VULN|2AART	18AART|2RCVC|3679VULN|4RMIN|5RPLT|aRCR
397	34626 21232	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1AART|2RMIN|3DMG|45DUR|6VULN|7CDMG|8RCR|9ASPD|aMBVNT
398	34636 31232	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1AART|2RMIN|3DMG|4VULN|56DUR|7CDMG|8RCR|9ASPD|aMBVNT
399	32423 31362	   	193.00	DCR|2VULN|2AART|1DMG|1DUR	18AART|23RCVC|45VULN|6DMG|7RPLT|9RCR|aDUR
400	34633 31262	   	192.97	DCR|2AART|2DMG|1VULN|1CDMG	1aAART|2RMIN|35DMG|4VULN|6LEGI|7CDMG|8RCR|9MBVNT
401	12365 11311	 * 	192.91	ACR|4VULN|2AART|2CDMG	15aFEWX|29AART|368aVULN|4RCR|7aCDMG|aBPWR
402	36365 11311	   	192.91	ACR|4VULN|2AART|2CDMG	19AART|25aFEWX|368aVULN|4RCR|7aCDMG|aBPWR
403	32423 55411	   	192.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|23RCVC|456VULN|7MBVNT|8ZMB|9RCR|aCDMG
404	32223 33616	   	192.86	DCR|2AART|2DMG|1VULN|1AAC|1ZMB	19AART|2RCVC|3VULN|4BEXP|5aDMG|6ZMB|7RCR|8AAC
405	34623 21212	   	192.83	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|2RMIN|35DMG|4DUR|6VULN|7aCDMG|8RCR|9CGEN
406	34623 21242	   	192.83	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	1AART|2RMIN|35DMG|4DUR|6VULN|7aCDMG|8RCR|9MLV
407	31451 31612	   	192.81	DCR|3VULN|1AART|1CDMG|2DUR	1AART|2aDUR|3CDMG|467VULN|5RMIN|8RCR|9RCVC
408	12422 11612	   	192.77	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1FEWX|2AART|3CDMG|49RCVC|5ASPD|67VULN|8RCR|aDUR
409	12426 11612	   	192.77	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2AART|3CDMG|49RCVC|5DMG|67VULN|8RCR|aDUR
410	36422 11612	   	192.77	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2FEWX|3CDMG|49RCVC|5ASPD|67VULN|8RCR|aDUR
411	32422 13112	   	192.68	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|49VULN|5LWND|6DMSP|7RCR|8DMG|aASPD
412	32423 13122	   	192.68	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|45VULN|6LWND|7RCR|8DMG|9AELBLL|aASPD
413	32423 13132	   	192.68	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|45VULN|69LWND|7RCR|8DMG|aASPD
414	32423 23122	   	192.68	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|45VULN|6BEXP|7RCR|8DMG|9AELBLL|aASPD
415	32435 53112	   	192.68	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|4MLV|5CGEN|69VULN|7RCR|8DMG|aASPD
416	62422 11612	   	192.67	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUST|2AART|3CDMG|49RCVC|5ASPD|67VULN|8RCR|aDUR
417	32431 53112	   	192.58	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|4MLV|5ERES|69VULN|7RCR|8DMG|aASPD
418	32436 63112	   	192.58	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|4MLV|59VULN|6ERES|7RCR|8DMG|aASPD
419	31432 33441	   	192.54	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	18AART|2DUR|3CDMG|4ZMB|5LWND|67VULN|9RCR|aLHND
420	31433 32632	   	192.54	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1aAART|2DUR|3CDMG|4ZMB|5BEXP|68VULN|7CGEN|9RCR
421	32425 63112	   	192.48	DCR|2VULN|1AART|1ASPD|1DMG	1AART|23RCVC|49VULN|5TLV|6ERES|7RCR|8DMG|aASPD
422	32436 22114	   	192.45	DCR|3VULN|1AART|1DMG	1AART|23RCVC|4MLV|59aVULN|6RCR|7CGEN|8DMG
423	31436 32532	   	192.44	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1aAART|2DUR|3CDMG|4ZMB|5DUST|68VULN|7CGEN|9RCR
424	53634 11122	   	192.44	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2DUR|36VULN|4aAART|5AAC|7CDMG|8LHND|9RCR
425	53636 21122	   	192.44	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2DUR|35VULN|4aAART|6AAC|7CDMG|8LHND|9RCR
426	34153 13336	   	192.41	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	18AART|2RMIN|3DUR|4ZMB|5DMG|6TLV|7RCR|9CDMG|aASPD
427	34123 33112	   	192.37	DCR|2AART|2DMG|1VULN|2DUR|1AAC	14AART|2RMIN|36DUR|5AAC|7RCR|8aDMG|9VULN
428	34123 33124	   	192.37	DCR|2AART|2DMG|1VULN|2DUR|1AAC	14AART|2RMIN|36DUR|5AAC|7RCR|89DMG|aVULN
429	32425 22114	   	192.35	DCR|3VULN|1AART|1DMG	1AART|23RCVC|49aVULN|5TLV|6RCR|7CGEN|8DMG
430	53522 32111	 * 	192.27	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	1ZMB|25aDUR|34AART|6RCR|7CGEN|8DMG|9VULN
431	31432 41322	   	192.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1aAART|2DUR|3CDMG|4ZMB|5LWND|6DMSP|7VULN|8ASPD|9RCR
432	34251 31622	   	192.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1aAART|2RMIN|3ASPD|4AME|5ZMB|6DUR|7CDMG|8VULN|9RCR
433	52611 15322	   	192.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|35LWND|4VULN|6DUR|7aAART|8ASPD|9RCR
434	53522 34111	   	192.17	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	1ZMB|25aDUR|34AART|6RCR|7TLV|8DMG|9VULN
435	34153 11622	   	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1aAART|2RMIN|3DUR|4ZMB|5DMG|6TLV|7CDMG|8VULN|9RCR
436	34153 21322	   	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB|1DUR	1aAART|2RMIN|3DUR|4ZMB|5DMG|6AAC|7CDMG|8VULN|9RCR
437	34225 61322	   	192.12	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1aAART|2RMIN|3ASPD|4DUR|5AAC|6ZMB|7CDMG|8VULN|9RCR
438	54522 21322	   	192.12	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2AME|3ASPD|4aAART|5DUR|6AAC|7CDMG|8VULN|9RCR
439	32222 13112	   	192.08	DCR|2VULN|1AART|1ASPD|1DMG	1AART|25RCVC|39VULN|4BEXP|6DMSP|7RCR|8DMG|aASPD
440	34623 21221	   	192.08	DCR|2DMG|1AART|1VULN|1CDMG|1AAC|1DUR	1AART|2RMIN|35DMG|4DUR|6VULN|7CDMG|8RCR|9AAC|aLHND
441	34623 21222	   	192.08	DCR|2DMG|1VULN|1AART|2CDMG|1AAC|1DUR	1AART|2RMIN|35DMG|4DUR|6VULN|7aCDMG|8RCR|9AAC
442	34623 21223	   	192.08	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	1AART|2aRMIN|35DMG|4DUR|6VULN|7CDMG|8RCR|9AAC
443	34623 21225	   	192.08	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	1AART|2RMIN|35DMG|4DUR|6VULN|7CDMG|8RCR|9AAC|aBEXP
444	34113 63512	   	192.05	DCR|3DMG|1AART|1VULN|2DUR	1AART|2RMIN|38DUR|4CGEN|56aDMG|7RCR|9VULN
445	34623 33131	   	192.05	DCR|3DMG|1AART|1VULN|2DUR	1AART|2RMIN|358DMG|46DUR|7RCR|9VULN|aLIT
446	34623 33133	   	192.05	DCR|3DMG|1VULN|1AART|2DUR	1AART|2RMIN|358DMG|46DUR|7RCR|9VULN|aFEWX
447	34623 33135	   	192.05	DCR|3DMG|1VULN|1AART|2DUR	1AART|2RMIN|358DMG|46DUR|7RCR|9VULN|aBEXP
448	34623 33136	   	192.05	DCR|3DMG|1AART|1VULN|2DUR	1AART|2RMIN|358DMG|46DUR|7RCR|9VULN|aLHND
449	34623 33612	   	192.05	DCR|3DMG|1AART|1VULN|2DUR	1AART|2RMIN|35aDMG|46DUR|7RCR|8CGEN|9VULN
450	34233 33243	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6ZMB|8LIT|9RCR|aMLV
451	34233 33244	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6ZMB|8aLIT|9RCR
452	34233 33245	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6ZMB|8LIT|9RCR|aLHND
453	34233 33246	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6ZMB|8LIT|9RCR|aAME
454	53633 36322	   	192.02	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3VULN|4aAART|5TLV|6ERES|7CDMG|8ASPD|9RCR
455	51522 21322	   	192.02	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2ERES|3ASPD|4aAART|5DUR|6AAC|7CDMG|8VULN|9RCR
456	51526 31322	   	192.02	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1ZMB|2ERES|3ASPD|4aAART|5AAC|6DUR|7CDMG|8VULN|9RCR
457	34222 33412	   	192.01	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1AART|2RMIN|3ASPD|46DUR|5RCVC|7RCR|8ZMB|9VULN|aDMG
458	34222 33422	   	192.01	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1AART|2RMIN|3ASPD|46DUR|5RCVC|7RCR|8ZMB|9DMG|aVULN
459	34623 33132	   	191.95	DCR|3DMG|1VULN|1AART|2DUR	1AART|2RMIN|358DMG|46DUR|7RCR|9VULN|aDUST
460	34623 33134	   	191.95	DCR|3DMG|1VULN|1AART|2DUR	1AART|2RMIN|358DMG|46DUR|7RCR|9VULN|aMBVNT
461	53541 32112	   	191.94	DCR|2DMG|1AART|1VULN|2DUR|2ZMB	15ZMB|24DUR|3AART|6RCR|7CGEN|8aDMG|9VULN
462	53552 32112	   	191.94	DCR|2DMG|1AART|1VULN|2DUR|2ZMB	14ZMB|25DUR|3AART|6RCR|7CGEN|8aDMG|9VULN
463	34233 13241	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6TLV|8LIT|9RCR|aZMB
464	34233 23241	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6AAC|8LIT|9RCR|aZMB
465	34233 33242	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RMIN|3ASPD|47VULN|5DMG|6ZMB|8LIT|9RCR|aDUST
466	31323 61434	   	191.92	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	1aAART|2DUR|35VULN|4MDPS|6RCR|7LHND|8DMG|9AELBLL
467	31323 63134	   	191.92	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|2DUR|35VULN|4MDPS|6RCR|7RMIN|8ASPD|9MLV
468	31323 63144	   	191.92	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|2DUR|35VULN|4MDPS|6RCR|7RMIN|8ASPD|9CGEN
469	31323 16513	 * 	191.86	DCR|4VULN|1MDPS|1AART|3DUR	1AART|269DUR|3567VULN|4MDPS|6BPWR|8AME|aRCR
