0	Index      	 *	Score 	Summary	Detail	
335	21222 62342	   	178.99	ACR|3DMG|2VULN|1AART	149DMG|2AART|39MLV|5RCR|6RPLT|7DLOT|89VULN|9BPWR|aLIT
336	21222 62346	   	178.99	ACR|3DMG|2VULN|1AART	149DMG|2AART|39MLV|5RCR|6aRPLT|7DLOT|89VULN|9BPWR
337	21443 13115	   	178.97	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	145DMG|2AART|3VULN|6ASPD|7NUKE|8FEWX|9RCR|aCDMG
338	21355 35122	   	178.96	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2AART|3BEXP|48VULN|58FEWX|6LEGI|7RCR|8BPWR|9RCVC|aCDMG
339	21355 35132	   	178.96	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2AART|3BEXP|48VULN|58FEWX|6LEGI|7RCR|8BPWR|9LHND|aCDMG
340	21222 41534	 * 	178.95	ACR|3AART|2VULN|2DMG	14DMG|268AART|3MLV|5RCR|7FEWX|9aVULN
341	21632 12433	   	178.90	ACR|3DMG|1AART|1VULN|1ZMB|1DUR|1SELL	13aDMG|2AART|3BPWR|4ZMB|5RCR|6TLV|7VULN|8SELL|9DUR
342	21222 31311	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|3MLV|5RCR|7LIT|8aVULN|9BELT
343	21222 31326	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|39MLV|5RCR|7LIT|8aVULN
344	21222 31341	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|3aMLV|5RCR|7LIT|89VULN
345	21222 31343	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|3MLV|5RCR|7LIT|89VULN|aLWND
346	21222 31345	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|3MLV|5RCR|7aLIT|89VULN
347	21222 32554	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|3MLV|5RCR|7LHND|8RCVC|9aVULN
348	21222 34116	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|38MLV|5RCR|7BELT|9aVULN
349	21222 34616	   	178.89	ACR|3DMG|2VULN|1AART	146DMG|2AART|3MLV|5RCR|7BELT|8RCVC|9aVULN
350	21222 63642	   	178.89	ACR|3DMG|2VULN|1AART	148DMG|2AART|3MLV|5RCR|6RPLT|7aVULN|9LIT
351	21222 16116	   	178.89	ACR|3DMG|2VULN|1AART	14aDMG|2AART|3MLV|5RCR|6aTLV|7DMSP|8RPLT|9aVULN|aBPWR
352	21445 33212	   	178.82	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	149DMG|2AART|3VULN|5DUR|6ZMB|7FEWX|8RCR|aBEXP
353	21442 33215	   	178.82	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	149DMG|2AART|3VULN|5LWND|6ZMB|7FEWX|8RCR|aDUR
354	21413 35126	   	178.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2AART|369VULN|4ASPD|5LIT|7RPLT|8RCR|aZMB
355	21222 31342	   	178.79	ACR|3DMG|2VULN|1AART	146DMG|2AART|3MLV|5RCR|7LIT|89VULN|aVENICY
356	21222 31344	   	178.79	ACR|3DMG|2VULN|1AART	146DMG|2AART|3MLV|5RCR|7LIT|89VULN|aDUST
357	21222 63636	   	178.79	ACR|3DMG|2VULN|1AART	148DMG|2AART|3MLV|5RCR|6RPLT|7aVULN|9ERES
358	21662 31311	   	178.79	ACR|3DMG|2VULN|1AART	136DMG|2AART|3BPWR|4ERES|5RCR|7LIT|8aVULN|9BELT
359	21662 31362	   	178.79	ACR|3DMG|2VULN|1AART	136DMG|2AART|3BPWR|4ERES|5RCR|7LIT|8aVULN|9RPLT
360	21662 12326	   	178.79	ACR|3DMG|2VULN|1AART	13aDMG|2AART|3aBPWR|4aERES|5RCR|6TLV|79VULN|8aLWND
361	21222 13416	   	178.74	ACR|3DMG|2VULN|1AART|1SELL	14aDMG|2AART|3aMLV|5RCR|6TLV|7LWND|8SELL|9aVULN|aBPWR
362	21222 15416	   	178.74	ACR|3DMG|2VULN|1AART|1SELL	14aDMG|2AART|3aMLV|5RCR|6TLV|7LHND|8SELL|9aVULN|aBPWR
363	21445 33211	   	178.72	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	149DMG|2AART|3VULN|5DUR|6ZMB|7FEWX|8RCR|aDUST
364	21631 53212	   	178.72	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	139DMG|2AART|3BPWR|4ZMB|5VULN|6DUST|7FEWX|8RCR|aDUR
365	21633 51226	   	178.72	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	13aDMG|2AART|3BPWR|4ZMB|5FEWX|6DUR|7ERES|8RCR|9VULN
366	21222 12142	   	178.69	ACR|3DMG|2VULN|1AART	149DMG|2AART|3MLV|5RCR|6TLV|7aVULN|8ERES
367	21662 12242	   	178.69	ACR|3DMG|2VULN|1AART	139DMG|2AART|3BPWR|4ERES|5RCR|6TLV|7aVULN|8RMIN
368	21662 32252	   	178.69	ACR|3DMG|2VULN|1AART	136DMG|2AART|3BPWR|48ERES|5RCR|7LHND|9aVULN
369	21662 11336	   	178.69	ACR|3DMG|2VULN|1AART	13aDMG|2AART|3aBPWR|49ERES|5RCR|6aTLV|7RPLT|8aVULN
370	21432 14226	   	178.57	DCR|3VULN|2DMG|1AART	1aDMG|2AART|39aVULN|4ERES|5LWND|6DMSP|7aCGEN|8RCR|aBPWR
371	32314 32426	   	178.55	ACR|3VULN|1AART|1DMG|1CDMG	17CGEN|27ERES|3RCR|4AART|5BELT|67aVULN|7BPWR|8DMG|9CDMG
372	21222 12414	   	178.54	ACR|3DMG|2VULN|1AART|1SELL	14aDMG|2AART|3MLV|5RCR|6TLV|79VULN|8SELL
373	21222 12466	   	178.54	ACR|3DMG|2VULN|1AART|1SELL	14aDMG|2AART|3MLV|5RCR|6aTLV|7aVULN|8SELL|9LEGI|aBPWR
374	21631 44233	   	178.53	DCR|3DMG|2AART|1VULN|1ZMB	137DMG|26AART|3BPWR|4ZMB|5VULN|8RMIN|9BELT|aRCR
375	21631 61351	   	178.53	DCR|3DMG|2AART|1VULN|1ZMB	139DMG|27AART|3BPWR|4ZMB|5VULN|6RPLT|8LHND|aRCR
376	22153 16326	   	178.49	ACR|3VULN|2DMG|1AART	19DMG|2CGEN|39LIT|4RCR|5BEXP|6LHND|7AART|89aVULN|9BPWR
377	21135 12226	   	178.47	DCR|3VULN|2DMG|1AART	1aDMG|2AART|3aLHND|4ERES|5RCVC|6TLV|79aVULN|8RCR|aBPWR
378	21334 12226	   	178.47	DCR|3VULN|2DMG|1AART	1aDMG|2AART|3aBEXP|4ERES|5RCVC|6TLV|79aVULN|8RCR|aBPWR
379	21336 12226	   	178.47	DCR|3VULN|2DMG|1AART	1aDMG|2AART|3aBEXP|46ERES|5CGEN|79aVULN|8RCR|aBPWR
380	32315 61216	   	178.38	ACR|2AART|2VULN|2DMG	1aCGEN|2ERES|3RCR|47AART|5RCVC|6RPLT|8aDMG|9aVULN|aBPWR
381	21221 51226	   	178.37	DCR|3DMG|2VULN|1AART	14aDMG|2AART|3aMLV|59VULN|6DUST|7aERES|8RCR|aBPWR
382	21452 11226	   	178.37	DCR|3VULN|2DMG|1AART	1aDMG|2AART|39aVULN|4TLV|5LWND|6DMSP|7aERES|8RCR|aBPWR
383	61631 32125	 * 	178.35	DCR|3VULN|2AART|3ZMB	136ZMB|2aAART|36BPWR|4RPLT|568VULN|7DMSP|9RCR
384	21213 32226	   	178.07	ACR|2VULN|2DMG|1AART|2DUR	19DMG|2AART|3MLV|4RCR|59LIT|6aVULN|7BEXP|89DUR|9BPWR
385	21213 35226	   	178.07	ACR|2VULN|2DMG|1AART|2DUR	19DMG|2AART|3MLV|4RCR|59LIT|6aVULN|7LHND|89DUR|9BPWR
